School ID,School Name,Status as of 2014,Status as of 2019,Year,Attendance,5YR Grad Rate
610370,BEST PRACTICE HS,Closed,Closed,2014,, 
610370,BEST PRACTICE HS,Closed,Closed,2015,, 
610370,BEST PRACTICE HS,Closed,Closed,2016,, 
610374,ROBESON AA HS,Closed,Closed,2012,74.3,13.3
610374,ROBESON AA HS,Closed,Closed,2013,75.1,14.8
610374,ROBESON AA HS,Closed,Closed,2014,,20.1
610374,ROBESON AA HS,Closed,Closed,2015,,20.0
610374,ROBESON AA HS,Closed,Closed,2016,,29.7
610375,TILDEN AA HS,Closed,Closed,2012,62.5,18.0
610375,TILDEN AA HS,Closed,Closed,2013,67.5,25.2
610375,TILDEN AA HS,Closed,Closed,2014,,30.2
610375,TILDEN AA HS,Closed,Closed,2015,,39.0
610375,TILDEN AA HS,Closed,Closed,2016,,40.3
610376,WESTINGHOUSE ACH A H,Closed,,2012,,
610376,WESTINGHOUSE ACH A H,Closed,,2013,,
610376,WESTINGHOUSE ACH A H,Closed,,2014,,
610376,WESTINGHOUSE ACH A H,Closed,,2015,,
610376,WESTINGHOUSE ACH A H,Closed,,2016,,
610377,SENN AA HS,Closed,Closed,2012,,22.2
610377,SENN AA HS,Closed,Closed,2013,,25.0
610377,SENN AA HS,Closed,Closed,2014,,19.3
610377,SENN AA HS,Closed,Closed,2015,,28.6
610377,SENN AA HS,Closed,Closed,2016,, 
610378,CRANE AA,Closed,Closed,2012,54.7,29.0
610378,CRANE AA,Closed,Closed,2013,55.6,31.3
610378,CRANE AA,Closed,Closed,2014,,22.4
610378,CRANE AA,Closed,Closed,2015,,33.6
610378,CRANE AA,Closed,Closed,2016,,30.2
610380,WILLIAMS HS,,,2012,88.9,81.7
610380,WILLIAMS HS,,,2013,89.7,88.3
610380,WILLIAMS HS,,,2014,88.6,89.3
610380,WILLIAMS HS,,,2015,90.0,89.7
610380,WILLIAMS HS,,,2016,88.5,83.5
610381,BRONZEVILLE HS,,,2012,91.8,71.8
610381,BRONZEVILLE HS,,,2013,88.1,87.6
610381,BRONZEVILLE HS,,,2014,86.4,79.1
610381,BRONZEVILLE HS,,,2015,88.0,85.4
610381,BRONZEVILLE HS,,,2016,87.8,80.6
610383,SOCIAL JUSTICE HS,,,2012,88.9,69.3
610383,SOCIAL JUSTICE HS,,,2013,91.9,71.3
610383,SOCIAL JUSTICE HS,,,2014,91.5,69.1
610383,SOCIAL JUSTICE HS,,,2015,92.0,77.8
610383,SOCIAL JUSTICE HS,,,2016,90.1,87.5
610384,INFINITY HS,,,2012,93.5,77.5
610384,INFINITY HS,,,2013,93.6,80.2
610384,INFINITY HS,,,2014,92.4,81.5
610384,INFINITY HS,,,2015,92.0,94.3
610384,INFINITY HS,,,2016,93.5,94.2
610385,MULTICULTURAL HS,,,2012,91.9,56.1
610385,MULTICULTURAL HS,,,2013,91.0,65.5
610385,MULTICULTURAL HS,,,2014,88.7,60.6
610385,MULTICULTURAL HS,,,2015,88.9,72.2
610385,MULTICULTURAL HS,,,2016,86.0,80.9
610387,SECOND CHANCE ALT HS,Closed,,2012,,
610387,SECOND CHANCE ALT HS,Closed,,2013,,
610387,SECOND CHANCE ALT HS,Closed,,2014,,
610387,SECOND CHANCE ALT HS,Closed,,2015,,
610387,SECOND CHANCE ALT HS,Closed,,2016,,
610389,ORR HS,,,2012,58.0, 
610389,ORR HS,,,2013,72.8,41.6
610389,ORR HS,,,2014,71.4,41.0
610389,ORR HS,,,2015,76.9,49.3
610389,ORR HS,,,2016,74.3,39.0
610390,RICKOVER MILITARY HS,,,2012,93.3,71.1
610390,RICKOVER MILITARY HS,,,2013,92.9,68.4
610390,RICKOVER MILITARY HS,,,2014,92.7,75.7
610390,RICKOVER MILITARY HS,,,2015,92.9,86.2
610390,RICKOVER MILITARY HS,,,2016,92.7,87.6
610391,LINDBLOM HS,,,2012,94.1,78.0
610391,LINDBLOM HS,,,2013,93.3,79.8
610391,LINDBLOM HS,,,2014,93.4,81.6
610391,LINDBLOM HS,,,2015,93.3,90.8
610391,LINDBLOM HS,,,2016,93.2,89.2
610392,WORLD LANGUAGE HS,,,2012,93.4,59.8
610392,WORLD LANGUAGE HS,,,2013,93.5,82.5
610392,WORLD LANGUAGE HS,,,2014,93.3,69.8
610392,WORLD LANGUAGE HS,,,2015,92.5,82.3
610392,WORLD LANGUAGE HS,,,2016,93.1,77.9
610394,UPLIFT HS,,,2012,90.3,69.8
610394,UPLIFT HS,,,2013,86.9,84.2
610394,UPLIFT HS,,,2014,88.3,77.6
610394,UPLIFT HS,,,2015,90.2,80.6
610394,UPLIFT HS,,,2016,89.8,74.3
610401,CLEMENTE AA HS,Closed,Closed,2012,64.8,18.7
610401,CLEMENTE AA HS,Closed,Closed,2013,71.1,14.9
610401,CLEMENTE AA HS,Closed,Closed,2014,,24.5
610401,CLEMENTE AA HS,Closed,Closed,2015,,31.8
610401,CLEMENTE AA HS,Closed,Closed,2016,,35.4
610438,,Closed,,2012,,
610438,,Closed,,2013,,
610438,,Closed,,2014,,
610438,,Closed,,2015,,
610438,,Closed,,2016,,
610443,,Closed,,2012,,
610443,,Closed,,2013,,
610443,,Closed,,2014,,
610443,,Closed,,2015,,
610443,,Closed,,2016,,
610444,,Closed,,2012,,
610444,,Closed,,2013,,
610444,,Closed,,2014,,
610444,,Closed,,2015,,
610444,,Closed,,2016,,
610453,,Closed,,2012,,
610453,,Closed,,2013,,
610453,,Closed,,2014,,
610453,,Closed,,2015,,
610453,,Closed,,2016,,
610454,PROCTOR APC,Closed,,2012,,
610454,PROCTOR APC,Closed,,2013,,
610454,PROCTOR APC,Closed,,2014,,
610454,PROCTOR APC,Closed,,2015,,
610454,PROCTOR APC,Closed,,2016,,
610457,RODRIGUEZ APC,Closed,,2012,,
610457,RODRIGUEZ APC,Closed,,2013,,
610457,RODRIGUEZ APC,Closed,,2014,,
610457,RODRIGUEZ APC,Closed,,2015,,
610457,RODRIGUEZ APC,Closed,,2016,,
610458,SENGSTACKE APC,Closed,,2012,,
610458,SENGSTACKE APC,Closed,,2013,,
610458,SENGSTACKE APC,Closed,,2014,,
610458,SENGSTACKE APC,Closed,,2015,,
610458,SENGSTACKE APC,Closed,,2016,,
610459,SPALDING HIGH,Closed,,2012,,
610459,SPALDING HIGH,Closed,,2013,,
610459,SPALDING HIGH,Closed,,2014,,
610459,SPALDING HIGH,Closed,,2015,,
610459,SPALDING HIGH,Closed,,2016,,
610461,TESLA ALT HIGH,Closed,,2012,,
610461,TESLA ALT HIGH,Closed,,2013,,
610461,TESLA ALT HIGH,Closed,,2014,,
610461,TESLA ALT HIGH,Closed,,2015,,
610461,TESLA ALT HIGH,Closed,,2016,,
610463,JULIAN ACHIEVE ACA,Closed,,2012,,
610463,JULIAN ACHIEVE ACA,Closed,,2013,,
610463,JULIAN ACHIEVE ACA,Closed,,2014,,
610463,JULIAN ACHIEVE ACA,Closed,,2015,,
610463,JULIAN ACHIEVE ACA,Closed,,2016,,
610469,,Closed,,2012,,
610469,,Closed,,2013,,
610469,,Closed,,2014,,
610469,,Closed,,2015,,
610469,,Closed,,2016,,
610475,ARTS OF LIVING HIGH,Closed,,2012,,
610475,ARTS OF LIVING HIGH,Closed,,2013,,
610475,ARTS OF LIVING HIGH,Closed,,2014,,
610475,ARTS OF LIVING HIGH,Closed,,2015,,
610475,ARTS OF LIVING HIGH,Closed,,2016,,
610479,FLOWER VOC HIGH,Closed,,2012,,
610479,FLOWER VOC HIGH,Closed,,2013,,
610479,FLOWER VOC HIGH,Closed,,2014,,
610479,FLOWER VOC HIGH,Closed,,2015,,
610479,FLOWER VOC HIGH,Closed,,2016,,
610480,,Closed,,2012,,
610480,,Closed,,2013,,
610480,,Closed,,2014,,
610480,,Closed,,2015,,
610480,,Closed,,2016,,
610481,,Closed,,2012,,
610481,,Closed,,2013,,
610481,,Closed,,2014,,
610481,,Closed,,2015,,
610481,,Closed,,2016,,
610482,HARVEY APC,Closed,,2012,,
610482,HARVEY APC,Closed,,2013,,
610482,HARVEY APC,Closed,,2014,,
610482,HARVEY APC,Closed,,2015,,
610482,HARVEY APC,Closed,,2016,,
610483,HAYES APC,Closed,,2012,,
610483,HAYES APC,Closed,,2013,,
610483,HAYES APC,Closed,,2014,,
610483,HAYES APC,Closed,,2015,,
610483,HAYES APC,Closed,,2016,,
610484,HERNANDEZ APC,Closed,,2012,,
610484,HERNANDEZ APC,Closed,,2013,,
610484,HERNANDEZ APC,Closed,,2014,,
610484,HERNANDEZ APC,Closed,,2015,,
610484,HERNANDEZ APC,Closed,,2016,,
610486,PARTEE APC,Closed,,2012,,
610486,PARTEE APC,Closed,,2013,,
610486,PARTEE APC,Closed,,2014,,
610486,PARTEE APC,Closed,,2015,,
610486,PARTEE APC,Closed,,2016,,
610488,,Closed,,2012,,
610488,,Closed,,2013,,
610488,,Closed,,2014,,
610488,,Closed,,2015,,
610488,,Closed,,2016,,
610499,COLLINS HS,,,2012,90.1,69.4
610499,COLLINS HS,,,2013,78.6,73.5
610499,COLLINS HS,,,2014,79.2,70.6
610499,COLLINS HS,,,2015,79.4,72.1
610499,COLLINS HS,,,2016,80.7,58.9
610501,AUSTIN POLY HS,,Closed,2012,68.5,63.1
610501,AUSTIN POLY HS,,Closed,2013,76.1,57.1
610501,AUSTIN POLY HS,,Closed,2014,83.2,60.3
610501,AUSTIN POLY HS,,Closed,2015,85.9,50.7
610501,AUSTIN POLY HS,,Closed,2016,82.5,60.9
610502,MARINE MILITARY HS,,Closed,2012,91.5,73.5
610502,MARINE MILITARY HS,,Closed,2013,92.1,74.6
610502,MARINE MILITARY HS,,Closed,2014,91.3,65.7
610502,MARINE MILITARY HS,,Closed,2015,,86.8
610502,MARINE MILITARY HS,,Closed,2016,,85.4
610506,TEAM HS,,,2012,85.6,66.7
610506,TEAM HS,,,2013,85.7,78.0
610506,TEAM HS,,,2014,86.9,74.2
610506,TEAM HS,,,2015,87.9,71.8
610506,TEAM HS,,,2016,76.2,73.9
610513,AIR FORCE HS,,,2012,82.9, 
610513,AIR FORCE HS,,,2013,89.9, 
610513,AIR FORCE HS,,,2014,92.3,70.2
610513,AIR FORCE HS,,,2015,92.1,84.0
610513,AIR FORCE HS,,,2016,91.4,86.1
610518,AUSTIN CCA HS,,,2012,82.0, 
610518,AUSTIN CCA HS,,,2013,79.9,67.8
610518,AUSTIN CCA HS,,,2014,80.5,55.4
610518,AUSTIN CCA HS,,,2015,85.1,70.9
610518,AUSTIN CCA HS,,,2016,80.5,70.9
610524,ALCOTT HS,,,2012,92.2, 
610524,ALCOTT HS,,,2013,90.9, 
610524,ALCOTT HS,,,2014,88.5,86.3
610524,ALCOTT HS,,,2015,91.3,77.7
610524,ALCOTT HS,,,2016,91.5,87.1
610529,OGDEN HS,,,2012,92.0, 
610529,OGDEN HS,,,2013,91.4, 
610529,OGDEN HS,,,2014,91.1,68.6
610529,OGDEN HS,,,2015,92.4,76.9
610529,OGDEN HS,,,2016,93.9,83.6
610535,MASON HS,Closed,Closed,2012,87.2, 
610535,MASON HS,Closed,Closed,2013,89.0, 
610535,MASON HS,Closed,Closed,2014,,78.3
610535,MASON HS,Closed,Closed,2015,,68.2
610535,MASON HS,Closed,Closed,2016,,84.6
