School ID,School Name,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
609803,BLAINE,2014,53,19,23,11,26,49.1,12,22.6,1.35,12,1.3,1.75,14,26.4,1.57,10,1.1,2.14,0,0,0,0,0,0,0.0
609698,BOGAN HS,2011,2765,2187,538,40,2733,98.8,2043,73.9,128.31,794,49.9,1.11,690,25,43.34,362,22.7,4.55,25,0.9,1.57,24,1.5,1,0.06
609698,BOGAN HS,2012,2444,1857,433,154,2320,94.9,1735,71,126.5,686,50,1.23,585,23.9,42.65,323,23.6,3.06,28,1.1,2.04,28,2,3,0.22
609698,BOGAN HS,2013,1534,1206,275,53,1489,97.1,1050,68.4,95.69,502,45.7,1.2,439,28.6,40.01,253,23.1,2.35,6,0.4,0.55,6,0.5,2,0.18
609698,BOGAN HS,2014,599,174,334,91,531,88.6,401,66.9,42.81,248,26.5,1.44,130,21.7,13.88,98,10.5,3.42,5,0.8,0.53,5,0.5,1,0.11
610238,BOND,2011,127,38,83,6,115,90.6,17,13.4,4.89,14,4,3.39,98,77.2,28.21,58,16.7,3.57,3,2.4,0.86,2,0.6,1,0.29
610238,BOND,2012,395,54,334,7,344,87.1,17,4.3,3.56,13,2.7,1.76,327,82.8,68.54,134,28.1,2.39,7,1.8,1.47,6,1.3,0,0.0
610238,BOND,2013,214,20,176,18,182,85,2,0.9,0.48,2,0.5,1,180,84.1,43.06,76,18.2,2.06,15,7,3.59,8,1.9,0,0.0
610238,BOND,2014,143,34,91,18,61,42.7,7,4.9,2.01,7,2,2.29,54,37.8,15.54,25,7.2,2.22,5,3.5,1.44,5,1.4,0,0.0
610161,BONTEMPS,2011,126,12,101,13,106,84.1,0,0,0,0,0,0,106,84.1,30.6,55,15.9,3.01,1,0.8,0.29,1,0.3,0,0.0
610161,BONTEMPS,2012,108,16,87,5,102,94.4,4,3.7,1.3,4,1.3,1.25,98,90.7,31.96,53,17.3,2.74,5,4.6,1.63,5,1.6,1,0.33
609804,BOONE,2011,49,3,45,1,47,95.9,9,18.4,1.19,8,1.1,2.11,38,77.6,5,28,3.7,1.24,0,0,0,0,0,0,0.0
609804,BOONE,2012,89,2,73,14,73,82,44,49.4,5.74,25,3.3,1.48,29,32.6,3.78,19,2.5,1.79,0,0,0,0,0,0,0.0
609804,BOONE,2013,57,1,44,12,55,96.5,35,61.4,4.4,23,2.9,1.2,20,35.1,2.51,14,1.8,1.45,0,0,0,0,0,0,0.0
609804,BOONE,2014,40,10,29,1,3,7.5,3,7.5,0.36,3,0.4,1,0,0,0,0,0,0,1,2.5,0.12,1,0.1,0,0.0
609815,BOUCHET,2011,206,49,141,16,175,85,49,23.8,6.45,40,5.3,1.86,126,61.2,16.59,93,12.2,1.89,1,0.5,0.13,1,0.1,0,0.0
609815,BOUCHET,2012,103,0,92,11,114,110.7,24,23.3,3.46,23,3.3,2.08,90,87.4,12.99,76,11,2.19,2,1.9,0.29,2,0.3,0,0.0
609815,BOUCHET,2013,170,6,153,11,175,102.9,35,20.6,5.16,29,4.3,2.17,140,82.4,20.65,95,14,1.89,7,4.1,1.03,7,1,0,0.0
609815,BOUCHET,2014,257,12,221,24,141,54.9,79,30.7,11.99,63,9.6,1.82,62,24.1,9.41,47,7.1,2.19,6,2.3,0.91,6,0.9,0,0.0
610323,BOWEN HS,2012,1823,1109,587,127,1903,104.4,1257,69,255.57,334,67.9,1.48,646,35.4,131.34,249,50.6,3.03,222,12.2,45.14,148,30.1,6,1.22
610323,BOWEN HS,2013,2487,1785,658,44,2622,105.4,1833,73.7,448.9,342,83.8,1.34,789,31.7,193.23,264,64.7,2.02,46,1.8,11.27,39,9.6,0,0.0
610323,BOWEN HS,2014,2851,2143,599,109,2927,102.7,2486,87.2,700.69,346,97.5,1.17,441,15.5,124.3,153,43.1,1.91,54,1.9,15.22,49,13.8,0,0.0
609806,BRADWELL,2011,733,172,487,74,732,99.9,137,18.7,17.37,101,12.8,1.13,595,81.2,75.44,253,32.1,2.25,16,2.2,2.03,15,1.9,1,0.13
609806,BRADWELL,2012,1075,3,982,90,1074,99.9,12,1.1,1.48,12,1.5,1,1062,98.8,130.56,323,39.7,1.76,13,1.2,1.6,12,1.5,1,0.12
609806,BRADWELL,2013,153,12,123,18,134,87.6,1,0.7,0.12,1,0.1,1,133,86.9,16.46,85,10.5,2.87,7,4.6,0.87,6,0.7,1,0.12
609806,BRADWELL,2014,188,55,128,5,9,4.8,1,0.5,0.14,1,0.1,3,8,4.3,1.1,6,0.8,5.63,2,1.1,0.28,2,0.3,2,0.28
610242,BRENNEMANN,2011,45,12,22,11,35,77.8,0,0,0,0,0,0,35,77.8,10.21,24,7,3.74,1,2.2,0.29,1,0.3,0,0.0
610242,BRENNEMANN,2012,20,6,12,2,17,85,4,20,1.31,3,1,1,13,65,4.26,11,3.6,3,0,0,0,0,0,0,0.0
610242,BRENNEMANN,2013,77,15,49,13,64,83.1,1,1.3,0.2,1,0.2,1,63,81.8,12.72,36,7.3,2.98,0,0,0,0,0,0,0.0
610242,BRENNEMANN,2014,15,9,3,3,3,20,0,0,0,0,0,0,3,20,0.64,3,0.6,5,2,13.3,0.43,2,0.4,0,0.0
609809,BRENTANO,2011,68,31,33,4,35,51.5,9,13.2,2.04,7,1.6,1,26,38.2,5.88,18,4.1,1.73,1,1.5,0.23,1,0.2,0,0.0
609809,BRENTANO,2012,15,3,5,7,11,73.3,0,0,0,0,0,0,11,73.3,2.63,8,1.9,2.27,0,0,0,0,0,0,0.0
609809,BRENTANO,2013,76,48,26,2,8,10.5,0,0,0,0,0,0,8,10.5,1.9,8,1.9,1.88,2,2.6,0.48,2,0.5,0,0.0
609809,BRENTANO,2014,99,55,38,6,10,10.1,5,5.1,1.19,4,0.9,1,5,5.1,1.19,3,0.7,1.6,1,1,0.24,1,0.2,0,0.0
609810,BRIDGE,2011,37,15,18,4,35,94.6,27,73,2.71,14,1.4,1.11,8,21.6,0.8,6,0.6,2,1,2.7,0.1,1,0.1,0,0.0
609810,BRIDGE,2012,79,23,54,2,82,103.8,50,63.3,4.82,32,3.1,1.12,32,40.5,3.09,20,1.9,1.25,1,1.3,0.1,1,0.1,0,0.0
609810,BRIDGE,2013,24,7,15,2,22,91.7,15,62.5,1.44,13,1.2,1.27,7,29.2,0.67,6,0.6,1.43,0,0,0,0,0,0,0.0
609810,BRIDGE,2014,29,15,12,2,23,79.3,20,69,1.87,15,1.4,1.35,3,10.3,0.28,3,0.3,2.33,1,3.4,0.09,1,0.1,0,0.0
609811,BRIGHT,2011,146,15,95,36,132,90.4,0,0,0,0,0,0,132,90.4,36.98,73,20.5,2.8,2,1.4,0.56,2,0.6,0,0.0
609811,BRIGHT,2012,196,14,158,24,185,94.4,18,9.2,5.76,14,4.5,2.11,167,85.2,53.46,83,26.6,2.5,9,4.6,2.88,7,2.2,0,0.0
609811,BRIGHT,2013,64,8,52,4,61,95.3,11,17.2,3.78,11,3.8,1.45,50,78.1,17.18,39,13.4,1.92,1,1.6,0.34,1,0.3,0,0.0
609811,BRIGHT,2014,80,29,51,0,19,23.8,1,1.3,0.34,1,0.3,1,18,22.5,6.06,13,4.4,1.94,4,5,1.35,2,0.7,0,0.0
610317,BRIGHTON PARK,2011,29,13,15,1,28,96.6,0,0,0,0,0,0,28,96.6,4.14,23,3.4,1.89,0,0,0,0,0,0,0.0
610317,BRIGHTON PARK,2012,47,20,23,4,47,100,3,6.4,0.47,3,0.5,1,44,93.6,6.86,27,4.2,1.98,0,0,0,0,0,0,0.0
610317,BRIGHTON PARK,2013,9,5,3,1,8,88.9,4,44.4,0.69,4,0.7,1.5,4,44.4,0.69,4,0.7,2.5,1,11.1,0.17,1,0.2,0,0.0
610317,BRIGHTON PARK,2014,33,8,19,6,13,39.4,10,30.3,1.91,8,1.5,1.4,3,9.1,0.57,2,0.4,1,2,6.1,0.38,1,0.2,0,0.0
610381,BRONZEVILLE HS,2011,514,259,204,51,511,99.4,280,54.5,53.25,178,33.9,1.3,231,44.9,43.93,137,26.1,2.9,0,0,0,0,0,0,0.0
610381,BRONZEVILLE HS,2012,542,192,304,46,546,100.7,152,28,30.24,111,22.1,1.3,394,72.7,78.38,194,38.6,3.05,0,0,0,0,0,0,0.0
610381,BRONZEVILLE HS,2013,570,223,303,44,511,89.6,159,27.9,32.82,117,24.1,1.15,352,61.8,72.65,178,36.7,2.36,8,1.4,1.65,8,1.7,0,0.0
610381,BRONZEVILLE HS,2014,351,125,185,41,305,86.9,142,40.5,30.85,119,25.9,1.07,163,46.4,35.41,109,23.7,2.48,2,0.6,0.43,2,0.4,0,0.0
609726,BROOKS HS,2011,92,63,25,4,12,13,0,0,0,0,0,0,12,13,1.55,12,1.5,3.83,3,3.3,0.39,3,0.4,0,0.0
609726,BROOKS HS,2012,72,17,32,23,63,87.5,2,2.8,0.27,2,0.3,1,61,84.7,8.24,50,6.8,3.61,5,6.9,0.68,5,0.7,0,0.0
609726,BROOKS HS,2013,151,99,36,16,39,25.8,1,0.7,0.13,1,0.1,2,38,25.2,4.93,34,4.4,4.45,4,2.6,0.52,4,0.5,0,0.0
609726,BROOKS HS,2014,363,268,81,14,49,13.5,27,7.4,3.45,24,3.1,1.52,22,6.1,2.81,21,2.7,3.27,0,0,0,0,0,0,0.0
610091,"BROWN, R",2011,80,34,44,2,70,87.5,3,3.8,1.07,1,0.4,2.33,67,83.8,23.83,47,16.7,2.15,1,1.3,0.36,1,0.4,0,0.0
610091,"BROWN, R",2012,123,35,82,6,117,95.1,3,2.4,1.05,3,1,1.33,114,92.7,39.73,51,17.8,2.02,0,0,0,0,0,0,0.0
610091,"BROWN, R",2013,79,33,46,0,61,77.2,12,15.2,3.83,11,3.5,2.17,49,62,15.64,26,8.3,2.16,1,1.3,0.32,1,0.3,0,0.0
610091,"BROWN, R",2014,136,72,63,1,40,29.4,15,11,4.8,15,4.8,1.4,25,18.4,8,11,3.5,1.8,0,0,0,0,0,0,0.0
609812,"BROWN, W",2011,92,5,77,10,88,95.7,7,7.6,3.3,6,2.8,1.86,81,88,38.2,40,18.9,2.19,1,1.1,0.47,1,0.5,0,0.0
609812,"BROWN, W",2012,111,41,67,3,59,53.2,11,9.9,5.11,10,4.6,1.36,48,43.2,22.32,28,13,1.88,0,0,0,0,0,0,0.0
609812,"BROWN, W",2013,193,125,60,8,75,38.9,31,16.1,13.32,18,7.7,1.55,44,22.8,18.91,29,12.5,2.68,1,0.5,0.43,1,0.4,0,0.0
609812,"BROWN, W",2014,100,58,34,8,26,26,10,10,4.01,8,3.2,1.6,16,16,6.42,13,5.2,2.69,6,6,2.41,6,2.4,0,0.0
609813,BROWNELL,2011,39,4,35,0,39,100,1,2.6,0.33,1,0.3,1,38,97.4,12.61,32,10.6,2.08,0,0,0,0,0,0,0.0
609813,BROWNELL,2012,70,2,66,2,71,101.4,9,12.9,3.16,8,2.8,1.78,62,88.6,21.78,37,13,2.15,1,1.4,0.35,1,0.4,0,0.0
609813,BROWNELL,2013,40,4,29,7,34,85,6,15,2.33,6,2.3,1.33,28,70,10.86,25,9.7,2.57,7,17.5,2.72,7,2.7,0,0.0
609813,BROWNELL,2014,46,0,46,0,45,97.8,23,50,9.39,20,8.2,1.61,22,47.8,8.98,12,4.9,2.14,2,4.3,0.82,2,0.8,0,0.0
609830,BRUNSON,2011,95,24,59,12,94,98.9,8,8.4,1.23,8,1.2,1.38,86,90.5,13.26,70,10.8,2.86,14,14.7,2.16,12,1.9,0,0.0
609830,BRUNSON,2012,42,1,35,6,42,100,13,31,2.11,13,2.1,1.85,29,69,4.71,25,4.1,2.66,8,19,1.3,8,1.3,0,0.0
609830,BRUNSON,2013,32,0,29,3,34,106.3,4,12.5,0.62,4,0.6,1.5,30,93.8,4.63,22,3.4,2.7,6,18.8,0.93,5,0.8,0,0.0
609830,BRUNSON,2014,42,4,26,12,37,88.1,11,26.2,1.81,9,1.5,1.55,26,61.9,4.27,20,3.3,2.15,6,14.3,0.98,6,1,0,0.0
610280,BUCKINGHAM,2011,99,37,53,9,25,25.3,0,0,0,0,0,0,25,25.3,82.73,16,52.9,1.52,5,5.1,16.55,5,16.5,0,0.0
610280,BUCKINGHAM,2012,107,38,55,14,44,41.1,0,0,0,0,0,0,44,41.1,118.37,21,56.5,1.39,0,0,0,0,0,0,0.0
609817,BUDLONG,2011,24,1,17,6,23,95.8,8,33.3,0.93,8,0.9,2.38,15,62.5,1.74,13,1.5,1.4,3,12.5,0.35,3,0.3,0,0.0
609817,BUDLONG,2012,18,1,16,1,14,77.8,0,0,0,0,0,0,14,77.8,1.67,10,1.2,1.79,4,22.2,0.48,3,0.4,0,0.0
609817,BUDLONG,2013,28,1,25,2,27,96.4,4,14.3,0.46,4,0.5,1,23,82.1,2.66,12,1.4,2,2,7.1,0.23,2,0.2,0,0.0
609817,BUDLONG,2014,34,1,31,2,33,97.1,4,11.8,0.47,4,0.5,1,29,85.3,3.4,15,1.8,1.62,5,14.7,0.59,4,0.5,0,0.0
609818,BURBANK,2011,129,40,67,22,121,93.8,53,41.1,4.68,41,3.6,1.48,68,52.7,6.01,45,4,2.85,3,2.3,0.27,3,0.3,1,0.09
609818,BURBANK,2012,64,17,37,10,50,78.1,11,17.2,1.1,11,1.1,1.27,39,60.9,3.91,32,3.2,2.46,1,1.6,0.1,1,0.1,0,0.0
609818,BURBANK,2013,39,5,15,19,33,84.6,6,15.4,0.62,6,0.6,1.17,27,69.2,2.79,20,2.1,2.74,3,7.7,0.31,3,0.3,0,0.0
609818,BURBANK,2014,41,12,21,8,12,29.3,5,12.2,0.5,4,0.4,1,7,17.1,0.7,6,0.6,2.57,5,12.2,0.5,3,0.3,0,0.0
609819,BURKE,2011,141,4,89,48,130,92.2,2,1.4,0.81,2,0.8,2,128,90.8,52.09,62,25.2,3.02,24,17,9.77,18,7.3,2,0.81
609819,BURKE,2012,70,15,33,22,55,78.6,22,31.4,8.49,15,5.8,1.82,33,47.1,12.74,24,9.3,3.88,13,18.6,5.02,13,5,0,0.0
609819,BURKE,2013,133,16,52,65,129,97,22,16.5,6.06,21,5.8,1.09,107,80.5,29.49,53,14.6,2.97,4,3,1.1,3,0.8,1,0.28
609819,BURKE,2014,127,6,80,41,123,96.9,15,11.8,3.36,15,3.4,1,108,85,24.21,60,13.5,2.03,1,0.8,0.22,1,0.2,0,0.0
609820,BURLEY,2011,6,0,2,4,6,100,4,66.7,0.71,4,0.7,2,2,33.3,0.35,2,0.4,2,0,0,0,0,0,0,0.0
609820,BURLEY,2012,28,9,9,10,25,89.3,9,32.1,1.57,7,1.2,1.22,16,57.1,2.79,15,2.6,1.63,0,0,0,0,0,0,0.0
609820,BURLEY,2013,9,2,2,5,6,66.7,1,11.1,0.18,1,0.2,2,5,55.6,0.92,5,0.9,4.4,0,0,0,0,0,0,0.0
609820,BURLEY,2014,5,0,5,0,2,40,1,20,0.19,1,0.2,2,1,20,0.19,1,0.2,1,0,0,0,0,0,0,0.0
609821,BURNHAM,2011,59,4,51,4,50,84.7,1,1.7,0.35,1,0.4,1,49,83.1,17.23,27,9.5,1.08,2,3.4,0.7,2,0.7,0,0.0
609821,BURNHAM,2012,83,2,75,6,61,73.5,0,0,0,0,0,0,61,73.5,23.45,36,13.8,1.34,4,4.8,1.54,4,1.5,0,0.0
609821,BURNHAM,2013,35,1,22,12,22,62.9,1,2.9,0.17,1,0.2,1,21,60,3.6,20,3.4,1.1,2,5.7,0.34,2,0.3,0,0.0
609821,BURNHAM,2014,84,9,69,6,24,28.6,14,16.7,2.44,14,2.4,1.14,10,11.9,1.74,9,1.6,2.5,3,3.6,0.52,3,0.5,0,0.0
609827,BURNSIDE,2011,57,29,26,2,52,91.2,9,15.8,1.19,7,0.9,1.44,43,75.4,5.66,29,3.8,2.02,0,0,0,0,0,0,0.0
609827,BURNSIDE,2012,58,9,43,6,56,96.6,7,12.1,0.93,6,0.8,1.43,49,84.5,6.48,35,4.6,2.51,10,17.2,1.32,10,1.3,0,0.0
609827,BURNSIDE,2013,41,8,24,9,39,95.1,13,31.7,1.96,13,2,1,26,63.4,3.92,22,3.3,3.69,1,2.4,0.15,1,0.2,0,0.0
609827,BURNSIDE,2014,90,28,57,5,42,46.7,21,23.3,3.6,15,2.6,1.33,21,23.3,3.6,14,2.4,1.9,0,0,0,0,0,0,0.0
609828,BURR,2011,9,0,9,0,5,55.6,0,0,0,0,0,0,5,55.6,1.45,3,0.9,1.6,0,0,0,0,0,0,0.0
609828,BURR,2012,5,2,2,1,5,100,2,40,0.57,2,0.6,1,3,60,0.85,3,0.9,4.33,1,20,0.28,1,0.3,0,0.0
609828,BURR,2013,13,3,10,0,10,76.9,0,0,0,0,0,0,10,76.9,2.6,5,1.3,1.6,0,0,0,0,0,0,0.0
609828,BURR,2014,18,5,13,0,11,61.1,8,44.4,2.01,8,2,1,3,16.7,0.75,3,0.8,1.33,0,0,0,0,0,0,0.0
609829,BURROUGHS,2011,6,0,6,0,6,100,0,0,0,0,0,0,6,100,1.19,6,1.2,2.17,3,50,0.6,3,0.6,0,0.0
609829,BURROUGHS,2012,4,0,2,2,4,100,1,25,0.2,1,0.2,5,3,75,0.59,1,0.2,2.67,2,50,0.4,1,0.2,0,0.0
609829,BURROUGHS,2013,3,0,0,3,3,100,0,0,0,0,0,0,3,100,0.59,2,0.4,4.33,1,33.3,0.2,1,0.2,0,0.0
609829,BURROUGHS,2014,2,1,1,0,2,100,2,100,0.42,1,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0
609832,BYRNE,2011,237,205,32,0,39,16.5,4,1.7,0.59,4,0.6,1,35,14.8,5.15,21,3.1,2.03,0,0,0,0,0,0,0.0
609832,BYRNE,2012,166,111,51,4,33,19.9,5,3,0.75,4,0.6,1.4,28,16.9,4.2,19,2.8,2,0,0,0,0,0,0,0.0
609832,BYRNE,2013,37,13,24,0,22,59.5,15,40.5,2.28,12,1.8,1,7,18.9,1.07,6,0.9,2,0,0,0,0,0,0,0.0
609832,BYRNE,2014,34,10,22,2,17,50,12,35.3,1.89,9,1.4,1.25,5,14.7,0.79,5,0.8,2.8,1,2.9,0.16,1,0.2,0,0.0
609833,CALDWELL,2011,30,0,28,2,29,96.7,0,0,0,0,0,0,29,96.7,9.6,26,8.6,2.34,1,3.3,0.33,1,0.3,0,0.0
609833,CALDWELL,2012,106,6,81,19,100,94.3,6,5.7,1.77,2,0.6,2.5,94,88.7,27.75,64,18.9,2.73,4,3.8,1.18,4,1.2,1,0.3
609833,CALDWELL,2013,26,5,16,5,19,73.1,1,3.8,0.34,1,0.3,3,18,69.2,6.15,15,5.1,2.83,0,0,0,0,0,0,0.0
609833,CALDWELL,2014,9,4,5,0,6,66.7,4,44.4,1.37,3,1,2,2,22.2,0.68,2,0.7,2.5,2,22.2,0.68,2,0.7,0,0.0
610243,CALHOUN,2011,121,4,115,2,119,98.3,0,0,0,0,0,0,119,98.3,38.4,73,23.6,2.13,0,0,0,0,0,0,0.0
610243,CALHOUN,2012,104,20,78,6,76,73.1,2,1.9,0.66,2,0.7,1,74,71.2,24.41,53,17.5,2.57,4,3.8,1.32,4,1.3,0,0.0
610353,CALMECA,2011,35,1,33,1,27,77.1,13,37.1,1.64,11,1.4,1.23,14,40,1.77,12,1.5,2.29,0,0,0,0,0,0,0.0
610353,CALMECA,2012,29,4,24,1,20,69,8,27.6,0.96,7,0.8,1.5,12,41.4,1.45,9,1.1,1.25,0,0,0,0,0,0,0.0
610353,CALMECA,2013,37,3,34,0,31,83.8,22,59.5,2.72,19,2.3,1.14,9,24.3,1.11,5,0.6,1.67,1,2.7,0.12,1,0.1,0,0.0
610353,CALMECA,2014,56,16,35,5,40,71.4,30,53.6,3.72,21,2.6,1.27,10,17.9,1.24,7,0.9,1.8,0,0,0,0,0,0,0.0
610572,CAMELOT SAFE ACADEMY ES,2013,20,3,11,6,3,15,0,0,0,0,0,0,3,15,6.46,3,6.5,3,1,5,2.15,1,2.2,0,0.0
610572,CAMELOT SAFE ACADEMY ES,2014,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610573,CAMELOT SAFE ACADEMY HS,2013,10,0,8,2,2,20,0,0,0,0,0,0,2,20,9.39,2,9.4,2.5,0,0,0,0,0,0,0.0
610573,CAMELOT SAFE ACADEMY HS,2014,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
609835,CAMERON,2011,333,77,183,73,333,100,53,15.9,6.48,41,5,1.13,280,84.1,34.22,143,17.5,2.52,3,0.9,0.37,3,0.4,1,0.12
609835,CAMERON,2012,258,18,182,58,290,112.4,63,24.4,7.77,51,6.3,1.13,227,88,28,118,14.6,2.45,10,3.9,1.23,10,1.2,3,0.37
609835,CAMERON,2013,225,37,137,51,233,103.6,59,26.2,7.23,48,5.9,1.03,174,77.3,21.32,105,12.9,2.25,10,4.4,1.23,8,1,4,0.49
609835,CAMERON,2014,327,130,154,43,216,66.1,94,28.7,10.94,69,8,1.28,122,37.3,14.2,81,9.4,2.12,10,3.1,1.16,8,0.9,0,0.0
610539,CAMRAS,2011,22,0,15,7,21,95.5,3,13.6,0.36,3,0.4,1,18,81.8,2.14,17,2,3.89,0,0,0,0,0,0,0.0
610539,CAMRAS,2012,14,1,9,4,14,100,1,7.1,0.1,1,0.1,1,13,92.9,1.31,9,0.9,3,2,14.3,0.2,2,0.2,0,0.0
610539,CAMRAS,2013,6,0,4,2,6,100,4,66.7,0.4,4,0.4,2,2,33.3,0.2,2,0.2,2,1,16.7,0.1,1,0.1,0,0.0
610539,CAMRAS,2014,64,16,43,5,24,37.5,9,14.1,0.88,8,0.8,1.44,15,23.4,1.46,10,1,2.47,2,3.1,0.19,1,0.1,0,0.0
610018,CANTER,2011,7,0,4,3,7,100,0,0,0,0,0,0,7,100,3.11,6,2.7,7,3,42.9,1.33,3,1.3,0,0.0
610018,CANTER,2012,20,0,15,5,20,100,3,15,1.34,3,1.3,1.33,17,85,7.57,14,6.2,3.53,1,5,0.45,1,0.4,0,0.0
610018,CANTER,2013,8,4,3,1,6,75,0,0,0,0,0,0,6,75,6.34,3,3.2,1.33,0,0,0,0,0,0,0.0
609836,CANTY,2011,21,9,12,0,20,95.2,14,66.7,1.78,10,1.3,1.64,6,28.6,0.76,5,0.6,2.83,0,0,0,0,0,0,0.0
609836,CANTY,2012,9,3,5,1,5,55.6,3,33.3,0.38,3,0.4,2,2,22.2,0.25,2,0.3,3,0,0,0,0,0,0,0.0
609836,CANTY,2013,20,9,10,1,12,60,9,45,1.09,8,1,1.22,3,15,0.36,3,0.4,2.67,1,5,0.12,1,0.1,0,0.0
609836,CANTY,2014,13,2,9,2,10,76.9,9,69.2,1.11,8,1,1.33,1,7.7,0.12,1,0.1,3,0,0,0,0,0,0,0.0
610024,CARDENAS,2011,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610024,CARDENAS,2012,33,32,0,1,7,21.2,3,9.1,0.46,3,0.5,1.67,4,12.1,0.62,2,0.3,2,0,0,0,0,0,0,0.0
610024,CARDENAS,2013,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610024,CARDENAS,2014,26,25,1,0,1,3.8,0,0,0,0,0,0,1,3.8,0.14,1,0.1,2,0,0,0,0,0,0,0.0
609837,CARNEGIE,2011,52,1,41,10,50,96.2,0,0,0,0,0,0,50,96.2,6.89,34,4.7,3.7,2,3.8,0.28,2,0.3,0,0.0
609837,CARNEGIE,2012,87,1,37,49,82,94.3,4,4.6,0.59,4,0.6,1.5,78,89.7,11.42,52,7.6,3.82,6,6.9,0.88,6,0.9,1,0.15
609837,CARNEGIE,2013,100,9,55,36,79,79,16,16,2.38,16,2.4,3.31,63,63,9.37,44,6.5,2.92,5,5,0.74,5,0.7,0,0.0
609837,CARNEGIE,2014,53,13,18,22,32,60.4,9,17,1.5,9,1.5,1.22,23,43.4,3.84,20,3.3,2.61,7,13.2,1.17,7,1.2,0,0.0
609839,CARROLL,2011,76,7,57,12,55,72.4,15,19.7,2.72,13,2.4,1.53,40,52.6,7.25,30,5.4,2.18,3,3.9,0.54,2,0.4,0,0.0
609839,CARROLL,2012,112,11,93,8,77,68.8,19,17,3.4,18,3.2,1.05,58,51.8,10.37,39,7,1.86,2,1.8,0.36,2,0.4,1,0.18
609839,CARROLL,2013,94,3,58,33,74,78.7,11,11.7,2.03,11,2,1,63,67,11.62,37,6.8,2.81,8,8.5,1.48,6,1.1,1,0.18
609839,CARROLL,2014,59,16,35,8,22,37.3,13,22,2.51,13,2.5,1.23,9,15.3,1.74,9,1.7,1.67,1,1.7,0.19,1,0.2,1,0.19
609842,CARSON,2011,61,12,37,12,39,63.9,24,39.3,1.97,19,1.6,1.08,15,24.6,1.23,9,0.7,2.87,3,4.9,0.25,2,0.2,0,0.0
609842,CARSON,2012,352,301,45,6,41,11.6,28,8,2.27,24,1.9,1.21,13,3.7,1.05,13,1.1,3,4,1.1,0.32,4,0.3,0,0.0
609842,CARSON,2013,521,442,70,9,31,6,19,3.6,1.56,19,1.6,1.16,12,2.3,0.99,8,0.7,3.58,9,1.7,0.74,9,0.7,0,0.0
609842,CARSON,2014,851,759,84,8,32,3.8,17,2,1.47,15,1.3,1,15,1.8,1.3,10,0.9,2.29,3,0.4,0.26,3,0.3,0,0.0
609844,CARTER,2011,88,3,53,32,78,88.6,0,0,0,0,0,0,78,88.6,21.43,47,12.9,4.12,19,21.6,5.22,15,4.1,1,0.27
609844,CARTER,2012,90,3,80,7,88,97.8,0,0,0,0,0,0,88,97.8,25.37,57,16.4,2.28,3,3.3,0.86,3,0.9,1,0.29
609844,CARTER,2013,319,39,233,47,238,74.6,15,4.7,3.34,14,3.1,1.4,223,69.9,49.7,106,23.6,2.12,20,6.3,4.46,14,3.1,0,0.0
609844,CARTER,2014,257,59,168,30,161,62.6,68,26.5,16.19,50,11.9,1.12,93,36.2,22.14,59,14,1.63,6,2.3,1.43,6,1.4,0,0.0
609845,"CARVER , G",2011,90,39,46,5,86,95.6,2,2.2,0.37,2,0.4,2.5,84,93.3,15.71,48,9,4.15,9,10,1.68,8,1.5,0,0.0
609845,"CARVER , G",2012,87,9,73,5,58,66.7,0,0,0,0,0,0,58,66.7,10.93,39,7.4,3.21,13,14.9,2.45,9,1.7,0,0.0
609845,"CARVER , G",2013,72,30,39,3,38,52.8,1,1.4,0.19,1,0.2,3,37,51.4,7.16,28,5.4,3.03,7,9.7,1.35,6,1.2,1,0.19
609845,"CARVER , G",2014,17,2,13,2,3,17.6,0,0,0,0,0,0,3,17.6,0.68,3,0.7,5.67,1,5.9,0.23,1,0.2,1,0.23
609760,CARVER MILITARY,2011,29,1,19,9,29,100,3,10.3,0.57,3,0.6,1,26,89.7,4.95,24,4.6,4.85,10,34.5,1.9,9,1.7,2,0.38
609760,CARVER MILITARY,2012,315,151,153,11,152,48.3,35,11.1,6.65,32,6.1,1.33,117,37.1,22.23,75,14.3,2.67,1,0.3,0.19,1,0.2,0,0.0
