School ID,School,Total,White No,White Pct,African American No,African American Pct,Native American No,Native American Pct,Asian Pacific Islander No,Asian Pacific Islander Pct,Hispanic No,Hispanic Pct,Year
400094,EPIC Acad HS,259,2.0575539568345325,0.008221993833504625,175.74820143884892,0.6783144912641316,2.0575539568345325,0.008221993833504625,0.0,0.0,79.13669064748201,0.3052415210688592,2010
400039,Erie Charter,301,7.093587884809712,0.0233969712024279,53.716150770717796,0.1790376926794483,0.0,0.0,1.0001351840023252,3.3796000581291206e-05,239.19012616047016,0.7975315401175425,2010
400042,Ford Power House Chrt HS,367,0.0,0.0,362.0,0.986,0.0,0.0,0.0,0.0,5.0,0.013999999999999999,2010
400041,Galapagos Charter,351,0.0,0.0,344.0,0.98,0.0,0.0,0.0,0.0,7.0,0.02,2010
400009,Globel Citizenship,198,30.05906735751295,0.15129533678756477,10.369948186528497,0.05284974093264248,1.0362694300518136,0.0051813471502590676,0.0,0.0,156.53471502590673,0.7906735751295336,2010
400104,Instituto Health Acad HS,178,3.034550872906224,0.017275436453111977,5.05690732008084,0.028453660040419725,1.0121944257316084,0.006097212865804227,1.0001141800162137,5.7090008106781153e-05,167.89623320126512,0.9481166006325573,2010
400044,KIPP Ascend Charter,430,1.0080726538849645,0.0020181634712411706,407.7941473259334,0.9485368314833501,0.0,0.0,0.0,0.0,21.197780020181636,0.04944500504540868,2010
400046,LEARN Chrt -  Butler,579,0.0,0.0,566.9578736208626,0.978936810431294,0.0,0.0,0.0,0.0,12.042126379137413,0.02106318956870612,2010
400048,LEARN Chrt - EXCEL,295,1.0,0.003,289.0,0.98,1.0,0.003,0.0,0.0,4.0,0.013999999999999999,2010
400047,LEARN Chrt - North Lawndale,328,0.0,0.0,318.94561933534743,0.972809667673716,0.0,0.0,0.0,0.0,9.054380664652568,0.02719033232628399,2010
400107,LEARN Chrt - South Shore,159,1.1696113074204948,0.00706713780918728,136.63604240282686,0.8598351001177857,1.1696113074204948,0.00706713780918728,0.0,0.0,20.024734982332156,0.12603062426383982,2010
400049,Legacy Charter,442,2.0303951367781155,0.005065856129685917,426.78723404255317,0.9645390070921985,3.0425531914893615,0.007092198581560283,0.0,0.0,10.13981762917933,0.023302938196555215,2010
400011,Locke A. Charter,581,2.0493827160493825,0.0030864197530864196,568.6707818930041,0.9794238683127572,1.0329218106995885,0.00205761316872428,0.0,0.0,9.246913580246913,0.015432098765432098,2010
400050,Namaste Charter,424,43.62720668645524,0.10453444774254023,23.335338228401813,0.05588970473363537,1.0124199343852522,0.0020699890642087173,8.001171691923137,0.00019528198718950164,348.02386345883457,0.8373105764724262,2010
400052,Nobel St Chrt HS - Comer,518,1.0351602895553258,0.002068252326783868,483.8748707342296,0.9338159255429161,1.0351602895553258,0.002068252326783868,0.0,0.0,32.054808686659776,0.06204756980351603,2010
400057,Nobel St ChrtHS - UIC College Prep,594,19.501994809621568,0.03346632064143781,144.71789905875974,0.24785993725064875,2.047062013402022,0.0031374675601347946,11.00290506255568,0.00019367083704535768,416.73013905566097,0.7153426037107332,2010
400106,Noble St Chrt - Englewood HS,178,0.0,0.0,172.9718309859155,0.971830985915493,0.0,0.0,0.0,0.0,5.028169014084507,0.028169014084507043,2010
400097,Noble St Chrt HS - Chgo Bulls College,522,4.0989612543939336,0.008246771199494452,175.05741143015126,0.33811761917927247,0.0,0.0,4.0009479047355745,7.899206129783957e-05,338.8426794107192,0.6535566175599352,2010
400056,Noble St Chrt HS - Clark,538,8.344108446298227,0.015641293013555786,354.49843587069864,0.6590198123044838,0.0,0.0,0.0,0.0,175.15745568300312,0.32533889468196037,2010
400053,Noble St Chrt HS - Golder,547,18.13427032213794,0.03356758053448529,67.49639331214632,0.12409832803658197,2.0162751905621747,0.004068797640543672,5.000371919345571,9.297983639267988e-05,454.352689255808,0.8381723139519964,2010
400054,Noble St Chrt HS - Prtizker,680,5.007056033204862,0.007056033204862139,24.03528016602431,0.0352801660243107,1.0010080047435517,0.0010080047435517344,4.00005929439668,5.929439667951378e-05,645.9565965016305,0.9565965016305958,2010
400055,Noble St Chrt HS - Rauner,588,15.18664062227493,0.026662946039275874,75.91884614043043,0.13126373434720431,3.0358924273605634,0.005127489622937668,8.000976664690084,0.00013952352715476647,485.85764414524397,0.8368063064634274,2010
400051,Noble St Chrt Hs -College Prep,596,13.133867405383146,0.022311234230524467,72.73627072960731,0.12271178826788455,4.042594174440092,0.007099029073348692,3.000306286009876,5.104766831267037e-05,503.0869614045596,0.8478269007599296,2010
400098,Noble St Chrt HS- Muchin,529,19.24889111460867,0.03784518529117184,203.1868208866033,0.39960063292737324,3.2203925496368244,0.006678562110206795,21.014581737688637,0.00044187083904959887,282.32931371146253,0.5554337488321984,2010
400059,North Lawndale Chrt - Collins,419,0.0,0.0,415.0,0.99,0.0,0.0,0.0,0.0,4.0,0.01,2010
400058,North Lawndale Chrt -Christiana,462,0.0,0.0,452.98094282848547,0.9809428284854563,0.0,0.0,0.0,0.0,9.019057171514543,0.01905717151454363,2010
400060,Passages Chrt,382,29.394872825977682,0.08704802117891493,236.30875640896753,0.7002245233068598,5.649019804966321,0.01664153346067491,45.05881170202071,0.0015079923595053787,65.58853925806775,0.1945779296940451,2010
400064,Perspectives Chrt  - Joslin,366,15.126775556181357,0.04225851872711912,232.95110673049845,0.6503689101661504,0.0,0.0,8.000675865953253,0.00022528865108420164,109.92144184736694,0.3071472824556463,2010
400062,Perspectives Chrt - Cal Tech HS,512,0.0,0.0,508.0,0.992,0.0,0.0,0.0,0.0,4.0,0.008,2010
400061,Perspectives Chrt - Calumet HS,488,0.0,0.0,487.0,0.998,0.0,0.0,0.0,0.0,1.0,0.002,2010
400067,Perspectives Chrt - Claumet MS,384,0.0,0.0,384.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
400066,Perspectives Chrt - ITT Math/Science,501,5.133742109564625,0.010287854581894199,476.3845193456842,0.9526553342834028,0.0,0.0,1.0002669503184922,2.0534639884020353e-05,18.48147159443265,0.037036276494819116,2010
400069,Polaris Charter Acad,288,0.0,0.0,266.92678034102306,0.9267803410230693,0.0,0.0,0.0,0.0,21.07321965897693,0.0732196589769308,2010
400071,Providence-Englewood Chrt,394,0.0,0.0,382.9495468942685,0.9747734471342534,0.0,0.0,1.0000511694784295,2.5584739214753182e-05,10.050401936253063,0.025200968126531886,2010
400096,Rowe,256,4.098259979529171,0.016376663254861826,48.12998976458547,0.18833162743091095,1.0245649948822928,0.004094165813715456,0.0,0.0,202.74718526100307,0.7911975435005119,2010
400072,Shabazz Charter,320,0.0,0.0,316.99097291875626,0.9909729187562687,0.0,0.0,0.0,0.0,3.0090270812437314,0.009027081243731194,2010
400073,Shabazz Chrt - DuSable,407,1.0,0.002002002002002002,402.0,0.9889889889889889,1.0,0.002002002002002002,0.0,0.0,3.0,0.007007007007007006,2010
400074,Shabazz Chrt - Sizmore,284,0.0,0.0,284.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
400075,U Of C Chrt - Donoghue,431,0.0,0.0,425.9759036144578,0.9879518072289156,0.0,0.0,0.0,0.0,5.024096385542169,0.012048192771084336,2010
400076,U Of C Chrt - North Kenwood,337,6.0728744939271255,0.01821862348178138,327.8906882591093,0.9726720647773279,0.0,0.0,0.0,0.0,3.0364372469635628,0.00910931174089069,2010
400077,U Of C Chrt - Woodlawn,537,2.0040239940951445,0.004023994095144605,527.9868845518342,0.9868845518342143,0.0,0.0,2.0000374673565657,3.746735656559222e-05,5.0090539867140755,0.009053986714075361,2010
400078,U of C Chrt - Woodson,402,1.004032156953214,0.0020160784766069697,396.98180514250464,0.9909025712523256,1.004032156953214,0.0020160784766069697,1.0000501512058857,2.507560294287276e-05,2.010080392383035,0.005040196191517425,2010
400101,UNO Charter - Gage Park,550,1.01417004048583,0.0020242914979757085,1.01417004048583,0.0020242914979757085,1.01417004048583,0.0020242914979757085,0.0,0.0,546.9574898785424,0.993927125506073,2010
400085,UNO Charter - Major Garcia,438,1.0,0.002,2.0,0.005,1.0,0.002,0.0,0.0,434.0,0.991,2010
400089,UNO Charter - Marquez,576,2.003006012024048,0.003006012024048096,7.012024048096192,0.012024048096192385,1.002004008016032,0.0020040080160320644,0.0,0.0,565.9829659318638,0.9829659318637274,2010
400082,UNO Chrt - Fuentes,557,7.013077762205429,0.013077762205429774,7.013077762205429,0.013077762205429774,0.0,0.0,3.0000541821386775,5.4182138677377874e-05,539.9737902934504,0.9737902934504631,2010
400081,UNO Chrt - Las Casas,286,3.0,0.01001001001001001,2.0,0.007007007007007006,1.0,0.0030030030030030025,0.0,0.0,280.0,0.97997997997998,2010
400083,UNO Chrt - Paz Interm,437,0.0,0.0,85.0,0.1953863015206266,1.0,0.002003962066878222,1.0,2.2928627767485373e-05,350.0,0.8025868077847277,2010
400080,UNO Chrt - PFC Torres,640,8.172448979591836,0.01326530612244898,9.185714285714285,0.014285714285714285,2.039795918367347,0.003061224489795918,0.0,0.0,620.6020408163265,0.9693877551020408,2010
400079,UNO Chrt - SPC Zizumbo,639,8.45633739512585,0.013828405912904514,4.2106172592888536,0.0063823411905713145,1.0702057530962845,0.0021274470635237715,6.003296044746304,9.988014382740711e-05,619.2595435477427,0.977561925689173,2010
400084,UNO Chrt - Tamayo,287,2.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.993,2010
400102,Urban Prep Acad - E Garfield HS,241,0.0,0.0,237.0,0.983,0.0,0.0,0.0,0.0,4.0,0.017,2010
400105,Urban Prep Acad - So Shore HS,136,0.0,0.0,133.9221991701245,0.9844398340248963,0.0,0.0,0.0,0.0,2.077800829875519,0.015560165975103733,2010
400086,Urban Prep Chtr HS,530,0.0,0.0,525.9018404907976,0.9918200408997956,0.0,0.0,0.0,0.0,4.098159509202454,0.0081799591002045,2010
400087,Yng Women Ldrshp Chrt,335,22.267206477732792,0.06680161943319837,264.1538461538462,0.7884615384615385,1.0121457489878543,0.003036437246963563,0.0,0.0,47.56680161943319,0.1417004048582996,2010
609686,Youth Connect Chrt,3524,52.347773304598704,0.015120578460813215,2476.1830511073263,0.7036109177098415,9.06955466091974,0.0030241156921626427,9.000592122539045,2.5744458219318754e-05,977.3990288046161,0.27821864367896315,2010
400018,Austin Bus & Entrp HS,383,0.0,0.0,381.0,0.995,0.0,0.0,0.0,0.0,2.0,0.005,2010
400091,Chicago Adv Tech Acad HS,199,5.102558816708325,0.025639704177081456,165.33931507202308,0.8348287680057722,0.0,0.0,1.000206148375293,5.153709382327931e-05,27.557919962893294,0.13947999072332312,2010
400022,Chicago Arts HS,300,44.72973460913522,0.15165192272973463,160.80754648853582,0.5448636938075465,1.0584943130528977,0.003249684058494313,5.003249684058494,0.00018053800324968408,88.40097490521755,0.3000541614009749,2010
400038,Community Service West HS,165,0.0,0.0,161.98189134808854,0.9818913480885312,0.0,0.0,0.0,0.0,3.0181086519114686,0.018108651911468814,2010
400040,Frazier Prep Acad,433,0.0,0.0,430.9918095247,0.9979523811749965,0.0,0.0,1.0000934985764842,2.3374644121043256e-05,1.0080969767235295,0.002024244180882346,2010
400095,Garfield Park Prep Acad,216,1.005045172984033,0.0050451729840329616,204.95252865938542,0.9525286593854231,0.0,0.0,1.000046714564667,4.671456466697186e-05,9.042379453065877,0.04237945306587688,2010
400043,Hope Inst Learning Acad,350,14.081128849998551,0.040564424999275636,274.58201257497177,0.791006287485875,1.0060846637498913,0.003042331874945673,3.000173847535711,8.692376785559066e-05,57.33060006374409,0.16530003187204823,2010
400045,Nkrumah Academy,152,0.0,0.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
400068,Plato Learning Acad,325,1.0,0.0030000000000000005,322.0,0.9910000000000001,0.0,0.0,0.0,0.0,2.0,0.006000000000000001,2010
609772,Addams,915,27.12084193148989,0.03021048287247214,11.048336772595956,0.012084193148988856,2.0080561287659924,0.0020140321914981427,3.0001320676846883,3.30169211721007e-05,871.8226330994635,0.9556582748658687,2010
609951,Ariel,524,0.0,0.0,513.0,0.9790000000000001,0.0,0.0,0.0,0.0,11.0,0.021,2010
609782,Audubon,537,288.15964514258394,0.5474184326452546,23.56795499170846,0.04479871404881324,2.152971218703265,0.004370606248664707,11.007833721628193,0.00022382061794837884,212.11159492537615,0.4031884264393192,2010
609796,Beaubien,1167,443.3934146833724,0.44364710442769323,26.674892439187698,0.026170194362307747,5.319027131273847,0.004984798926153857,168.1148169624122,0.001794015037690334,523.497848783754,0.5234038872461549,2010
610350,Black Magnet,477,1.0163095393281718,0.0020386924160214724,467.8611979561788,0.9826497445223497,1.0163095393281718,0.0020386924160214724,1.0001709595317418,2.136994146773032e-05,6.106012005633117,0.013251500704139569,2010
610087,Blair,114,18.0,0.16234047155526715,29.0,0.2609777200951763,3.0,0.026714254812892062,3.0,0.00027038719446247024,61.0,0.549697166342202,2010
609810,Bridge,936,521.6742277391475,0.5690722199498497,11.212231687147659,0.012484216891038749,2.0353719478579433,0.002080702815173125,20.003779054258327,0.00022229730931336804,381.0743895715886,0.416140563034625,2010
610317,Brighton Park,729,12.146778728717463,0.01630874763527354,6.073389364358731,0.00815437381763677,7.0917367054484135,0.010192967272045961,5.00062919551062,6.991061229112457e-05,698.6874660059648,0.9652740006627526,2010
609726,Brooks CPHS,765,10.039156626506024,0.013052208835341366,661.593373493976,0.8644578313253012,0.0,0.0,0.0,0.0,93.36746987951807,0.12248995983935743,2010
609817,Budlong,831,248.34291303314504,0.3671456516572515,37.08877676008702,0.054438838004351085,11.329165067003053,0.016458253350152652,156.0475328616611,0.002376643083054535,378.1916122781038,0.5595806139051902,2010
609829,Burroughs,471,20.08492880740326,0.04246440370162864,8.0343759458537,0.017187972926849687,0.0,0.0,3.0001287970994897,6.439854974465975e-05,439.88056644964354,0.940283224821777,2010
609837,Carnegie,704,2.074534161490683,0.0031055900621118015,694.6770186335405,0.9865424430641823,0.0,0.0,0.0,0.0,7.248447204968944,0.010351966873706004,2010
609842,Carson,1284,4.006012024048096,0.003006012024048096,72.11222444889779,0.056112224448897796,23.03607214428858,0.018036072144288578,0.0,0.0,1184.8456913827656,0.9228456913827655,2010
609849,Cassell,354,260.18473314386347,0.7406761634090633,57.13776088434781,0.16253726919254444,2.0432061095321954,0.006172301361742194,3.0006102557843533,8.717939776472025e-05,31.6336896064722,0.09052708663888552,2010
609753,Chicago Agr Sci HS,593,190.682938655011,0.3237254137882115,271.18101808869983,0.4600308511727217,4.245988719029858,0.007454203606965397,4.002370404423318,7.183043707025196e-05,122.88768413283603,0.20871770099503115,2010
609861,Clissold,581,183.59514298596017,0.31902859719203325,348.02720426089564,0.6054408521791301,1.0101926069390426,0.002038521387808519,6.000526296399606,0.00010525927992126605,42.366933849805534,0.07338676996110668,2010
610170,Columbia Explorers,1013,10.02004008016032,0.01002004008016032,2.004008016032064,0.002004008016032064,2.004008016032064,0.002004008016032064,0.0,0.0,998.9719438877755,0.9859719438877755,2010
609756,Curie HS,3457,121.36785685946101,0.03678568594610157,392.18765214625984,0.11876521462598509,19.052550979923,0.005255097992300225,158.00480361864496,0.0004803618644972146,2766.3871363957114,0.8387136395711158,2010
609879,Dawes,1105,16.07056258495334,0.014112516990667675,254.15420228245102,0.23084045649020699,12.055442031034765,0.011088406206953175,3.000136837592023,2.7367518404656127e-05,819.7196562639689,0.7439312527937675,2010
610402,DeVry Advantage HS,221,17.497066827646307,0.08284447127438427,107.04049968599233,0.5067499476653895,1.0322770667302796,0.005379511121713264,10.002921001514052,0.0004868335856754085,85.42723541811702,0.40453923635283745,2010
609874,Dirksen,741,539.6223554301833,0.7838504936530325,29.468998412520435,0.04263621932003942,2.0360768009631105,0.003279709178464571,53.0086013065724,0.0007819369611274055,116.8639680497607,0.16945164088733616,2010
609893,Dore,590,233.39600161906273,0.39975010119141896,16.44855076289531,0.028034422680956655,0.0,0.0,6.001689456734069,0.00010559104587930942,334.1537581613079,0.5721098850817451,2010
610316,Earhart,266,0.0,0.0,264.9541188738269,0.9958289885297184,0.0,0.0,0.0,0.0,1.045881126173097,0.004171011470281543,2010
609898,Eberhart,1781,37.126379137412236,0.02106318956870612,98.3309929789368,0.055165496489468405,4.012036108324975,0.0020060180541624875,0.0,0.0,1641.530591775326,0.921765295887663,2010
609912,Farnsworth,595,254.20920361137314,0.47763104702870235,13.327583883573642,0.025198760274895565,2.044670529578224,0.003436194582940304,63.0157660692629,0.0012127745586848133,262.4027759062121,0.49252122355477695,2010
609930,Funston,648,2.0120724346076457,0.003018108651911469,81.50301810865191,0.12575452716297789,3.0201207243460764,0.0050301810865191155,0.0,0.0,561.4647887323944,0.8661971830985916,2010
610009,Galileo Magnet,616,67.50291337063477,0.11560872081805904,130.92155122515916,0.2247347096276288,2.0421377580551803,0.0032413660042446457,33.00752459965271,0.0005788153579008296,382.5258730464982,0.6558363881921667,2010
609942,Goethe,787,75.53934628554781,0.09620914284673877,25.52403277805883,0.032752048628677026,13.278392413343756,0.01739952583398467,3.0006242448912706,3.901530570442784e-05,669.6576042781583,0.853600267384895,2010
609949,Gray,1282,158.76951908390777,0.1263942202791269,24.275580840936456,0.019684345781175498,9.101529783502905,0.007252127393064657,30.00339413138521,0.0002424379560864049,1059.8499761602677,0.8464268685905465,2010
609952,Greene N.,630,27.264035087719297,0.04400584795321637,5.049122807017544,0.008187134502923977,1.012280701754386,0.0020467836257309943,9.000877192982456,0.0001461988304093567,587.6736842105263,0.9456140350877192,2010
609956,Grimes,474,78.50249502066691,0.16749834022230314,4.0243633949414255,0.00812113164714197,1.0060908487353564,0.0020302829117854926,4.000256997836935,8.566594564495748e-05,386.4667937378194,0.8222645792731245,2010
609944,Grissom,312,74.23771313941826,0.23771313941825478,19.061183550651958,0.061183550651955874,4.013039117352056,0.01303911735205617,0.0,0.0,214.68806419257774,0.6880641925777332,2010
609959,Haines,704,0.0,0.0,47.347068145800314,0.8367670364500793,0.0,0.0,654.4935476567806,0.12338691419515509,2.1593841974190626,0.03984604935476568,2010
609960,Hale,877,243.0232740005425,0.27907077780791584,5.111216398535996,0.0061786888075553315,8.166824597803995,0.009268033211332998,7.0014795035913195,8.219464396215758e-05,613.6972054995263,0.7054003055292337,2010
609969,Harte,359,15.043067079876037,0.04306707987603719,313.89415461075964,0.8941546107596292,0.0,0.0,8.000228502877707,0.00022850287770811612,22.062549806486626,0.06254980648662543,2010
609979,Healy,1365,192.63831944341095,0.33264193764416994,11.832874469826624,0.020314011459185953,0.0,0.0,794.6055882134087,0.01477044422948136,365.9232178733537,0.6322736066671627,2010
609988,Henry,636,15.074971757887326,0.024990585962442084,24.1187052833216,0.039568427773866634,5.024990585962442,0.008330195320814028,23.00112968450695,0.00037656150231667185,568.7802026883217,0.9267342294405606,2010
610002,Hoyne,275,0.0,0.0,264.8165137614679,0.9633027522935781,0.0,0.0,0.0,0.0,10.18348623853211,0.03669724770642202,2010
610060,Jackson A. Magnet,550,146.38806649965838,0.35489258331435514,116.06035071737645,0.2811305954098029,2.1002049647005236,0.005566942483362434,139.06331131860625,0.0035172954781244473,146.38806649965838,0.35489258331435514,2010
610011,Jamieson,796,265.4134226064193,0.45653690425677274,55.397176534890576,0.09588706139562313,6.286230034016786,0.011449201360671419,218.09798704053966,0.003919481621586635,250.80518378413365,0.432207351365346,2010
609678,Jones CPHS,847,237.18663016547885,0.3167803505337534,215.33285412779495,0.28733979751017036,5.204906249044138,0.007065732725659927,99.03991680176185,0.0013764414400636222,290.2356926559202,0.38743767779035265,2010
610016,Kellogg,301,46.50593818097349,0.15537717865425812,236.88372890480105,0.7890941001655537,3.321852727212392,0.01109836990387558,1.0010692781634962,3.687166081021788e-05,13.287410908849568,0.04439347961550232,2010
609751,King CPHS,936,7.014225788801751,0.0071128944008754325,880.9082879549777,0.9541439774888617,0.0,0.0,12.00026054558245,0.00013027279122482477,36.077225710638075,0.03861285531903806,2010
609719,Lake View HS,1553,223.9107838830955,0.16171021572752584,174.27533106354645,0.1264072813081364,22.286978692699552,0.015943260705530718,173.022834750178,0.0012685972321114958,959.5040716104805,0.6946706450266955,2010
609720,Lane Tech HS,4165,1245.6380478987799,0.3356244202915785,409.7243560777226,0.11070944419340263,27.929959331224584,0.0069921754227412185,459.17080885675557,0.0012842771184626727,2022.5368278355174,0.5453896829738151,2010
610520,LaSalle II Magnet,486,144.3499714774672,0.3045428615879272,96.22946377638334,0.20267852512575846,2.0462065031374785,0.004200591194316238,12.002852253280091,0.0002592957527355702,231.3715059897319,0.4883187263392626,2010
609738,Lincoln Park HS,2228,616.1712774075827,0.31464096759478344,636.0261509799157,0.3253268872489459,11.47492976240722,0.005936622030090254,274.1168139631055,0.0014601745388193265,690.2108278869889,0.35263534858736106,2010
610391,Lindblom MSHS,872,18.17089143606386,0.021361429507982543,643.9567871999403,0.7445983999925343,2.0162753748632247,0.002034421857903099,7.000653254725015,8.165684062684457e-05,200.85539273440762,0.2319240918009533,2010
610046,Lyon,1353,72.43346903986871,0.05418362998358828,25.147215900332768,0.01840198754159602,16.09814393355518,0.012267991694397346,21.00126941525293,0.00015867690661637365,1218.3199017109905,0.9149877138738021,2010
610054,Marsh,866,9.091183276748382,0.010131475194264604,51.53798133281545,0.05977570364616116,3.0273549830245146,0.003039442558279381,2.000210584934754,2.339832608375197e-05,800.3432698224768,0.9270299802752112,2010
610066,McDade Classical,199,3.0,0.01514997716083845,193.0,0.9796985230675531,0.0,0.0,2.0,0.00010150738466223417,1.0,0.00504999238694615,2010
610073,Mitchell,328,38.478753790595555,0.11968844764888703,43.540661608344976,0.1351654020862431,5.061907817749424,0.015476954437356083,6.000754973387188,0.00018874334679702537,234.91792180992286,0.7294804524807167,2010
610082,Mt Greenwood,837,655.7377714972541,0.7943428633867436,20.271289153860415,0.024662650350946762,7.090429717953471,0.008220883450315589,11.001485553909033,0.0001350503553665942,142.8990240770229,0.17263855245662735,2010
610090,Murray Magnet,520,68.70545173062037,0.13915735928342363,392.6295255999115,0.7958420878027204,2.1886099745659626,0.004600243282096649,27.02448302554462,0.0005971469645029304,29.451929669357515,0.059803162667256445,2010
610095,Newberry Magnet,556,172.58857845610495,0.3287399091826438,179.83075018920283,0.34298530524722504,1.0372571897073664,0.002191599394550959,32.01072149344097,0.0006306760847628658,170.53269267154388,0.3254525100908174,2010
609691,North-Grand HS,875,11.026103818615752,0.013051909307875895,41.09437534422618,0.047187672113089774,0.0,0.0,2.0000458968239396,2.2948411969891687e-05,820.8794749403341,0.9397374701670644,2010
609749,Northside CPHS,1086,452.59405374499715,0.5720570484721428,63.897655803316184,0.08049043898100501,9.413950829045168,0.011498634140143574,297.14150943396226,0.003930817610062893,262.95283018867923,0.33202306079664573,2010
610101,Ogden,463,202.9366969301632,0.49802177906760026,109.59950477914748,0.2687345243483586,7.591709044436753,0.018490907638648524,56.04771160041535,0.0014909875129795788,86.82437764583722,0.213261801432413,2010
610529,Ogden HS,532,135.62851216132353,0.2657128040330876,206.14629294294676,0.40365732357366935,4.361821690598247,0.009045542264956175,22.018703188893706,0.0004675797223426594,163.84467001623776,0.3211167504059442,2010
610104,Onahan,642,422.7870358724506,0.6714814348980227,10.424988249935458,0.016999529997418297,5.212494124967729,0.008499764998709148,13.005378550670912,0.00021514202683648543,190.57010320197534,0.3028041280790134,2010
610105,Oriole Park,654,475.3392722403116,0.7846630729595062,5.151153226519112,0.0088913662658301,0.0,0.0,49.01415616991482,0.0008327158773426507,124.49541836325446,0.20561284489732104,2010
610117,Pasteur,1175,72.74460763307232,0.06205063608935983,8.085446777565675,0.007120564797139653,7.073240095056294,0.006103341254691131,8.000831093277235,6.925777310287809e-05,1079.0958744010284,0.9246562000857065,2010
609680,Payton CPHS,892,318.58652369563004,0.3997249733802056,229.0906036138712,0.28756333905859566,4.233868939649314,0.004772835503047231,96.06292437838098,0.001284170987366968,244.02607937246844,0.3066546810707846,2010
610126,Pershing E. Magnet,230,2.037763385934507,0.009440846483626744,215.8686490924017,0.9671622731004287,0.0,0.0,7.0012770227127605,0.00031925567819027635,5.092310498951018,0.023077624737754265,2010
610137,Prussing,666,343.320657931419,0.5482739959658243,9.259938667410092,0.015290509847652468,2.0557011430164485,0.0032765378244969576,40.011151379983275,0.0006559635284278194,271.35255087817114,0.43250299283359844,2010
610141,Ravenswood,472,158.5904155046261,0.34686397392768953,66.7835295299042,0.14650155420548375,0.0,0.0,15.006504384183163,0.000342336009640182,231.61955058128655,0.5062921358571866,2010
610142,Ray,640,126.87775458130363,0.22763473285393954,354.8963117606124,0.6383669682208305,6.434237995824635,0.011134307585247043,84.06332637439108,0.0016237531895151938,67.72836928786825,0.1212402381504678,2010
610250,Salazar Bilingual,438,15.069307345405806,0.0346536727029027,70.32615221367438,0.16307610683718918,1.0040769026709297,0.002038451335464865,6.000279239908968,0.00013961995448389484,345.6001842983399,0.8000921491699594,2010
610155,Sauganash,550,292.81156316916486,0.6359743040685225,10.379353093654908,0.022314887862053424,3.1053758593485856,0.006198579961681506,90.03448664487772,0.0020286261692775837,153.6692212329539,0.333483601938465,2010
610157,Sawyer,2004,22.211111111111112,0.011111111111111112,11.095959595959597,0.005050505050505051,1.0,0.0,0.0,0.0,1969.6929292929294,0.9838383838383838,2010
610158,Sayre,606,66.56595922053562,0.11156344437111397,259.9975580951058,0.4346764389176421,4.169450137205183,0.007367397269790544,8.003195665010942,0.0001389419569974643,267.26383688214247,0.4462537774844559,2010
610383,Sch Of Social Justice HS,368,1.0,0.0029970029970029966,47.0,0.12787212787212787,1.0,0.0029970029970029966,0.0,0.0,319.0,0.8661338661338661,2010
610167,Seward,872,8.128048780487806,0.009146341463414634,4.071138211382114,0.00508130081300813,0.0,0.0,0.0,0.0,859.80081300813,0.9857723577235772,2010
610081,Sheridan Magnet,536,183.9365431272484,0.4624362084832259,89.36317242533255,0.22421149502217017,3.1261189659499706,0.00840793106333138,140.05490253492846,0.003660168995231322,119.51926294654062,0.30128419643604115,2010
610174,Shields,1828,19.151665835141117,0.01011105567607452,18.151665835141117,0.01011105567607452,10.075832917570558,0.00505552783803726,3.000248904543448,1.6593636229881596e-05,1777.6205865076038,0.9747057671735837,2010
610177,Skinner Classical,728,129.87070439627115,0.22487726846489048,355.50388879695515,0.6143968227701472,3.1873977237207423,0.005354220677735488,151.0971739570118,0.0027763987717653116,88.34083512604114,0.1525952893154614,2010
610179,Smyser,1012,382.1401265979893,0.39251582474866575,12.100484051135659,0.012560506391957304,4.033494683711886,0.004186835463985768,38.003144263787185,0.00039303297339787345,575.7227504033759,0.5903438004219933,2010
610182,Solomon,373,173.55277576760054,0.6940969709500673,8.259129535821359,0.032391191977669806,0.0,0.0,124.04102139977256,0.005127674971570351,67.14707329680554,0.26838416210069266,2010
610184,Spry,811,6.0,0.007007007007007007,1.0,0.0010010010010010012,0.0,0.0,0.0,0.0,804.0,0.9919919919919921,2010
610357,Spry Comm Links HS,186,2.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.9890000000000001,2010
610191,Stone Magnet,635,222.33641876795403,0.45987650923979434,122.33705713373763,0.25300197012888387,7.445898499840409,0.015375810339324433,153.0976699648899,0.003367929823789031,129.78295563357804,0.26837778046820826,2010
610194,Sumner,443,0.0,0.0,440.9747219413549,0.9949443882709808,0.0,0.0,0.0,0.0,2.025278058645096,0.005055611729019211,2010
610195,Sutherland,776,338.2073685557119,0.4384461217005672,372.1194192145324,0.48187710545392526,1.021715491876679,0.0010340710417466208,4.001119355251375,5.330263101786705e-05,60.65037738262761,0.07858939917274317,2010
610249,Talman,376,3.0,0.008,7.0,0.019,0.0,0.0,0.0,0.0,366.0,0.973,2010
610206,Twain,1129,278.238547227379,0.24770944547580223,8.0353870636394,0.0070774127278800635,1.0050552948056286,0.0010110589611257235,7.000313437233298,6.268744665969941e-05,834.7206969769427,0.7441393953885324,2010
