School ID,School,Total,White No,White Pct,African American No,African American Pct,Native American No,Native American Pct,Asian Pacific Islander No,Asian Pacific Islander Pct,Hispanic No,Hispanic Pct,Year
609692,Simeon HS,1533,0.0,0.0,1527.9819277108436,0.996987951807229,0.0,0.0,0.0,0.0,5.018072289156626,0.0030120481927710845,2011
609750,Simpson HS,150,1.0070422535211268,0.00704225352112676,120.80482897384306,0.8048289738430583,0.0,0.0,0.0,0.0,28.188128772635814,0.18812877263581487,2011
610177,Skinner Classical,783,149.45149503029825,0.23842746420722105,369.6448700748545,0.5890560880413697,4.483867500891125,0.0070125724766829725,157.194041373282,0.0028121938156812944,102.2257260206741,0.16269168145904495,2011
610534,Skinner North,242,100.08307378031095,0.5416566838581138,51.220054726807305,0.2776944125695119,1.1586825214682923,0.006103173902626635,58.095078370301245,0.0036568603962019094,31.44311060111219,0.17088886927354577,2011
609978,Smith W.,364,1.0060301507537688,0.0030150753768844224,358.9718592964824,0.9859296482412061,0.0,0.0,0.0,0.0,4.022110552763819,0.01105527638190955,2011
610179,Smyser,1038,391.5628461251997,0.39071153129992914,10.04156505652127,0.010391264130317265,4.0166260226085075,0.004156505652126906,36.001441562653916,0.00036039066347921144,596.3775212330166,0.5943803082541476,2011
610180,Smyth J.,472,4.024388143504246,0.008129381168081847,451.8991405590672,0.9663801863557294,0.0,0.0,4.000258348977799,8.61163259330704e-05,12.076212948450769,0.02540431615025577,2011
610182,Solomon,362,159.02868816602216,0.669854240669128,12.470323190257048,0.05225813225078304,2.085513307319463,0.009501478591051462,126.04960716722952,0.0055119074699469806,62.36586816917181,0.26287424101909046,2011
610543,Solorio HS,582,11.01901901901902,0.019019019019019017,21.036036036036037,0.036036036036036036,1.002002002002002,0.002002002002002002,0.0,0.0,548.942942942943,0.9429429429429429,2011
610160,Songhai,352,0.0,0.0,344.9191102123357,0.9797775530839231,0.0,0.0,0.0,0.0,7.080889787664307,0.020222446916076844,2011
609990,South Loop,787,236.37400035105114,0.34292308592438847,376.3133362484949,0.5464958012434601,1.0472579517704987,0.001211742353089712,99.05944774110901,0.0015243010540772742,74.20595770757438,0.10784506942498435,2011
610530,South Shore,255,0.0,0.0,251.9263050153531,0.9877175025588536,0.0,0.0,0.0,0.0,3.0736949846468784,0.012282497441146366,2011
610547,South Shore Intl HS,323,1.0030180146509193,0.00301801465091942,312.97180071759607,0.9718007175960532,1.0030180146509193,0.00301801465091942,1.000031145662032,3.114566203219216e-05,7.0221321074400755,0.022132107440075748,2011
609745,Southside Occp HS,201,7.03535175879397,0.03535175879396985,155.77874874371858,0.778748743718593,1.0050502512562813,0.005050251256281408,1.0000502512562814,5.025125628140704e-05,36.18079899497487,0.1807989949748744,2011
610183,Spencer,809,1.0,0.0010010010010010012,798.0,0.9869869869869871,0.0,0.0,0.0,0.0,10.0,0.012012012012012012,2011
610184,Spry,803,4.01002004008016,0.00501002004008016,11.02805611222445,0.014028056112224446,0.0,0.0,0.0,0.0,787.9619238476954,0.9809619238476953,2011
610357,Spry Comm Links HS,195,2.0,0.01,1.0,0.005,0.0,0.0,0.0,0.0,192.0,0.985,2011
610339,Stagg,538,0.0,0.0,532.9728370221328,0.9909456740442656,1.0060362173038229,0.002012072434607646,0.0,0.0,4.021126760563381,0.00704225352112676,2011
609732,Steinmetz HS,1890,190.93116063782506,0.10346229309167379,284.38291183835406,0.15365687092822838,11.05531647353416,0.006146274837129135,38.001853638442945,0.0002059598269937453,1365.6287574118437,0.7365286013159749,2011
610185,Stevenson,1306,66.35224514268121,0.050791593070927385,78.98079110693392,0.06031501677172627,13.698384404725251,0.010581581889776539,5.002673753463726,4.0511416117061786e-05,1141.965905592196,0.8782712968514527,2011
610187,Stewart,279,7.107576219100755,0.026894054775188837,147.2375853572957,0.5593963393239278,1.0172121950561208,0.004303048764030214,16.00246769821593,0.0006169245539828263,107.63515853033148,0.4087896325828703,2011
610163,Stock,259,198.33722154122034,0.7965123078455746,5.383672125750967,0.021315118097275938,1.0807730791054668,0.00448739328363704,10.007796629257284,0.00043314606984913513,44.19053662466594,0.1772520347036631,2011
610189,Stockton,457,30.95466564084085,0.07343581852621943,224.89962894971345,0.530740688439495,4.13018167829648,0.010013975253575377,34.01076143219567,0.000827802476590233,163.00476229895355,0.38498171530412006,2011
610191,Stone Magnet,647,242.1893028702531,0.4905849354622147,120.02506990416558,0.24318393648986575,4.278326123843892,0.008434124964966441,155.11112969911335,0.0033675666397985538,125.39617140262409,0.25442943644315436,2011
610192,Stowe,886,8.054380664652568,0.00906344410876133,72.48942598187311,0.08157099697885196,6.042296072507553,0.007049345417925478,0.0,0.0,799.4138972809668,0.9023162134944612,2011
610405,Suder Montessori,350,54.49417933581769,0.16159350987699106,209.07410216667216,0.6198265343138871,0.0,0.0,13.01457639415625,0.0004287174751838538,73.4171421033539,0.2181512383339379,2011
610193,Sullivan,524,5.133333333333333,0.010256410256410256,376.3333333333333,0.717948717948718,1.0266666666666666,0.0020512820512820513,0.0,0.0,141.5066666666667,0.26974358974358975,2011
609733,Sullivan HS,827,32.98035137388405,0.04668339875638308,383.31174662173896,0.5386546010351895,4.125686073574878,0.005985051122613216,117.03556292771043,0.0016934727481154686,289.5466530030917,0.4069834763376987,2011
610553,Summers Elem,17,0.0,0.0,15.0,0.882,0.0,0.0,0.0,0.0,2.0,0.11800000000000001,2011
610554,Summers HS,65,0.0,0.0,62.0,0.9540000000000001,0.0,0.0,0.0,0.0,3.0,0.046,2011
610194,Sumner,426,0.0,0.0,418.8360655737705,0.983606557377049,1.0204918032786885,0.0020491803278688526,0.0,0.0,6.14344262295082,0.014344262295081966,2011
610195,Sutherland,758,331.4718053616034,0.43980488956198494,369.5739236473064,0.48985532493586703,1.0447259209724054,0.0010649028802953632,4.002360206911472,5.6195402654108874e-05,51.907184863206346,0.0692186872191986,2011
610196,Swift,705,125.27322917890285,0.20348710375727874,242.24832608951016,0.39277743283381716,10.34782097967814,0.016562903794197108,89.03136379654646,0.0014935141212599214,238.09925995536238,0.38567904549344695,2011
610506,TEAM HS,440,0.0,0.0,434.9889669007021,0.9889669007021064,0.0,0.0,0.0,0.0,5.011033099297894,0.011033099297893683,2011
609734,Taft HS,2921,1456.8600351386265,0.5357699065120488,70.36736368778536,0.02629545553433368,14.28486743495528,0.0054782199029861835,206.04017986415664,0.0007726896953202013,1173.4475538744762,0.43168372835531127,2011
610197,Talcott,579,41.80671742706166,0.07333794791469685,47.92033959988725,0.08366723635338655,2.034086651847676,0.003098786531606909,7.001373670483211,0.00012487913483735387,480.2374826507202,0.8397711500654723,2011
610249,Talman,370,4.078491335372069,0.011213047910295617,3.0570846075433233,0.008154943934760447,0.0,0.0,0.0,0.0,362.8644240570846,0.9806320081549439,2011
610279,Tanner,449,2.0080402010050253,0.004020100502512562,444.98391959798994,0.9919597989949748,0.0,0.0,0.0,0.0,2.0080402010050253,0.004020100502512562,2011
610396,Tarkington,1065,5.0864691638687365,0.005086421404043347,231.70088021358194,0.21769883609305524,10.155644494963727,0.009155558527278024,1.0001623834063262,9.551965078015675e-06,817.0568437441792,0.7680496320105454,2011
610198,Taylor,633,10.0,0.016,60.0,0.095,9.0,0.013999999999999999,0.0,0.0,554.0,0.875,2011
609921,Telpochcalli,284,3.044579533941236,0.01114488348530902,5.072948328267477,0.018237082066869303,2.0283687943262407,0.007092198581560284,0.0,0.0,273.854103343465,0.9635258358662615,2011
610504,Thomas,210,14.066666666666666,0.06666666666666667,8.068686868686868,0.03838383838383838,0.0,0.0,0.0,0.0,187.86464646464646,0.8949494949494949,2011
610200,Thorp J. N.,449,3.0,0.006999999999999998,361.0,0.8039999999999999,1.0,0.002,0.0,0.0,84.0,0.18699999999999997,2011
610201,Thorp O. A. Magnet,834,275.08694290518804,0.36355197670612927,110.9121937318722,0.1470679517419617,8.552975498549776,0.011765436139356935,79.05238017312402,0.0011144717685961604,360.3955076912659,0.47650016364395587,2011
610375,Tilden AA HS,128,1.0,0.007992007992007994,92.0,0.7182817182817184,1.0,0.007992007992007994,0.0,0.0,34.0,0.2657342657342658,2011
609735,Tilden HS,463,22.049571292190468,0.04957129219046939,331.7384057065872,0.7384057065872004,1.0020654705079362,0.002065470507936225,14.000312274158867,0.00031227415886724783,94.20964525655553,0.20964525655552682,2011
610065,Till,471,0.0,0.0,460.97895791583164,0.9789579158316634,0.0,0.0,0.0,0.0,10.021042084168336,0.021042084168336674,2011
610202,Tilton,319,0.0,0.0,314.9738430583501,0.9869215291750504,0.0,0.0,0.0,0.0,4.0261569416499,0.0130784708249497,2011
610203,Tonti,1004,8.056451046107444,0.008064435158206306,32.22580418442978,0.03225774063282522,5.035281903817152,0.005040271973878941,1.0000702826769265,1.004038241808554e-05,957.6823925829686,0.9546275118526715,2011
610205,Trumbull,430,56.73278800272665,0.14655760054533062,59.772245818258085,0.15444916365161765,6.078915631062871,0.015783126212574064,44.00576791987835,0.0011535839756698653,263.410282628074,0.6820565256148079,2011
609895,Turner-Drew Magnet,373,0.0,0.0,360.87831410714335,0.9695785267858356,1.0121577244738036,0.003039431118450895,1.000108648118622,2.716202965550398e-05,10.109419520264233,0.02735488006605806,2011
610206,Twain,1154,277.4484087805903,0.24140146343171234,10.054542590064068,0.009090431677344817,0.0,0.0,6.000315092952421,5.25154920701607e-05,860.4967335363932,0.7494555893988727,2011
400075,U Of C Chrt - Donoghue,475,2.0120724346076457,0.004024144869215292,467.95472837022135,0.9849094567404426,0.0,0.0,0.0,0.0,5.033199195171026,0.011066398390342052,2011
400076,U Of C Chrt - North Kenwood,330,6.091370558375634,0.018274111675126905,320.8629441624365,0.9725888324873097,0.0,0.0,0.0,0.0,3.045685279187817,0.009137055837563452,2011
400077,U Of C Chrt - Woodlawn,517,3.018199134436181,0.006066378145393601,506.9573593458794,0.9857864486264601,0.0,0.0,3.0001760071028643,5.866903428813928e-05,4.024265512581574,0.008088504193858136,2011
400078,U of C Chrt - Woodson,392,0.0,0.0,389.9899497487437,0.9949748743718593,0.0,0.0,0.0,0.0,2.0100502512562812,0.005025125628140704,2011
400112,UNO Charter - 51st Homan,566,3.0405679513184585,0.005070993914807302,1.0162271805273835,0.0020283975659229213,5.073022312373225,0.009127789046653146,0.0,0.0,556.870182555781,0.9837728194726167,2011
400101,UNO Charter - Gage Park,570,1.0080482897384306,0.002012072434607646,2.0160965794768613,0.004024144869215292,1.0080482897384306,0.002012072434607646,0.0,0.0,565.9678068410462,0.9919517102615695,2011
400085,UNO Charter - Major Garcia,591,3.010070150268452,0.005035075134226073,2.0060420901610714,0.0030210450805356432,3.010070150268452,0.005035075134226073,2.000068156685404,3.4078342702037715e-05,580.9737494526166,0.9868747263083102,2011
400089,UNO Charter - Marquez,576,1.035015447991761,0.002059732234809475,7.210092687950566,0.012358393408856848,1.035015447991761,0.002059732234809475,0.0,0.0,566.7198764160659,0.9835221421215242,2011
400114,UNO Charter - St Marks,237,2.024316109422492,0.008105369807497468,13.167173252279635,0.05572441742654508,1.012158054711246,0.004052684903748734,0.0,0.0,220.79635258358664,0.9321175278622087,2011
400082,UNO Chrt - Fuentes,547,5.045682735582053,0.00913654711641071,3.0253792975455855,0.00507585950911706,0.0,0.0,3.0002783835196953,5.5676703939126804e-05,535.9286595833527,0.9857319166705332,2011
400081,UNO Chrt - Las Casas,285,1.016210739614995,0.004052684903748734,1.016210739614995,0.004052684903748734,1.016210739614995,0.004052684903748734,0.0,0.0,281.951367781155,0.9878419452887538,2011
400080,UNO Chrt - PFC Torres,640,3.0715746421267895,0.005112474437627812,9.20040899795501,0.014314928425357873,2.042944785276074,0.003067484662576687,0.0,0.0,625.6850715746422,0.9775051124744376,2011
400083,UNO Chrt - Paz Interm,432,0.0,0.0,62.010330578512395,0.14359504132231404,0.0,0.0,0.0,0.0,369.9896694214876,0.856404958677686,2011
400079,UNO Chrt - SPC Zizumbo,640,7.524332650608528,0.011916651150193816,2.1429998138023256,0.0032499957682346767,2.1429998138023256,0.0032499957682346767,5.003723953484435,8.463530646444471e-05,623.1859437683024,0.9814987220068724,2011
400084,UNO Chrt - Tamayo,288,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.99,2011
610394,Uplift Community HS,471,7.111296649285591,0.01589952132651293,389.032278391279,0.8617540558970008,1.0148395532380787,0.002119936176868391,20.003150648245878,0.0004500926065537984,53.83843475795145,0.11977639399306408,2011
400102,Urban Prep Acad - E Garfield HS,373,0.0,0.0,367.960685483871,0.9868951612903226,0.0,0.0,0.0,0.0,5.039314516129032,0.01310483870967742,2011
400105,Urban Prep Acad - So Shore HS,268,0.0,0.0,262.94236602628916,0.9807886754297269,0.0,0.0,0.0,0.0,5.05763397371082,0.019211324570273,2011
400086,Urban Prep Chtr HS,482,0.0,0.0,479.81599123767796,0.9956188389923329,0.0,0.0,0.0,0.0,2.1840087623220152,0.004381161007667032,2011
610518,VOISE HS,411,0.0,0.0,400.90303030303033,0.9757575757575757,0.0,0.0,0.0,0.0,10.096969696969696,0.024242424242424242,2011
610207,Vanderpoel Magnet,317,1.0,0.0030030030030030025,313.0,0.9879879879879879,0.0,0.0,0.0,0.0,3.0,0.009009009009009009,2011
609766,Vaughn Occp HS,202,31.0,0.15704427890527342,73.0,0.37054238356080854,0.0,0.0,5.0,0.0002540676226384414,93.0,0.47215926991127954,2011
609871,Vick EC Ctr,204,138.12279676397304,0.6871327939955089,36.079331877326275,0.17988864622104644,0.0,0.0,3.000922821372543,0.000153803562090498,26.796948537328124,0.13282475622135406,2011
610209,Volta,1016,82.21388083945163,0.10694041972581378,37.09505815086739,0.047529075433695014,6.015843025144565,0.007921512572282503,247.00641933597558,0.0032096679877850693,643.6687986485608,0.8343993242804236,2011
610210,Von Humboldt,392,2.067425601617368,0.005186584739797512,186.18967022847434,0.4761284791134115,2.067425601617368,0.005186584739797512,1.0003440081715174,2.646216703978322e-05,200.6751345601194,0.5134718892399536,2011
609737,Von Steuben HS,1635,364.3324158771933,0.2528419267997687,264.3143197642043,0.1832524056622177,20.403619222597797,0.013917904227510203,196.04032077860813,0.0013903716761427115,789.9093243573965,0.5485973916343605,2011
610366,Wacker,243,0.0,0.0,241.0,0.992,0.0,0.0,0.0,0.0,2.0,0.008,2011
610213,Wadsworth,277,1.0,0.003996003996003997,273.0,0.985014985014985,0.0,0.0,0.0,0.0,3.0,0.01098901098901099,2011
610216,Walsh,499,15.061091069358973,0.030545534679486137,27.10996392484615,0.05498196242307505,1.004072737957265,0.0020363689786324093,7.000285662982974,0.00014283149148724313,448.82458660485463,0.9122933024273192,2011
610217,Ward J.,486,14.999923595799952,0.07691719967691937,106.03394529459277,0.5410727149686743,4.275840991944814,0.021218537841908795,293.2078739985592,0.01599030758147962,67.48241611910323,0.3448012399310179,2011
610133,Ward L.,428,2.00501002004008,0.00501002004008016,410.95991983967934,0.9599198396793587,0.0,0.0,0.0,0.0,15.035070140280562,0.03507014028056112,2011
610218,Warren,329,1.0152439024390243,0.003048780487804878,320.8780487804878,0.9756097560975611,1.0152439024390243,0.003048780487804878,0.0,0.0,6.091463414634147,0.01829268292682927,2011
610219,Washington G.,812,77.86710746856976,0.09634527428552872,21.237313622976988,0.026368180330776283,12.136911705563646,0.01521241172929401,3.0003372209496644,3.74689944071281e-05,697.7583299819399,0.8620366646599938,2011
609739,Washington G. HS,1525,99.92102818004435,0.06578772714602386,114.04855515881971,0.07489679705855025,12.113357314466995,0.008096951033356784,4.0003716633261215,2.6547380437235356e-05,1294.9166876833428,0.8511919773816319,2011
610124,Washington H.,549,0.0,0.0,542.0,0.987,0.0,0.0,0.0,0.0,7.0,0.013000000000000001,2011
610220,Waters,581,249.03325432023246,0.4453681755620125,17.119528979966354,0.031098027221287655,2.119949533567824,0.003331931487995106,22.01513992965285,0.0004205536014681144,290.7121272365805,0.5197813121272365,2011
610221,Webster,369,0.0,0.0,369.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
609740,Wells HS,630,14.201216266352652,0.022357362928072524,291.170664429855,0.46340715887277595,4.0548771635507235,0.0060974626167470515,1.000145177681351,1.6130853483457807e-05,319.57309696256027,0.508121884728921,2011
610110,Wells Prep,215,0.0,0.0,212.76819708846585,0.9899216125419932,0.0,0.0,0.0,0.0,2.2318029115341544,0.010078387458006717,2011
610223,Wentworth,363,0.0,0.0,351.9376884422111,0.9688442211055276,6.034170854271356,0.01708542713567839,0.0,0.0,5.028140703517588,0.014070351758793967,2011
610100,West Park,684,3.004011977277193,0.004011977277193024,209.30691626170525,0.3069162617052663,3.004011977277193,0.004011977277193024,1.0000146636596388,1.466365963886339e-05,467.6850451200807,0.6850451200807088,2011
610224,West Pullman,340,0.0,0.0,337.0,0.991,0.0,0.0,0.0,0.0,3.0,0.009000000000000001,2011
610300,Westcott,412,0.0,0.0,408.9859296482412,0.9929648241206029,0.0,0.0,0.0,0.0,3.014070351758794,0.007035175879396984,2011
609693,Westinghouse HS,828,10.12587348802327,0.012587348802326936,571.1433204453206,0.7143320445320536,2.020978914670545,0.0020978914670544894,28.003547159485358,0.0003547159485357832,216.7062799925003,0.27062799925002917,2011
610225,Whistler,376,0.0,0.0,375.0,0.997,1.0,0.003,0.0,0.0,0.0,0.0,2011
610315,White,138,0.0,0.0,136.9636929460581,0.9927385892116183,0.0,0.0,0.0,0.0,1.0363070539419088,0.007261410788381742,2011
610227,Whitney,1126,5.028197381671702,0.004028197381671702,5.028197381671702,0.004028197381671702,1.0070493454179255,0.0010070493454179255,0.0,0.0,1114.9365558912386,0.9909365558912386,2011
610228,Whittier,406,1.010182788579225,0.0020365577158450213,0.0,0.0,0.0,0.0,2.0002508076004735,5.016152009470495e-05,402.98956640382033,0.9979132807640603,2011
610230,Wildwood Magnet,412,237.61129363449692,0.6450718685831622,21.036344969199178,0.057574720511065484,1.042299794661191,0.002349988592288387,44.02258726899384,0.0012548482774355464,108.28747433264887,0.29374857403604837,2011
610232,Williams,266,1.0040160642570282,0.004016064257028112,260.9809236947791,0.9809236947791165,0.0,0.0,0.0,0.0,4.015060240963855,0.01506024096385542,2011
610336,Williams Middle,125,0.0,0.0,122.96747967479675,0.983739837398374,0.0,0.0,0.0,0.0,2.032520325203252,0.016260162601626018,2011
610380,Williams Prep Med HS,324,0.0,0.0,305.9005903542125,0.9502951771062637,0.0,0.0,2.0001250750450272,6.25375225135081e-05,16.099284570742444,0.049642285371222734,2011
609977,Woodlawn,236,0.0,0.0,233.99195979899497,0.9919597989949749,0.0,0.0,0.0,0.0,2.0080402010050253,0.008040201005025126,2011
610285,Woods,401,1.0020099998746883,0.0020099998746882872,396.992939938096,0.9929399380960138,0.0,0.0,1.0000250623425773,2.5062342577160685e-05,2.0050249996867207,0.005024999686720717,2011
610345,Woodson South,329,0.0,0.0,320.0,0.973,0.0,0.0,0.0,0.0,9.0,0.027000000000000003,2011
610392,World Language HS,379,2.0151209677419355,0.005040322580645162,25.199596774193548,0.06653225806451614,2.0151209677419355,0.005040322580645162,0.0,0.0,349.77016129032256,0.9233870967741936,2011
610542,Wst Ridge,648,194.11791076771084,0.44541582395869256,46.75041242205922,0.1072017745798887,5.0845535123447005,0.012079073192100139,214.03490442060527,0.004986345800751214,188.01221887727996,0.43031698246856737,2011
610233,Yale,182,1.0,0.005,181.0,0.995,0.0,0.0,0.0,0.0,0.0,0.0,2011
610234,Yates,684,14.100906684920352,0.020181336984070316,89.65589345198228,0.13117869039645705,4.030272005476105,0.006054401095221094,1.0000737621965794,1.4752439315840872e-05,575.2128540954246,0.8425708190849357,2011
400087,Yng Women Ldrshp Chrt,324,17.991525423728813,0.05508474576271186,268.9491525423729,0.8305084745762712,1.0572033898305084,0.003177966101694915,0.0,0.0,36.00211864406779,0.11122881355932203,2011
609748,York Alt HS,338,12.036072144288577,0.03607214428857716,269.7975951903808,0.7975951903807617,2.006012024048096,0.006012024048096193,0.0,0.0,54.16032064128257,0.16032064128256515,2011
610235,Young,1105,0.0,0.0,981.9166773525801,0.891667735258019,3.0303632599974355,0.0030363259997435383,4.000366374177948,3.6637417794793826e-05,116.05259301324442,0.10525930132444267,2011
609755,Young Magnet HS,2165,675.2810014519761,0.37671430167006636,597.3433188527625,0.33344306431607224,10.579070970472568,0.00636341725794031,377.20167182990133,0.0022161739549593504,504.5949368948875,0.2812630428009617,2011
609686,Youth Connect Chrt,4030,62.40948811163547,0.01516622635686921,2861.245941246867,0.7128126387728528,8.054598414884728,0.002022163514249228,16.001083839501433,4.0142203756808493e-05,1082.2888883871112,0.26995882915227193,2011
609973,Zapata,976,0.0,0.0,3.0,0.003,0.0,0.0,0.0,0.0,973.0,0.997,2011
610156,Armstrong L.,98,0.0,0.0,95.0,0.9690000000000001,0.0,0.0,0.0,0.0,3.0,0.031,2012
609830,Brunson,622,2.046153846153846,0.003076923076923077,592.2923076923076,0.9528205128205128,0.0,0.0,0.0,0.0,27.661538461538463,0.0441025641025641,2012
609851,Chalmers,364,0.0,0.0,361.0,0.992,0.0,0.0,0.0,0.0,3.0,0.008,2012
609795,Clark G. R.,278,5.01812623159847,0.018126231598469923,174.63039005448013,0.6303900544801206,3.0110771415323985,0.011077141532398286,1.0000362234844093,3.622348440941232e-05,94.3403703489046,0.3403703489046018,2012
609873,Crown,279,0.0,0.0,266.0,0.953,0.0,0.0,0.0,0.0,13.0,0.047,2012
610367,DePriest,549,2.016193436348955,0.004048359087238819,519.8054575420045,0.9513643855011226,1.0080967181744775,0.0020241795436194096,3.000221221808046,5.530545201145928e-05,23.170031081664032,0.042507770416007604,2012
610254,Dvorak,534,0.0,0.0,527.9779116465863,0.9889558232931728,0.0,0.0,0.0,0.0,6.022088353413655,0.011044176706827311,2012
609904,Ellington,337,2.006012024048096,0.006012024048096192,319.94889779559117,0.9488977955911824,1.003006012024048,0.003006012024048096,0.0,0.0,14.042084168336673,0.04208416833667335,2012
609906,Emmet,458,0.0,0.0,455.99592791620125,0.9979639581006324,0.0,0.0,1.0000439749870274,2.1987493513689416e-05,1.004028108811708,0.0020140544058539506,2012
610503,Frazier International,224,1.0,0.004004004004004004,220.0,0.9829829829829829,0.0,0.0,0.0,0.0,3.0,0.013013013013013013,2012
609975,Hay,582,2.018200202224469,0.0030333670374115265,540.5753286147624,0.9292214357937311,0.0,0.0,0.0,0.0,39.406471183013146,0.06774519716885744,2012
610240,Henson,252,0.0,0.0,252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
609991,Herzl,502,2.0161290322580645,0.004032258064516129,486.87903225806457,0.969758064516129,0.0,0.0,0.0,0.0,13.104838709677418,0.02620967741935484,2012
610005,Hughes C.,286,0.0,0.0,281.99285916089843,0.9928591608984318,0.0,0.0,2.0000706314451193,7.063144511936714e-05,2.0070702076564486,0.00707020765644865,2012
610020,Key,306,1.0030120481927711,0.003012048192771084,292.9578313253012,0.9578313253012047,3.0100401606425704,0.010040160642570281,0.0,0.0,9.029116465863455,0.029116465863453813,2012
610034,Lawndale,478,0.0,0.0,472.9899699097292,0.9899699097291875,0.0,0.0,0.0,0.0,5.010030090270813,0.010030090270812437,2012
610305,Leland,170,0.0,0.0,167.0,0.982,0.0,0.0,0.0,0.0,3.0,0.018000000000000002,2012
610036,Lewis,569,7.048338368580061,0.012084592145015104,469.2990936555891,0.824773413897281,0.0,0.0,0.0,0.0,92.65256797583082,0.1631419939577039,2012
610043,Lovett,488,0.0,0.0,429.76807211494764,0.8840360574738286,0.0,0.0,2.000082624825455,4.131241272752812e-05,56.23184526022689,0.11592263011344389,2012
610056,Mason,485,0.0,0.0,482.99599198396794,0.9959919839679359,0.0,0.0,0.0,0.0,2.004008016032064,0.004008016032064128,2012
610058,May,463,0.0,0.0,460.99599198396794,0.9959919839679359,1.002004008016032,0.002004008016032064,0.0,0.0,1.002004008016032,0.002004008016032064,2012
610282,McNair,395,1.0151668351870575,0.0030333670374115265,359.54499494438824,0.9089989888776542,1.0151668351870575,0.0030333670374115265,0.0,0.0,33.424671385237616,0.08493427704752275,2012
610092,Nash,392,1.003006012024048,0.003006012024048096,377.9639278557114,0.9639278557114229,0.0,0.0,0.0,0.0,13.03306613226453,0.033066132264529056,2012
610123,Penn,370,0.0,0.0,307.0,0.83,0.0,0.0,0.0,0.0,63.0,0.17,2012
610131,Plamondon,178,1.0060301507537688,0.006030150753768844,37.209045226130655,0.20904522613065327,1.0060301507537688,0.006030150753768844,0.0,0.0,138.7788944723618,0.7788944723618091,2012
610134,Pope,184,0.0,0.0,165.0,0.897,1.0,0.005,0.0,0.0,18.0,0.098,2012
610158,Sayre,592,65.46245485418575,0.11169209207050833,244.92649812229348,0.41698381039656446,1.0659515210321098,0.002127468420390635,5.00278511490845,8.984241640163154e-05,275.5423103875802,0.469106786696135,2012
610183,Spencer,838,1.0050301810865192,0.001006036217303823,831.9647887323944,0.9929577464788734,0.0,0.0,0.0,0.0,5.030181086519114,0.006036217303822938,2012
610235,Young,1121,0.0,0.0,997.3526781780153,0.892113029669209,3.0181446717898823,0.0030241119649803694,3.0001618614789463,2.697691315771962e-05,117.62901528871592,0.10483588145265282,2012
609951,Ariel,559,0.0,0.0,544.9497991967871,0.9748995983935743,0.0,0.0,0.0,0.0,14.050200803212851,0.025100401606425703,2012
609781,Attucks,275,0.0,0.0,273.99598796389165,0.995987963891675,0.0,0.0,0.0,0.0,1.004012036108325,0.004012036108324975,2012
610246,Beasley Magnet,1455,2.0121454110379946,0.001012117586499534,1418.7446124737407,0.9787177061450494,5.036436233113983,0.003036352759498602,4.000333894461526,2.782453846046829e-05,25.206471987645905,0.017205998970492076,2012
610237,Beethoven,389,2.0565843621399176,0.0051440329218107,381.7962962962963,0.9814814814814815,0.0,0.0,0.0,0.0,5.147119341563785,0.013374485596707819,2012
609819,Burke,272,0.0,0.0,269.96432212028543,0.9928644240570845,0.0,0.0,0.0,0.0,2.035677879714577,0.0071355759429153915,2012
610018,Canter Middle,228,3.0266084942500875,0.013304247125043765,211.8851094772562,0.9425547386281005,1.0081872290000269,0.004093614500013466,3.000269316743422,0.00013465837171096928,9.079825482750262,0.039912741375131296,2012
609837,Carnegie,692,5.204379562043796,0.0072992700729927005,674.2992700729926,0.9749739311783109,1.0291970802919708,0.001042752867570386,0.0,0.0,11.467153284671532,0.016684045881126177,2012
609844,Carter,346,0.0,0.0,338.0,0.977,0.0,0.0,0.0,0.0,8.0,0.023,2012
609891,Doolittle,295,0.0,0.0,291.9899598393574,0.9899598393574297,0.0,0.0,0.0,0.0,3.0100401606425704,0.010040160642570281,2012
609894,Drake,242,3.049629572662719,0.012407393165679714,229.86283507224826,0.9657087680620712,0.0,0.0,4.0006836029292385,0.00017090073230963793,5.086851752159759,0.0217129380399395,2012
610266,Dumas,331,0.0,0.0,331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
609919,Fiske,220,0.0,0.0,217.99490895748292,0.9949089574829152,0.0,0.0,1.0000458652479016,4.586524790166491e-05,1.005045177269183,0.005045177269183141,2012
609928,Fuller,270,0.0,0.0,268.97125256673513,0.9958932238193018,0.0,0.0,0.0,0.0,1.028747433264887,0.004106776180698152,2012
609969,Harte,328,11.307156640657773,0.034398858964678244,294.55250720138713,0.9092765052996615,0.0,0.0,4.005313644880723,0.00013983276001901726,18.135022513074365,0.056184802975641136,2012
610030,Kozminski,370,3.0160965794768613,0.008048289738430584,360.9517102615694,0.9758551307847083,0.0,0.0,0.0,0.0,6.0321931589537225,0.01609657947686117,2012
610061,Mayo,408,0.0,0.0,403.73375931842384,0.9893503727369543,0.0,0.0,0.0,0.0,4.266240681576145,0.010649627263045794,2012
610276,Mollison,237,0.0,0.0,234.98385469223007,0.9919273461150353,0.0,0.0,0.0,0.0,2.0161453077699294,0.008072653884964682,2012
