,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,Job Title_Cntrl Office Security Officer,Job Title_K-8 Counseling Specialist
263,2010,45231,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610513,AIR FORCE HS,Air Force Acad HS,212,3,0.014150943396227,12,0.056603773584906,177,0.834905660377359,0,0
264,2011,45231,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,610513,AIR FORCE HS,Air Force Academy High School,302,3,0.0099,22,0.0728,263,0.8709,0,0
265,2012,45231,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,1,610513,AIR FORCE HS,Air Force Academy High School,393,5,0.0127,35,0.0891,339,0.8626,0,0
266,2013,45231,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,2,610513,AIR FORCE HS,Air Force Academy High School,369,7,0.018970189701897,34,0.092140921409214,327,0.886178861788618,0,0
267,2014,45231,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,2,2,2,610513,AIR FORCE HS,Air Force Academy High School,373,9,0.0241,39,0.1046,327,0.8767,0,0
268,2010,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,3,609694,HANCOCK HS,Hancock HS,984,92,0.09349593495935,128,0.130081300813008,919,0.933943089430894,0,0
269,2011,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,6,6,609694,HANCOCK HS,John Hancock College Preparatory High School,966,81,0.0839,100,0.1035,920,0.9524,0,0
270,2012,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,6,6,609694,HANCOCK HS,John Hancock College Preparatory High School,963,96,0.0997,106,0.1101,933,0.9688,0,0
271,2013,46021,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,3,3,609694,HANCOCK HS,John Hancock College Preparatory High School,928,86,0.092672413793104,108,0.116379310344828,893,0.962284482758621,0,0
272,2014,46021,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,3,3,609694,HANCOCK HS,John Hancock College Preparatory High School,920,90,0.0978,91,0.0989,891,0.9685,0,0
273,2010,46061,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,2,609749,NORTHSIDE PREP HS,Northside Lrn Ctr HS,311,95,0.305466237942122,311,1,252,0.810289389067524,0,0
274,2011,46061,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,1,3,3,609749,NORTHSIDE PREP HS,Northside College Preparatory High School,1053,6,0.0057,62,0.0589,386,0.3666,0,0
275,2012,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,5,7,7,609749,NORTHSIDE PREP HS,Northside College Preparatory High School,1070,7,0.0065,65,0.0607,399,0.3729,0,0
276,2013,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,4,6,6,609749,NORTHSIDE PREP HS,Northside College Preparatory High School,1069,6,0.005612722170253,65,0.060804490177736,399,0.373246024321796,0,0
277,2014,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,4,6,5,609749,NORTHSIDE PREP HS,Northside College Preparatory High School,1050,6,0.0057,65,0.0619,432,0.4114,0,0
278,2010,46121,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,0,1,1,609707,ROBESON HS,Robeson HS,776,0,0,199,0.256443298969072,752,0.969072164948454,0,0
279,2011,46121,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,609707,ROBESON HS,Paul Robeson High School,734,0,0,161,0.2193,722,0.9837,0,0
280,2012,46121,0,0,0,5,2,0,7,7,0,0,0,1,0,0,0,2,3,3,609707,ROBESON HS,Paul Robeson High School,591,0,0,141,0.2386,578,0.978,0,0
281,2013,46121,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609707,ROBESON HS,Paul Robeson High School,372,0,0,93,0.25,370,0.994623655913978,0,0
282,2014,46121,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,1,1,1,609707,ROBESON HS,Paul Robeson High School,295,0,0,79,0.2678,295,1,0,0
283,2010,46141,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609709,GAGE PARK HS,Gage Park HS,1252,100,0.079872204472844,235,0.187699680511182,1136,0.907348242811502,0,0
284,2011,46141,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,5,5,5,609709,GAGE PARK HS,Gage Park High School,1052,94,0.0894,206,0.1958,1026,0.9753,0,0
285,2012,46141,0,0,0,4,6,0,10,10,0,0,0,0,0,0,0,3,3,3,609709,GAGE PARK HS,Gage Park High School,835,92,0.1102,158,0.1892,813,0.9737,0,0
286,2013,46141,0,0,0,6,3,0,9,8,0,0,0,0,0,0,0,0,0,0,609709,GAGE PARK HS,Gage Park High School,613,76,0.123980424143556,122,0.199021207177814,602,0.98205546492659,0,0
287,2014,46141,0,0,0,7,3,0,10,9,0,0,0,0,0,0,0,1,1,1,609709,GAGE PARK HS,Gage Park High School,465,82,0.1763,87,0.1871,458,0.9849,0,0
288,2010,46151,0,0,0,12,0,0,12,11,0,0,0,1,0,0,0,0,1,1,609711,HARPER HS,Harper HS,669,1,0.001494768310912,156,0.233183856502242,485,0.724962630792227,0,0
289,2011,46151,0,0,0,12,0,0,12,12,0,0,0,1,0,0,0,2,3,3,609711,HARPER HS,William Rainey Harper High School,622,1,0.0016,148,0.2379,605,0.9727,0,0
290,2012,46151,0,0,0,12,2,0,14,14,0,0,0,1,0,0,0,2,3,2,609711,HARPER HS,William Rainey Harper High School,518,1,0.0019,115,0.222,514,0.9923,0,0
291,2013,46151,0,0,0,9,2,0,11,11,0,0,0,2,0,0,0,1,3,3,609711,HARPER HS,William Rainey Harper High School,482,1,0.002074688796681,115,0.238589211618257,473,0.981327800829876,0,0
292,2014,46151,0,0,0,9,2,0,11,11,0,0,0,2,0,0,0,2,4,3,609711,HARPER HS,William Rainey Harper High School,349,1,0.0029,89,0.255,344,0.9857,0,0
293,2010,46171,0,0,0,13,0,0,13,13,0,0,0,2,0,0,0,0,2,2,609713,HYDE PARK HS,Hyde Park HS,1591,2,0.001257071024513,184,0.115650534255185,1358,0.853551225644249,0,0
294,2011,46171,0,0,0,13,0,0,13,13,0,0,0,0,0,0,0,3,3,3,609713,HYDE PARK HS,Hyde Park Academy High School,1513,1,0.0007,213,0.1408,1442,0.9531,0,0
295,2012,46171,0,0,0,11,1,0,12,11,0,0,0,0,0,0,0,4,4,4,609713,HYDE PARK HS,Hyde Park Academy High School,1249,3,0.0024,182,0.1457,1217,0.9744,0,0
296,2013,46171,0,0,0,7,1,0,8,7,0,0,0,0,0,0,0,3,3,3,609713,HYDE PARK HS,Hyde Park Academy High School,1001,2,0.001998001998002,159,0.158841158841159,955,0.954045954045954,0,0
297,2014,46171,0,0,0,6,2,0,8,7,0,0,0,0,0,0,0,3,3,2,609713,HYDE PARK HS,Hyde Park Academy High School,946,3,0.0032,160,0.1691,922,0.9746,0,0
298,2010,46181,0,0,0,12,0,0,12,12,0,0,0,4,0,0,0,0,4,4,609715,KELLY HS,Kelly HS,3062,399,0.130306988896146,354,0.115610711952972,2807,0.916721097322012,0,0
299,2011,46181,0,0,0,12,0,0,12,12,0,0,0,4,0,0,0,9,13,13,609715,KELLY HS,Thomas Kelly High School,2893,393,0.1358,345,0.1193,2803,0.9689,0,0
300,2012,46181,0,0,0,11,3,0,14,13,0,0,0,3,0,0,0,8,11,10,609715,KELLY HS,Thomas Kelly High School,2691,406,0.1509,331,0.123,2599,0.9658,0,0
301,2013,46181,0,0,0,6,3,0,9,9,0,0,0,3,0,0,0,6,9,9,609715,KELLY HS,Thomas Kelly High School,2537,478,0.188411509657075,292,0.115096570752858,2364,0.931809223492314,0,0
302,2014,46181,0,0,0,6,3,0,9,9,0,0,0,3,0,0,0,8,11,11,609715,KELLY HS,Thomas Kelly High School,2290,471,0.2057,320,0.1397,2205,0.9629,0,0
303,2010,46191,0,0,0,11,0,0,11,11,0,0,0,1,0,0,0,0,1,1,609716,KELVYN PARK HS,Kelvyn Park HS,1382,204,0.147612156295224,214,0.154848046309696,844,0.610709117221418,0,0
304,2011,46191,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,4,5,5,609716,KELVYN PARK HS,Kelvyn Park High School,1250,174,0.1392,189,0.1512,1216,0.9728,0,0
305,2012,46191,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,5,6,6,609716,KELVYN PARK HS,Kelvyn Park High School,1037,165,0.1591,161,0.1553,1020,0.9836,0,0
306,2013,46191,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,1,2,2,609716,KELVYN PARK HS,Kelvyn Park High School,890,149,0.167415730337079,155,0.174157303370787,855,0.960674157303371,0,0
307,2014,46191,0,0,0,7,0,0,7,6,0,0,0,1,0,0,0,2,3,3,609716,KELVYN PARK HS,Kelvyn Park High School,887,168,0.1894,149,0.168,853,0.9617,0,0
308,2010,46201,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,609718,KENNEDY HS,Kennedy HS,1580,101,0.063924050632911,294,0.186075949367089,1241,0.785443037974683,0,0
309,2011,46201,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,5,609718,KENNEDY HS,John F Kennedy High School,1588,80,0.0504,296,0.1864,1295,0.8155,0,0
310,2012,46201,0,0,0,10,1,1,12,11,0,0,0,0,0,0,0,5,5,5,609718,KENNEDY HS,John F Kennedy High School,1505,78,0.0518,291,0.1934,1270,0.8439,0,0
311,2013,46201,0,0,0,10,1,0,11,10,0,0,0,0,0,0,0,3,3,3,609718,KENNEDY HS,John F Kennedy High School,1506,105,0.069721115537849,291,0.193227091633466,1296,0.860557768924303,0,0
312,2014,46201,0,0,0,12,1,0,13,12,0,0,0,0,0,0,0,3,3,3,609718,KENNEDY HS,John F Kennedy High School,1568,84,0.0536,297,0.1894,1346,0.8584,0,0
313,2010,46211,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609719,LAKE VIEW HS,Lake View HS,1553,89,0.057308435286542,164,0.10560206052801,1326,0.853831294269157,0,0
314,2011,46211,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,5,5,5,609719,LAKE VIEW HS,Lake View High School,1502,86,0.0573,144,0.0959,1338,0.8908,0,0
315,2012,46211,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,5,5,5,609719,LAKE VIEW HS,Lake View High School,1545,96,0.0621,166,0.1074,1386,0.8971,0,0
316,2013,46211,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,2,4,4,609719,LAKE VIEW HS,Lake View High School,1436,64,0.044568245125348,177,0.123259052924791,1260,0.877437325905292,0,0
317,2014,46211,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,3,5,4,609719,LAKE VIEW HS,Lake View High School,1347,46,0.0341,177,0.1314,1188,0.882,0,0
318,2010,46251,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,609725,MORGAN PARK HS,Morgan Park HS,1658,2,0.001206272617612,213,0.128468033775633,1203,0.725572979493365,0,0
319,2011,46251,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,5,5,5,609725,MORGAN PARK HS,Morgan Park High School,1571,1,0.0006,205,0.1305,1272,0.8097,0,0
320,2012,46251,0,0,0,7,5,0,12,12,0,0,0,0,0,0,0,5,5,5,609725,MORGAN PARK HS,Morgan Park High School,1449,1,0.0007,175,0.1208,1169,0.8068,0,0
321,2013,46251,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,6,6,6,609725,MORGAN PARK HS,Morgan Park High School,1431,1,0.000698812019567,172,0.120195667365479,1150,0.803633822501747,0,0
322,2013,46251,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,609725,MORGAN PARK HS,Morgan Park High School,1431,1,0.000698812019567,172,0.120195667365479,1150,0.803633822501747,0,0
323,2014,46251,0,0,0,6,4,0,10,8,0,0,0,0,0,0,0,6,6,6,609725,MORGAN PARK HS,Morgan Park High School,1436,5,0.0035,167,0.1163,1234,0.8593,0,0
324,2010,46261,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,609727,PHILLIPS HS,Phillips HS,687,2,0.002911208151383,147,0.213973799126638,671,0.976710334788937,0,0
325,2011,46261,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,2,2,1,609727,PHILLIPS HS,Wendell Phillips Academy High School,593,3,0.0051,118,0.199,575,0.9696,0,0
326,2012,46261,0,0,0,16,1,0,17,17,0,0,0,1,0,0,0,4,5,4,609727,PHILLIPS HS,Wendell Phillips Academy High School,647,2,0.0031,143,0.221,635,0.9815,0,0
327,2013,46261,0,0,0,8,1,0,9,9,0,0,0,0,0,0,0,3,3,3,609727,PHILLIPS HS,Wendell Phillips Academy High School,670,8,0.011940298507463,136,0.202985074626866,651,0.971641791044776,0,0
328,2014,46261,0,0,0,7,1,0,8,7,0,0,0,0,0,0,0,4,4,4,609727,PHILLIPS HS,Wendell Phillips Academy High School,614,4,0.0065,114,0.1857,595,0.9691,0,0
329,2010,46281,0,0,0,4,0,0,4,4,0,0,0,2,0,0,0,0,2,2,609729,SCHURZ HS,Schurz HS,2235,264,0.118120805369128,396,0.177181208053691,2023,0.905145413870246,0,0
330,2011,46281,0,0,0,5,0,0,5,4,0,0,0,2,0,0,0,7,9,8,609729,SCHURZ HS,Carl Schurz High School,2364,305,0.129,388,0.1641,2245,0.9497,0,0
331,2012,46281,0,0,0,5,8,0,13,11,0,0,0,1,0,0,0,8,9,9,609729,SCHURZ HS,Carl Schurz High School,2395,308,0.1286,403,0.1683,2267,0.9466,0,0
332,2013,46281,0,0,0,5,5,0,10,10,0,0,0,0,0,0,0,7,7,7,609729,SCHURZ HS,Carl Schurz High School,2379,318,0.133669609079445,410,0.172341319882304,2269,0.953762084909626,0,0
333,2013,46281,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609729,SCHURZ HS,Carl Schurz High School,2379,318,0.133669609079445,410,0.172341319882304,2269,0.953762084909626,0,0
334,2014,46281,0,0,0,6,5,0,11,10,0,0,0,0,0,0,0,7,7,6,609729,SCHURZ HS,Carl Schurz High School,2302,398,0.1729,408,0.1772,2156,0.9366,0,0
335,2010,46321,0,0,0,8,0,0,8,8,0,0,0,1,0,0,0,0,1,1,609738,LINCOLN PARK HS,Lincoln Park HS,2228,31,0.013913824057451,141,0.063285457809695,1149,0.515709156193896,0,0
336,2011,46321,0,0,0,8,0,0,8,8,0,0,0,1,0,0,0,4,5,5,609738,LINCOLN PARK HS,Lincoln Park High School,2342,39,0.0167,140,0.0598,1344,0.5739,0,0
337,2012,46321,0,0,0,10,0,0,10,9,0,0,0,1,0,0,0,4,5,4,609738,LINCOLN PARK HS,Lincoln Park High School,2233,34,0.0152,155,0.0694,1256,0.5625,0,0
338,2013,46321,0,0,0,9,1,0,10,10,0,0,0,1,0,0,0,7,8,8,609738,LINCOLN PARK HS,Lincoln Park High School,2230,19,0.008520179372197,165,0.073991031390135,1199,0.537668161434978,0,0
339,2014,46321,0,0,0,9,1,0,10,9,0,0,0,1,0,0,0,7,8,7,609738,LINCOLN PARK HS,Lincoln Park High School,2267,53,0.0234,163,0.0719,1321,0.5827,0,0
340,2010,46361,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609746,KENWOOD HS,Kenwood HS,1815,21,0.011570247933884,173,0.095316804407714,1410,0.776859504132231,0,0
341,2011,46361,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,7,7,7,609746,KENWOOD HS,Kenwood Academy High School,1851,17,0.0092,190,0.1026,1460,0.7888,0,0
342,2012,46361,0,0,0,6,5,0,11,11,0,0,0,0,0,0,0,8,8,7,609746,KENWOOD HS,Kenwood Academy High School,1839,16,0.0087,183,0.0995,1391,0.7564,0,0
343,2013,46361,0,0,0,5,3,0,8,8,0,0,0,1,0,0,0,4,5,5,609746,KENWOOD HS,Kenwood Academy High School,1814,16,0.008820286659316,151,0.083241455347299,1313,0.723814773980154,0,0
344,2014,46361,0,0,0,5,3,0,8,8,0,0,0,1,0,0,0,4,5,5,609746,KENWOOD HS,Kenwood Academy High School,1757,16,0.0091,132,0.0751,1268,0.7217,0,0
345,2010,46371,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,609751,KING HS,King CPHS,936,3,0.003205128205128,90,0.096153846153846,621,0.663461538461538,0,0
346,2011,46371,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,3,4,4,609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,919,5,0.0054,87,0.0947,714,0.7769,0,0
347,2012,46371,0,0,0,2,3,0,5,5,0,0,0,0,0,0,0,3,3,3,609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,879,6,0.0068,75,0.0853,695,0.7907,0,0
348,2013,46371,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,2,2,2,609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,804,10,0.012437810945274,76,0.09452736318408,615,0.764925373134328,0,0
349,2014,46371,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,2,2,2,609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,739,7,0.0095,62,0.0839,596,0.8065,0,0
350,2010,46381,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609760,CARVER MILITARY HS,Carver Mil Acad HS,550,18,0.032727272727273,34,0.061818181818182,531,0.965454545454545,0,0
351,2011,46381,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,George Washington Carver Military Academy HS,532,17,0.032,43,0.0808,518,0.9737,0,0
352,2012,46381,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,George Washington Carver Military Academy HS,531,12,0.0226,50,0.0942,518,0.9755,0,0
353,2013,46381,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,George Washington Carver Military Academy HS,529,13,0.024574669187146,46,0.086956521739131,506,0.956521739130435,0,0
354,2014,46381,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,George Washington Carver Military Academy HS,504,10,0.0198,40,0.0794,477,0.9464,0,0
355,2010,46401,0,0,0,9,0,0,9,9,0,0,0,3,0,0,0,0,3,3,609762,JULIAN HS,Julian HS,1224,0,0,153,0.125,1094,0.893790849673203,0,0
356,2011,46401,0,0,0,7,0,0,7,7,0,0,0,4,0,0,0,4,8,8,609762,JULIAN HS,Percy L Julian High School,1224,0,0,170,0.1389,1180,0.9641,0,0
357,2012,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,5,5,4,609762,JULIAN HS,Percy L Julian High School,1167,0,0,178,0.1525,1122,0.9614,0,0
358,2013,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,4,4,4,609762,JULIAN HS,Percy L Julian High School,1057,1,0.000946073793756,181,0.17123935666982,1014,0.959318826868496,0,0
359,2014,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,4,4,3,609762,JULIAN HS,Percy L Julian High School,871,1,0.0011,169,0.194,823,0.9449,0,0
360,2010,46421,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,609764,JUAREZ HS,Juarez HS,1630,210,0.128834355828221,215,0.131901840490798,1550,0.950920245398773,0,0
361,2011,46421,0,0,0,10,0,0,10,9,0,0,0,0,0,0,0,5,5,4,609764,JUAREZ HS,Benito Juarez Community Academy High School,1683,227,0.1349,215,0.1277,1644,0.9768,0,0
362,2012,46421,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,4,609764,JUAREZ HS,Benito Juarez Community Academy High School,1790,246,0.1374,238,0.133,1742,0.9732,0,0
363,2013,46421,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,6,6,6,609764,JUAREZ HS,Benito Juarez Community Academy High School,1684,222,0.131828978622328,235,0.139548693586698,1625,0.964964370546318,0,0
364,2014,46421,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,6,6,6,609764,JUAREZ HS,Benito Juarez Community Academy High School,1676,238,0.142,247,0.1474,1619,0.966,0,0
365,2010,46431,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609691,NORTH-GRAND HS,North-Grand HS,875,103,0.117714285714286,141,0.161142857142857,799,0.913142857142857,0,0
366,2011,46431,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,2,2,2,609691,NORTH-GRAND HS,North-Grand High School,883,132,0.1495,127,0.1438,844,0.9558,0,0
367,2012,46431,0,0,0,6,1,0,7,6,0,0,0,0,0,0,0,3,3,3,609691,NORTH-GRAND HS,North-Grand High School,904,152,0.1681,141,0.156,871,0.9635,0,0
368,2013,46431,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,3,4,4,609691,NORTH-GRAND HS,North-Grand High School,910,175,0.192307692307692,159,0.174725274725275,878,0.964835164835165,0,0
369,2014,46431,0,0,0,5,1,0,6,5,0,0,0,1,0,0,0,3,4,4,609691,NORTH-GRAND HS,North-Grand High School,923,198,0.2145,147,0.1593,900,0.9751,0,0
370,2010,46471,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,610334,RABY HS,Raby HS,558,3,0.005376344086022,92,0.164874551971326,513,0.919354838709677,0,0
371,2011,46471,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,2,2,2,610334,RABY HS,Al Raby High School,536,5,0.0093,92,0.1716,525,0.9795,0,0
372,2012,46471,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,2,2,1,610334,RABY HS,Al Raby High School,524,7,0.0134,118,0.2252,487,0.9294,0,0
373,2013,46471,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,2,2,2,610334,RABY HS,Al Raby High School,513,8,0.015594541910331,124,0.241715399610136,390,0.760233918128655,0,0
374,2014,46471,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,2,2,2,610334,RABY HS,Al Raby High School,488,7,0.0143,121,0.248,479,0.9816,0,0
375,2010,46541,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,609703,DUSABLE HIGH,Shabazz Chrt - DuSable,407,0,0,46,0.113022113022113,382,0.938574938574939,0,0
376,2010,47021,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609678,JONES HS,Jones CPHS,847,18,0.02125147579693,90,0.106257378984652,442,0.521841794569067,0,0
377,2012,47021,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,4,4,4,609678,JONES HS,William Jones College Preparatory High School,883,19,0.0215,109,0.1234,425,0.4813,0,0
378,2013,47021,0,0,0,5,2,0,7,7,0,0,0,0,0,0,0,4,4,4,609678,JONES HS,William Jones College Preparatory High School,1124,23,0.020462633451957,118,0.104982206405694,535,0.475978647686833,0,0
379,2014,47021,0,0,0,5,2,0,7,7,0,0,0,0,0,0,0,4,4,4,609678,JONES HS,William Jones College Preparatory High School,1432,33,0.023,126,0.088,648,0.4525,0,0
380,2010,47051,0,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,609726,BROOKS HS,Brooks CPHS,765,3,0.003921568627451,52,0.06797385620915,658,0.860130718954248,0,0
381,2011,47051,0,0,2,2,0,0,4,4,0,0,0,0,0,0,0,3,3,3,609726,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,781,1,0.0013,51,0.0653,660,0.8451,0,0
382,2012,47051,0,0,2,2,1,0,5,4,0,0,0,0,0,0,0,3,3,2,609726,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,745,1,0.0013,58,0.0779,563,0.7557,0,0
383,2013,47051,0,0,2,3,0,0,5,5,0,0,0,0,0,0,0,3,3,3,609726,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,783,1,0.001277139208174,41,0.052362707535121,591,0.754789272030651,0,0
384,2014,47051,0,0,2,3,0,0,5,5,0,0,0,0,0,0,0,3,3,3,609726,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,790,0,0,43,0.0544,588,0.7443,0,0
385,2010,49081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609766,VAUGHN HS,Vaughn Occp HS,218,66,0.302752293577982,218,1,194,0.889908256880734,0,0
386,2011,49081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,609766,VAUGHN HS,Jacqueline B Vaughn Occupational High School,202,65,0.3218,202,1,178,0.8812,0,0
387,2012,49081,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,1,609766,VAUGHN HS,Jacqueline B Vaughn Occupational High School,209,67,0.3206,209,1,178,0.8517,0,0
388,2013,49081,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,1,609766,VAUGHN HS,Jacqueline B Vaughn Occupational High School,214,78,0.364485981308411,214,1,176,0.822429906542056,0,0
389,2014,49081,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,1,609766,VAUGHN HS,Jacqueline B Vaughn Occupational High School,201,63,0.3134,201,1,161,0.801,0,0
390,2010,49091,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609768,HOPE HS,Hope CPHS,680,5,0.007352941176471,124,0.182352941176471,652,0.958823529411765,0,0
391,2011,49091,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609768,HOPE HS,Hope College Preparatory High School,560,3,0.0054,106,0.1893,551,0.9839,0,0
392,2012,49091,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,2,2,1,609768,HOPE HS,Hope College Preparatory High School,507,4,0.0079,101,0.1992,496,0.9783,0,0
393,2013,49091,0,0,0,4,2,0,6,6,0,0,0,0,0,0,0,2,2,2,609768,HOPE HS,Hope College Preparatory High School,391,9,0.023017902813299,87,0.222506393861893,386,0.987212276214834,0,0
394,2014,49091,0,0,0,4,2,0,6,5,0,0,0,0,0,0,0,2,2,1,609768,HOPE HS,Hope College Preparatory High School,272,5,0.0184,56,0.2059,271,0.9963,0,0
395,2010,49141,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610518,AUSTIN CCA HS,Austin Poly Tech HS,363,0,0,72,0.198347107438017,256,0.705234159779614,0,0
396,2010,49141,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610501,AUSTIN POLY HS,Austin Poly Tech HS,363,0,0,72,0.198347107438017,256,0.705234159779614,0,0
397,2010,49151,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610502,MARINE MILITARY HS,Marine Math & Sci Mil HS,379,5,0.013192612137203,22,0.058047493403694,351,0.926121372031662,0,0
398,2011,49151,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,1,1,1,610502,MARINE MILITARY HS,Marine Military Math and Science Academy,367,4,0.0109,28,0.0763,353,0.9619,0,0
399,2012,49151,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,1,610502,MARINE MILITARY HS,Marine Military Math and Science Academy,376,5,0.0133,35,0.0931,360,0.9574,0,0
400,2013,49151,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,2,2,610502,MARINE MILITARY HS,Marine Military Math and Science Academy,401,11,0.027431421446384,39,0.097256857855362,387,0.965087281795511,0,0
