,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P
203,275,1223,2011,53091,0,0,0,11,0,0,11,11,0,0,0,2,0,0,0,7,9,9,609704,FARRAGUT HS,53091,,1300.0,609704,146,609704,David G Farragut Career Academy High School,1453.0,211.0,0.1452,256.0,0.1762,1436.0,0.9883
204,276,1772,2012,53091,0,0,0,6,11,0,17,16,0,0,0,2,0,0,0,4,6,5,609704,FARRAGUT HS,53091,,1300.0,609704,148,609704,David G Farragut Career Academy High School,1277.0,223.0,0.1746,235.0,0.184,1260.0,0.9867
205,277,2296,2013,53091,0,0,0,4,8,0,12,12,0,0,0,2,0,0,0,3,5,5,609704,FARRAGUT HS,53091,,1300.0,609704,141,609704,David G Farragut Career Academy High School,1100.0,273.0,0.24818181818181814,218.0,0.19818181818181815,1086.0,0.9872727272727272
206,278,2802,2014,53091,0,0,0,4,8,0,12,11,0,0,0,2,0,0,0,3,5,5,609704,FARRAGUT HS,53091,,1300.0,609704,139,609704,David G Farragut Career Academy High School,987.0,267.0,0.2705,197.0,0.1996,978.0,0.9909
207,280,716,2010,53101,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,4,4,609756,CURIE HS,53101,,1820.0,1820,72,1820,Curie HS,3457.0,289.0,0.08359849580561181,340.0,0.09835117153601387,2807.0,0.8119757014752675
208,281,1224,2011,53101,0,0,0,6,0,0,6,6,0,0,0,4,0,0,0,11,15,15,609756,CURIE HS,53101,,1820.0,609756,415,609756,Marie Sklodowska Curie Metropolitan High School,3323.0,251.0,0.0755,331.0,0.0996,3146.0,0.9467
209,282,1773,2012,53101,0,0,0,6,5,0,11,11,0,0,0,4,0,0,0,9,13,10,609756,CURIE HS,53101,,1820.0,609756,417,609756,Marie Sklodowska Curie Metropolitan High School,3060.0,228.0,0.0745,330.0,0.1078,2884.0,0.9425
210,283,2297,2013,53101,0,0,0,6,5,0,11,11,0,0,0,4,0,0,0,8,12,12,609756,CURIE HS,53101,,1820.0,609756,397,609756,Marie Sklodowska Curie Metropolitan High School,2982.0,230.0,0.07712944332662643,310.0,0.10395707578806172,2825.0,0.9473507712944332
211,284,2803,2014,53101,0,0,0,8,5,0,13,13,0,0,0,5,0,0,0,9,14,14,609756,CURIE HS,53101,,1820.0,609756,404,609756,Marie Sklodowska Curie Metropolitan High School,3060.0,277.0,0.0905,323.0,0.1056,2914.0,0.9523
212,286,717,2010,53111,0,0,0,6,0,0,6,6,0,0,0,2,0,0,0,0,2,2,609722,MANLEY HS,53111,,1460.0,1460,42,1460,Manley HS,650.0,,,156.0,0.24,522.0,0.803076923076923
213,287,1225,2011,53111,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,2,4,4,609722,MANLEY HS,53111,,1460.0,609722,410,609722,Manley Career Academy High School,599.0,0.0,0.0,155.0,0.2588,580.0,0.9683
214,288,1774,2012,53111,0,0,0,3,1,0,4,3,0,0,0,1,0,0,0,2,3,3,609722,MANLEY HS,53111,,1460.0,609722,412,609722,Manley Career Academy High School,476.0,0.0,0.0,130.0,0.2731,439.0,0.9223
215,289,2298,2013,53111,0,0,0,3,1,0,4,4,0,0,0,1,0,0,0,1,2,1,609722,MANLEY HS,53111,,1460.0,609722,392,609722,Manley Career Academy High School,450.0,0.0,0.0,122.0,0.27111111111111114,344.0,0.7644444444444445
216,290,2804,2014,53111,0,0,0,3,1,0,4,4,0,0,0,1,0,0,0,1,2,2,609722,MANLEY HS,53111,,1460.0,609722,399,609722,Manley Career Academy High School,356.0,1.0,0.0028,105.0,0.2949,308.0,0.8652
217,292,718,2010,53121,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,609735,TILDEN HS,53121,,1590.0,1590,54,1590,Tilden HS,467.0,38.0,0.08137044967880086,114.0,0.24411134903640255,388.0,0.8308351177730193
218,293,1226,2011,53121,0,0,0,7,0,0,7,5,0,0,0,0,0,0,0,2,2,1,609735,TILDEN HS,53121,,1590.0,609735,172,609735,Edward Tilden Career Community Academy HS,463.0,27.0,0.0583,97.0,0.2095,452.0,0.9762
219,294,1775,2012,53121,0,0,0,13,1,0,14,0,0,0,0,0,0,0,0,2,2,0,609735,TILDEN HS,53121,,1590.0,609735,174,609735,Edward Tilden Career Community Academy HS,400.0,18.0,0.045,70.0,0.175,389.0,0.9725
220,295,2299,2013,53121,0,0,0,10,2,0,12,12,0,0,0,0,0,0,0,2,2,2,609735,TILDEN HS,53121,,1590.0,609735,166,609735,Edward Tilden Career Community Academy HS,345.0,9.0,0.026086956521739132,89.0,0.2579710144927536,337.0,0.9768115942028984
221,296,2805,2014,53121,0,0,0,8,2,0,10,6,0,0,0,0,0,0,0,2,2,1,609735,TILDEN HS,53121,,1590.0,609735,165,609735,Edward Tilden Career Community Academy HS,328.0,13.0,0.0396,108.0,0.3293,319.0,0.9726
222,298,722,2010,55081,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,7230,585,7230,Sch Of Leadership HS,272.0,,,59.0,0.2169117647058824,257.0,0.9448529411764706
223,299,1228,2011,55081,0,0,0,5,0,0,5,4,0,0,0,2,0,0,0,3,5,5,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,270,610297,High School of Leadership at South Shore,731.0,2.0,0.0027,149.0,0.2038,702.0,0.9603
224,300,1777,2012,55081,0,0,0,5,5,1,11,11,0,0,0,1,0,0,0,2,3,3,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,270,610297,High School of Leadership at South Shore,411.0,1.0,0.0024,70.0,0.1703,399.0,0.9708
225,301,2301,2013,55081,0,0,0,1,4,0,5,5,0,0,0,0,0,0,0,1,1,1,610297,SCHOOL OF LEADRSHP HS,55081,,7230.0,610297,252,610297,High School of Leadership at South Shore,134.0,0.0,0.0,25.0,0.1865671641791045,133.0,0.9925373134328358
226,304,723,2010,55091,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610296,SCHOOL OF TECH HS,55091,Combined with school of arts in 2012 to school of leadership,7220.0,7220,584,7220,Sch Of Technology HS,289.0,2.0,0.006920415224913495,46.0,0.15916955017301038,264.0,0.9134948096885812
227,310,731,2010,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,3061,200,3061,U Of C Chrt - Woodlawn,537.0,,,72.0,0.1340782122905028,447.0,0.8324022346368715
228,311,1233,2011,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,608,400077,University of Chicago Charter - Woodlawn,517.0,0.0,0.0,70.0,0.1354,450.0,0.8704
229,312,1782,2012,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,606,400077,University of Chicago Charter - Woodlawn,607.0,1.0,0.0016,91.0,0.1499,515.0,0.8484
230,313,2308,2013,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,579,400077,University of Chicago Charter - Woodlawn,634.0,0.0,0.0,100.0,0.15772870662460567,533.0,0.8406940063091483
231,314,2814,2014,66112,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400077,U OF C - WOODLAWN HS,66112,Chtr,3061.0,400077,589,400077,University of Chicago Charter - Woodlawn,650.0,1.0,0.0015,106.0,0.1631,554.0,0.8523
232,316,736,2010,67021,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,610387,SECOND CHANCE ALT HS,67021,Alt name is Peace and Educ Coalition depending on year,1123.0,1123,15,1123,Peace & Education Alt HS,113.0,4.0,0.035398230088495575,22.0,0.1946902654867257,112.0,0.991150442477876
233,322,738,2010,70020,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609680,PAYTON HS,70020,,1090.0,1090,9,1090,Payton CPHS,892.0,3.0,0.0033632286995515697,58.0,0.06502242152466367,278.0,0.3116591928251121
234,323,1239,2011,70020,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,632,609680,Walter Payton College Preparatory High School,885.0,4.0,0.0045,61.0,0.0689,304.0,0.3435
235,324,1788,2012,70020,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,631,609680,Walter Payton College Preparatory High School,859.0,5.0,0.0058,58.0,0.0675,290.0,0.3376
236,325,2316,2013,70020,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,604,609680,Walter Payton College Preparatory High School,819.0,6.0,0.007326007326007327,52.0,0.06349206349206349,253.0,0.3089133089133089
237,326,2822,2014,70020,0,0,0,4,1,0,5,4,0,0,0,0,0,0,0,4,4,4,609680,PAYTON HS,70020,,1090.0,609680,614,609680,Walter Payton College Preparatory High School,901.0,4.0,0.0044,58.0,0.0644,309.0,0.34299999999999997
238,328,739,2010,70070,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609754,CHICAGO MILITARY HS,70070,,1800.0,1800,70,1800,Chicago Mil Acad HS,502.0,2.0,0.00398406374501992,32.0,0.06374501992031872,402.0,0.8007968127490039
239,329,1240,2011,70070,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,119,609754,Chicago Military Academy High School,482.0,3.0,0.0062,27.0,0.055999999999999994,442.0,0.917
240,330,1789,2012,70070,0,0,0,3,2,0,5,5,0,0,0,1,0,0,0,2,3,2,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,123,609754,Chicago Military Academy High School,466.0,5.0,0.0107,31.0,0.0665,419.0,0.8991
241,331,2317,2013,70070,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,2,3,3,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,115,609754,Chicago Military Academy High School,405.0,7.0,0.01728395061728395,35.0,0.08641975308641975,358.0,0.8839506172839506
242,332,2823,2014,70070,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,2,3,3,609754,CHICAGO MILITARY HS,70070,,1800.0,609754,114,609754,Chicago Military Academy High School,395.0,8.0,0.0203,40.0,0.1013,375.0,0.9494
243,333,229,2010,22041,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,8035,656,8035,Alcott HS,177.0,5.0,0.02824858757062147,46.0,0.2598870056497175,135.0,0.7627118644067796
244,334,744,2011,22041,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,3,4,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,232.0,9.0,0.0388,69.0,0.2974,184.0,0.7931
245,335,1247,2012,22041,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,3,4,4,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,13,610524,Alcott High School for the Humanities,269.0,9.0,0.0335,92.0,0.342,211.0,0.7844
246,336,1798,2013,22041,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,281.0,12.0,0.04270462633451957,86.0,0.3060498220640569,227.0,0.8078291814946619
247,337,2323,2014,22041,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,3,610524,ALCOTT HS,22041,"Unit Code might be wrong, pop seems v small",8035.0,610524,12,610524,Alcott High School for the Humanities,274.0,18.0,0.0657,66.0,0.2409,219.0,0.7993
248,338,334,2010,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609769,GRAHAM HS,23391,*,3600.0,3600,256,3600,Graham A.,483.0,42.0,0.08695652173913042,57.0,0.11801242236024845,463.0,0.958592132505176
249,339,847,2011,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,534,609769,Ray Graham Training Center High School,139.0,36.0,0.259,139.0,1.0,131.0,0.9424
250,340,1364,2012,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,533,609769,Ray Graham Training Center High School,116.0,32.0,0.2759,116.0,1.0,109.0,0.9397
251,341,1915,2013,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,508,609769,Ray Graham Training Center High School,123.0,40.0,0.3252032520325203,123.0,1.0,107.0,0.8699186991869918
252,342,2439,2014,23391,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,1,1,609769,GRAHAM HS,23391,,3600.0,609769,519,609769,Ray Graham Training Center High School,133.0,32.0,0.2406,133.0,1.0,122.0,0.9173
253,343,421,2010,24731,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610529,OGDEN HS,24731,*,8083.0,8083,672,8083,Ogden HS,532.0,18.0,0.03383458646616541,83.0,0.15601503759398494,185.0,0.34774436090225563
254,344,936,2011,24731,0,0,0,3,0,0,3,1,0,0,0,1,0,0,0,3,4,2,610529,OGDEN HS,24731,,8083.0,610529,486,610529,Ogden International High School,558.0,25.0,0.0448,91.0,0.1631,319.0,0.5717
255,345,1458,2012,24731,0,0,0,3,1,0,4,4,0,0,0,1,0,0,0,3,4,4,610529,OGDEN HS,24731,,8083.0,610529,488,610529,Ogden International High School,763.0,50.0,0.0655,103.0,0.135,393.0,0.5151
256,346,2010,2013,24731,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,4,4,4,610529,OGDEN HS,24731,,8083.0,610529,462,610529,Ogden International High School,784.0,40.0,0.051020408163265314,102.0,0.13010204081632654,358.0,0.4566326530612245
257,347,2529,2014,24731,0,0,0,2,1,0,3,2,0,0,0,1,0,0,0,4,5,5,610529,OGDEN HS,24731,,8083.0,610529,470,610529,Ogden International High School,752.0,52.0,0.0691,85.0,0.113,372.0,0.4947
258,348,564,2010,28151,0,0,0,14,0,0,14,13,0,0,0,1,0,0,0,0,1,1,610302,EXCEL - ORR HIGH,28151,Closed 09,6775.0,6775,546,6775,LEARN Chrt - EXCEL,295.0,,,21.0,0.0711864406779661,274.0,0.928813559322034
259,352,1078,2011,28151,0,0,0,12,0,0,12,9,0,0,0,2,0,0,0,3,5,4,610389,ORR HS,28151,,1830.0,610389,492,610389,Orr Academy High School,823.0,17.0,0.0207,228.0,0.27699999999999997,802.0,0.9745
260,355,1613,2012,28151,0,0,0,13,0,0,13,9,0,0,0,1,0,0,0,3,4,2,610389,ORR HS,28151,,1830.0,610389,494,610389,Orr Academy High School,676.0,13.0,0.0192,180.0,0.2663,647.0,0.9571
261,358,2142,2013,28151,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,1,1,1,610389,ORR HS,28151,,1830.0,610389,469,610389,Orr Academy High School,647.0,20.0,0.030911901081916538,145.0,0.2241112828438949,449.0,0.6939721792890263
262,361,2658,2014,28151,0,0,0,11,0,0,11,9,0,0,0,0,0,0,0,1,1,1,610389,ORR HS,28151,,1830.0,610389,479,610389,Orr Academy High School,458.0,15.0,0.0328,100.0,0.2183,435.0,0.9498
263,366,643,2010,45231,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610513,AIR FORCE HS,45231,,1055.0,1055,4,1055,Air Force Acad HS,212.0,3.0,0.014150943396226415,12.0,0.05660377358490566,177.0,0.8349056603773585
264,367,1154,2011,45231,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,610513,AIR FORCE HS,45231,,1055.0,610513,6,610513,Air Force Academy High School,302.0,3.0,0.0099,22.0,0.0728,263.0,0.8709
265,368,1699,2012,45231,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,1,610513,AIR FORCE HS,45231,,1055.0,610513,7,610513,Air Force Academy High School,393.0,5.0,0.0127,35.0,0.0891,339.0,0.8626
266,369,2215,2013,45231,0,0,0,2,1,0,3,3,0,0,0,0,0,0,0,2,2,2,610513,AIR FORCE HS,45231,,1055.0,610513,6,610513,Air Force Academy High School,369.0,7.0,0.018970189701897015,34.0,0.0921409214092141,327.0,0.8861788617886179
267,370,2730,2014,45231,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,2,2,2,610513,AIR FORCE HS,45231,,1055.0,610513,6,610513,Air Force Academy High School,373.0,9.0,0.0241,39.0,0.1046,327.0,0.8767
268,371,644,2010,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,3,609694,HANCOCK HS,46021,,1200.0,1200,23,1200,Hancock HS,984.0,92.0,0.0934959349593496,128.0,0.13008130081300814,919.0,0.9339430894308944
269,372,1155,2011,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,6,6,609694,HANCOCK HS,46021,,1200.0,609694,333,609694,John Hancock College Preparatory High School,966.0,81.0,0.0839,100.0,0.1035,920.0,0.9524
270,373,1700,2012,46021,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,6,6,609694,HANCOCK HS,46021,,1200.0,609694,335,609694,John Hancock College Preparatory High School,963.0,96.0,0.0997,106.0,0.1101,933.0,0.9688
271,374,2216,2013,46021,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,3,3,609694,HANCOCK HS,46021,,1200.0,609694,314,609694,John Hancock College Preparatory High School,928.0,86.0,0.09267241379310344,108.0,0.11637931034482757,893.0,0.9622844827586208
272,375,2731,2014,46021,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,3,3,609694,HANCOCK HS,46021,,1200.0,609694,317,609694,John Hancock College Preparatory High School,920.0,90.0,0.0978,91.0,0.0989,891.0,0.9685
273,376,647,2010,46061,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,2,609749,NORTHSIDE PREP HS,46061,,1690.0,1690,61,1690,Northside Lrn Ctr HS,311.0,95.0,0.3054662379421222,311.0,1.0,252.0,0.8102893890675241
274,377,1158,2011,46061,0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,1,3,3,609749,NORTHSIDE PREP HS,46061,,1690.0,609749,482,609749,Northside College Preparatory High School,1053.0,6.0,0.0057,62.0,0.0589,386.0,0.3666
275,378,1703,2012,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,5,7,7,609749,NORTHSIDE PREP HS,46061,,1690.0,609749,484,609749,Northside College Preparatory High School,1070.0,7.0,0.0065,65.0,0.0607,399.0,0.3729
276,379,2220,2013,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,4,6,6,609749,NORTHSIDE PREP HS,46061,,1690.0,609749,458,609749,Northside College Preparatory High School,1069.0,6.0,0.005612722170252572,65.0,0.0608044901777362,399.0,0.373246024321796
277,380,2734,2014,46061,0,0,0,2,1,0,3,3,0,0,0,2,0,0,0,4,6,5,609749,NORTHSIDE PREP HS,46061,,1690.0,609749,466,609749,Northside College Preparatory High School,1050.0,6.0,0.0057,65.0,0.0619,432.0,0.4114
278,381,651,2010,46121,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,0,1,1,609707,ROBESON HS,46121,,1320.0,1320,30,1320,Robeson HS,776.0,,,199.0,0.2564432989690721,752.0,0.9690721649484536
279,382,1162,2011,46121,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,609707,ROBESON HS,46121,,1320.0,609707,505,609707,Paul Robeson High School,734.0,0.0,0.0,161.0,0.2193,722.0,0.9837
280,383,1707,2012,46121,0,0,0,5,2,0,7,7,0,0,0,1,0,0,0,2,3,3,609707,ROBESON HS,46121,,1320.0,609707,506,609707,Paul Robeson High School,591.0,0.0,0.0,141.0,0.2386,578.0,0.978
281,384,2225,2013,46121,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609707,ROBESON HS,46121,,1320.0,609707,482,609707,Paul Robeson High School,372.0,0.0,0.0,93.0,0.25,370.0,0.9946236559139784
282,385,2738,2014,46121,0,0,0,6,0,0,6,5,0,0,0,0,0,0,0,1,1,1,609707,ROBESON HS,46121,,1320.0,609707,493,609707,Paul Robeson High School,295.0,0.0,0.0,79.0,0.2678,295.0,1.0
283,386,653,2010,46141,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609709,GAGE PARK HS,46141,,1340.0,1340,32,1340,Gage Park HS,1252.0,100.0,0.07987220447284345,235.0,0.1876996805111821,1136.0,0.9073482428115016
284,387,1164,2011,46141,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,5,5,5,609709,GAGE PARK HS,46141,,1340.0,609709,225,609709,Gage Park High School,1052.0,94.0,0.0894,206.0,0.1958,1026.0,0.9753
285,388,1709,2012,46141,0,0,0,4,6,0,10,10,0,0,0,0,0,0,0,3,3,3,609709,GAGE PARK HS,46141,,1340.0,609709,225,609709,Gage Park High School,835.0,92.0,0.1102,158.0,0.1892,813.0,0.9737
286,389,2228,2013,46141,0,0,0,6,3,0,9,8,0,0,0,0,0,0,0,0,0,0,609709,GAGE PARK HS,46141,,1340.0,609709,212,609709,Gage Park High School,613.0,76.0,0.12398042414355627,122.0,0.199021207177814,602.0,0.9820554649265906
287,390,2740,2014,46141,0,0,0,7,3,0,10,9,0,0,0,0,0,0,0,1,1,1,609709,GAGE PARK HS,46141,,1340.0,609709,213,609709,Gage Park High School,465.0,82.0,0.1763,87.0,0.1871,458.0,0.9849
288,391,654,2010,46151,0,0,0,12,0,0,12,11,0,0,0,1,0,0,0,0,1,1,609711,HARPER HS,46151,,1360.0,1360,34,1360,Harper HS,669.0,1.0,0.0014947683109118087,156.0,0.23318385650224216,485.0,0.7249626307922272
289,392,1165,2011,46151,0,0,0,12,0,0,12,12,0,0,0,1,0,0,0,2,3,3,609711,HARPER HS,46151,,1360.0,609711,672,609711,William Rainey Harper High School,622.0,1.0,0.0016,148.0,0.2379,605.0,0.9727
290,393,1710,2012,46151,0,0,0,12,2,0,14,14,0,0,0,1,0,0,0,2,3,2,609711,HARPER HS,46151,,1360.0,609711,670,609711,William Rainey Harper High School,518.0,1.0,0.0019,115.0,0.222,514.0,0.9923
291,394,2229,2013,46151,0,0,0,9,2,0,11,11,0,0,0,2,0,0,0,1,3,3,609711,HARPER HS,46151,,1360.0,609711,640,609711,William Rainey Harper High School,482.0,1.0,0.002074688796680498,115.0,0.2385892116182573,473.0,0.9813278008298756
292,395,2741,2014,46151,0,0,0,9,2,0,11,11,0,0,0,2,0,0,0,2,4,3,609711,HARPER HS,46151,,1360.0,609711,649,609711,William Rainey Harper High School,349.0,1.0,0.0029,89.0,0.255,344.0,0.9857
293,396,655,2010,46171,0,0,0,13,0,0,13,13,0,0,0,2,0,0,0,0,2,2,609713,HYDE PARK HS,46171,,1390.0,1390,36,1390,Hyde Park HS,1591.0,2.0,0.001257071024512885,184.0,0.1156505342551854,1358.0,0.8535512256442489
294,397,1166,2011,46171,0,0,0,13,0,0,13,13,0,0,0,0,0,0,0,3,3,3,609713,HYDE PARK HS,46171,,1390.0,609713,277,609713,Hyde Park Academy High School,1513.0,1.0,0.0007,213.0,0.1408,1442.0,0.9531
295,398,1711,2012,46171,0,0,0,11,1,0,12,11,0,0,0,0,0,0,0,4,4,4,609713,HYDE PARK HS,46171,,1390.0,609713,277,609713,Hyde Park Academy High School,1249.0,3.0,0.0024,182.0,0.1457,1217.0,0.9744
296,399,2230,2013,46171,0,0,0,7,1,0,8,7,0,0,0,0,0,0,0,3,3,3,609713,HYDE PARK HS,46171,,1390.0,609713,258,609713,Hyde Park Academy High School,1001.0,2.0,0.001998001998001998,159.0,0.15884115884115885,955.0,0.954045954045954
297,400,2742,2014,46171,0,0,0,6,2,0,8,7,0,0,0,0,0,0,0,3,3,2,609713,HYDE PARK HS,46171,,1390.0,609713,260,609713,Hyde Park Academy High School,946.0,3.0,0.0032,160.0,0.1691,922.0,0.9746
298,401,656,2010,46181,0,0,0,12,0,0,12,12,0,0,0,4,0,0,0,0,4,4,609715,KELLY HS,46181,,1400.0,1400,37,1400,Kelly HS,3062.0,399.0,0.1303069888961463,354.0,0.11561071195297193,2807.0,0.9167210973220118
299,402,1167,2011,46181,0,0,0,12,0,0,12,12,0,0,0,4,0,0,0,9,13,13,609715,KELLY HS,46181,,1400.0,609715,601,609715,Thomas Kelly High School,2893.0,393.0,0.1358,345.0,0.1193,2803.0,0.9689
300,403,1712,2012,46181,0,0,0,11,3,0,14,13,0,0,0,3,0,0,0,8,11,10,609715,KELLY HS,46181,,1400.0,609715,600,609715,Thomas Kelly High School,2691.0,406.0,0.1509,331.0,0.12300000000000001,2599.0,0.9658
301,404,2231,2013,46181,0,0,0,6,3,0,9,9,0,0,0,3,0,0,0,6,9,9,609715,KELLY HS,46181,,1400.0,609715,573,609715,Thomas Kelly High School,2537.0,478.0,0.1884115096570753,292.0,0.1150965707528577,2364.0,0.9318092234923138
302,405,2743,2014,46181,0,0,0,6,3,0,9,9,0,0,0,3,0,0,0,8,11,11,609715,KELLY HS,46181,,1400.0,609715,583,609715,Thomas Kelly High School,2290.0,471.0,0.2057,320.0,0.1397,2205.0,0.9629
303,406,657,2010,46191,0,0,0,11,0,0,11,11,0,0,0,1,0,0,0,0,1,1,609716,KELVYN PARK HS,46191,,1410.0,1410,38,1410,Kelvyn Park HS,1382.0,204.0,0.1476121562952243,214.0,0.1548480463096961,844.0,0.6107091172214182
304,407,1168,2011,46191,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,4,5,5,609716,KELVYN PARK HS,46191,,1410.0,609716,372,609716,Kelvyn Park High School,1250.0,174.0,0.1392,189.0,0.1512,1216.0,0.9728
305,408,1713,2012,46191,0,0,0,7,0,0,7,7,0,0,0,1,0,0,0,5,6,6,609716,KELVYN PARK HS,46191,,1410.0,609716,373,609716,Kelvyn Park High School,1037.0,165.0,0.1591,161.0,0.1553,1020.0,0.9836
306,409,2232,2013,46191,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,1,2,2,609716,KELVYN PARK HS,46191,,1410.0,609716,349,609716,Kelvyn Park High School,890.0,149.0,0.16741573033707866,155.0,0.17415730337078653,855.0,0.9606741573033708
307,410,2744,2014,46191,0,0,0,7,0,0,7,6,0,0,0,1,0,0,0,2,3,3,609716,KELVYN PARK HS,46191,,1410.0,609716,352,609716,Kelvyn Park High School,887.0,168.0,0.1894,149.0,0.168,853.0,0.9617
308,411,658,2010,46201,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,609718,KENNEDY HS,46201,,1420.0,1420,39,1420,Kennedy HS,1580.0,101.0,0.06392405063291139,294.0,0.1860759493670886,1241.0,0.7854430379746835
