,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P
97,120,1731,2012,46391,0,0,0,3,0,0,3,3,0,0,0,1,0,0,0,2,3,3,609761,CORLISS HS,46391,,1860.0,609761,235,609761,George H Corliss High School,558.0,3.0,0.0054,135.0,0.2419,536.0,0.9606
98,121,2253,2013,46391,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609761,CORLISS HS,46391,,1860.0,609761,220,609761,George H Corliss High School,497.0,7.0,0.014084507042253518,130.0,0.261569416498994,479.0,0.9637826961770624
99,122,2762,2014,46391,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,1,2,1,609761,CORLISS HS,46391,,1860.0,609761,221,609761,George H Corliss High School,421.0,5.0,0.0119,109.0,0.2589,409.0,0.9715
100,124,680,2010,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,610340,CHICAGO ACADEMY HS,46481,,7770.0,7770,622,7770,Chicago Acad HS,501.0,12.0,0.02395209580838324,80.0,0.1596806387225549,408.0,0.8143712574850299
101,125,1191,2011,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,46481,,7770.0,610340,100,610340,Chicago Academy High School,503.0,15.0,0.0298,77.0,0.1531,418.0,0.831
102,126,1737,2012,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,46481,,7770.0,610340,103,610340,Chicago Academy High School,517.0,27.0,0.0522,87.0,0.1683,438.0,0.8472
103,127,2259,2013,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,1,2,2,610340,CHICAGO ACADEMY HS,46481,,7770.0,610340,94,610340,Chicago Academy High School,518.0,27.0,0.05212355212355212,90.0,0.17374517374517376,440.0,0.8494208494208494
104,128,2768,2014,46481,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,2,3,3,610340,CHICAGO ACADEMY HS,46481,,7770.0,610340,93,610340,Chicago Academy High School,526.0,30.0,0.057,94.0,0.1787,446.0,0.8479
105,131,681,2010,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,609721,LINDBLOM COLL PREP H,46511,,7110.0,7110,574,7110,Lindblom MSHS,872.0,3.0,0.0034403669724770644,44.0,0.05045871559633028,594.0,0.6811926605504587
106,132,681,2010,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,0,1,1,610391,LINDBLOM HS,46511,,7110.0,7110,574,7110,Lindblom MSHS,872.0,3.0,0.0034403669724770644,44.0,0.05045871559633028,594.0,0.6811926605504587
107,134,1193,2011,46511,0,0,0,5,0,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,46511,,7110.0,610391,548,610391,Robert Lindblom Math & Science Academy HS,908.0,10.0,0.011000000000000001,43.0,0.0474,678.0,0.7467
108,136,1739,2012,46511,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,46511,,7110.0,610391,547,610391,Robert Lindblom Math & Science Academy HS,1038.0,7.0,0.0067,53.0,0.0511,748.0,0.7206
109,138,2261,2013,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,46511,,7110.0,610391,521,610391,Robert Lindblom Math & Science Academy HS,1156.0,9.0,0.007785467128027681,55.0,0.047577854671280284,798.0,0.6903114186851211
110,140,2770,2014,46511,0,0,0,4,1,0,5,5,0,0,0,1,0,0,0,3,4,4,610391,LINDBLOM HS,46511,,7110.0,610391,532,610391,Robert Lindblom Math & Science Academy HS,1175.0,14.0,0.0119,57.0,0.0485,793.0,0.6749
111,142,687,2010,47031,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609712,HIRSCH HS,47031,,1380.0,1380,35,1380,Hirsch HS,501.0,,,132.0,0.2634730538922156,492.0,0.9820359281437124
112,143,1197,2011,47031,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,47031,,1380.0,609712,184,609712,Emil G Hirsch Metropolitan High School,455.0,0.0,0.0,121.0,0.2659,448.0,0.9846
113,144,1744,2012,47031,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609712,HIRSCH HS,47031,,1380.0,609712,186,609712,Emil G Hirsch Metropolitan High School,389.0,1.0,0.0026,112.0,0.2879,379.0,0.9743
114,145,2270,2013,47031,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,47031,,1380.0,609712,175,609712,Emil G Hirsch Metropolitan High School,273.0,1.0,0.0036630036630036634,78.0,0.2857142857142857,265.0,0.9706959706959708
115,146,2777,2014,47031,0,0,0,4,1,0,5,3,0,0,0,0,0,0,0,1,1,1,609712,HIRSCH HS,47031,,1380.0,609712,174,609712,Emil G Hirsch Metropolitan High School,201.0,0.0,0.0,68.0,0.3383,200.0,0.995
116,148,688,2010,47041,0,0,0,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,609723,MARSHALL HS,47041,,1470.0,1470,43,1470,Marshall HS,772.0,2.0,0.0025906735751295338,192.0,0.24870466321243526,542.0,0.7020725388601037
117,149,1198,2011,47041,0,0,0,14,0,0,14,14,0,0,0,0,0,0,0,3,3,3,609723,MARSHALL HS,47041,,1470.0,609723,341,609723,John Marshall Metropolitan High School,730.0,1.0,0.0014,172.0,0.2356,692.0,0.9479
118,150,1745,2012,47041,0,0,0,17,0,0,17,16,0,0,0,0,0,0,0,2,2,1,609723,MARSHALL HS,47041,,1470.0,609723,343,609723,John Marshall Metropolitan High School,677.0,1.0,0.0015,157.0,0.2319,653.0,0.9645
119,151,2271,2013,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,47041,,1470.0,609723,322,609723,John Marshall Metropolitan High School,624.0,1.0,0.0016025641025641025,164.0,0.26282051282051283,493.0,0.7900641025641025
120,152,2778,2014,47041,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609723,MARSHALL HS,47041,,1470.0,609723,325,609723,John Marshall Metropolitan High School,514.0,1.0,0.0019,135.0,0.2626,431.0,0.8385
121,156,1747,2012,47061,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,47061,,1540.0,609730,464,609730,Nicholas Senn High School,1045.0,165.0,0.1579,119.0,0.1139,944.0,0.9033
122,158,2273,2013,47061,0,0,0,1,2,0,3,3,0,0,0,1,0,0,0,3,4,4,609730,SENN HS,47061,,1540.0,609730,436,609730,Nicholas Senn High School,1162.0,123.0,0.10585197934595524,129.0,0.11101549053356284,1032.0,0.8881239242685026
123,160,2274,2013,47061,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609730,SENN HS,47061,,1540.0,609730,436,609730,Nicholas Senn High School,1162.0,123.0,0.10585197934595524,129.0,0.11101549053356284,1032.0,0.8881239242685026
124,162,2780,2014,47061,0,0,0,2,2,0,4,4,0,0,0,1,0,0,0,4,5,5,609730,SENN HS,47061,,1540.0,609730,442,609730,Nicholas Senn High School,1281.0,187.0,0.146,147.0,0.1148,1120.0,0.8743
125,164,690,2010,47081,0,0,0,7,0,0,7,6,0,0,0,0,0,0,0,0,0,0,609737,VON STEUBEN HS,47081,Not sure,1610.0,1610,56,1610,Von Steuben HS,1631.0,23.0,0.014101778050275904,142.0,0.08706315144083385,1185.0,0.7265481299816063
126,165,1200,2011,47081,0,0,0,6,0,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,47081,Not sure,1610.0,609737,224,609737,Friedrich W von Steuben Metropolitan Science HS,1635.0,22.0,0.0135,147.0,0.0899,1302.0,0.7963
127,166,1748,2012,47081,0,0,0,8,1,0,9,8,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,47081,Not sure,1610.0,609737,224,609737,Friedrich W von Steuben Metropolitan Science HS,1654.0,13.0,0.0079,167.0,0.10099999999999999,1288.0,0.7787
128,167,2275,2013,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,47081,Not sure,1610.0,609737,211,609737,Friedrich W von Steuben Metropolitan Science HS,1666.0,24.0,0.014405762304921969,152.0,0.09123649459783914,1315.0,0.7893157262905162
129,168,2781,2014,47081,0,0,0,5,1,0,6,6,0,0,0,1,0,0,0,5,6,6,609737,VON STEUBEN HS,47081,Not sure,1610.0,609737,212,609737,Friedrich W von Steuben Metropolitan Science HS,1687.0,28.0,0.0166,142.0,0.0842,1320.0,0.7825
130,171,691,2010,47101,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609755,YOUNG HS,47101,,6520.0,6520,523,6520,Young,1210.0,39.0,0.032231404958677684,144.0,0.11900826446280993,1186.0,0.9801652892561984
131,172,1201,2011,47101,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,10,10,8,609755,YOUNG HS,47101,,6520.0,609755,645,609755,Whitney M Young Magnet High School,2165.0,18.0,0.0083,136.0,0.0628,986.0,0.4554
132,173,1749,2012,47101,0,0,0,3,4,0,7,6,0,0,0,0,0,0,0,10,10,7,609755,YOUNG HS,47101,,6520.0,609755,643,609755,Whitney M Young Magnet High School,2203.0,21.0,0.0095,158.0,0.0717,1036.0,0.4703
133,174,2276,2013,47101,0,0,0,4,3,0,7,7,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,47101,,6520.0,609755,615,609755,Whitney M Young Magnet High School,2196.0,31.0,0.014116575591985429,155.0,0.07058287795992714,890.0,0.4052823315118397
134,175,2782,2014,47101,0,0,0,4,3,0,7,6,0,0,0,0,0,0,0,7,7,7,609755,YOUNG HS,47101,,6520.0,609755,625,609755,Whitney M Young Magnet High School,2209.0,24.0,0.0109,155.0,0.0702,917.0,0.4151
135,177,692,2010,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609745,SOUTHSIDE HS,49031,,1700.0,1700,62,1700,Southside Occp HS,196.0,22.0,0.11224489795918367,196.0,1.0,158.0,0.8061224489795918
136,178,1202,2011,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,1,609745,SOUTHSIDE HS,49031,,1700.0,609745,577,609745,Southside Occupational Academy High School,201.0,13.0,0.0647,201.0,1.0,200.0,0.995
137,179,1750,2012,49031,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,3,2,609745,SOUTHSIDE HS,49031,,1700.0,609745,575,609745,Southside Occupational Academy High School,202.0,15.0,0.0743,202.0,1.0,194.0,0.9604
138,180,2277,2013,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,3,609745,SOUTHSIDE HS,49031,,1700.0,609745,548,609745,Southside Occupational Academy High School,228.0,29.0,0.12719298245614036,228.0,1.0,206.0,0.9035087719298246
139,181,2783,2014,49031,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,2,2,609745,SOUTHSIDE HS,49031,,1700.0,609745,558,609745,Southside Occupational Academy High School,206.0,18.0,0.0874,206.0,1.0,195.0,0.9466
140,186,699,2010,50161,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,610378,CRANE AA,50161,,7660.0,7660,614,7660,Crane AA HS,244.0,1.0,0.004098360655737704,15.0,0.06147540983606557,199.0,0.8155737704918032
141,187,1208,2011,50161,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,610378,CRANE AA,50161,,7660.0,610378,135,610378,Crane Achievement Academy High School,162.0,0.0,0.0,18.0,0.1111,162.0,1.0
142,190,701,2010,50181,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609743,PHILLIPS AA HS,50181,,7960.0,7960,639,7960,Phillips AA HS,76.0,,,4.0,0.05263157894736842,74.0,0.9736842105263158
143,191,1210,2011,50181,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,609743,PHILLIPS AA HS,50181,,7960.0,609743,520,609743,Phillips Achievement Academy High School,67.0,0.0,0.0,8.0,0.1194,65.0,0.9701
144,195,702,2010,50191,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609706,FENGER AA HS,50191,,7970.0,7970,640,7970,Fenger AA HS,105.0,,,8.0,0.0761904761904762,104.0,0.9904761904761904
145,196,702,2010,50191,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609705,FENGER HS,50191,,1310.0,1310,29,1310,Fenger  HS,784.0,1.0,0.0012755102040816323,161.0,0.20535714285714285,692.0,0.8826530612244898
146,197,1211,2011,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609706,FENGER AA HS,50191,,7970.0,609706,199,609706,Fenger Achievement Academy High School,85.0,0.0,0.0,8.0,0.0941,84.0,0.9882
147,198,1211,2011,50191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609705,FENGER HS,50191,,1310.0,609705,125,609705,Christian Fenger Academy High School,688.0,2.0,0.0029,140.0,0.2035,676.0,0.9826
148,200,1761,2012,50191,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,609705,FENGER HS,50191,,1310.0,609705,129,609705,Christian Fenger Academy High School,508.0,2.0,0.0039,108.0,0.2126,503.0,0.9902
149,202,704,2010,51021,0,0,0,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,609710,HARLAN HS,51021,,1350.0,1350,33,1350,Harlan HS,1260.0,1.0,0.0007936507936507938,227.0,0.18015873015873016,1120.0,0.8888888888888888
150,203,1213,2011,51021,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,5,609710,HARLAN HS,51021,,1350.0,609710,339,609710,John M Harlan Community Academy High School,1243.0,1.0,0.0008,211.0,0.1698,1175.0,0.9453
151,204,1763,2012,51021,0,0,0,10,1,0,11,11,0,0,0,0,0,0,0,5,5,5,609710,HARLAN HS,51021,,1350.0,609710,341,609710,John M Harlan Community Academy High School,1174.0,1.0,0.0009,215.0,0.1831,1086.0,0.925
152,205,2285,2013,51021,0,0,0,9,1,0,10,10,0,0,0,0,0,0,0,4,4,4,609710,HARLAN HS,51021,,1350.0,609710,320,609710,John M Harlan Community Academy High School,918.0,1.0,0.0010893246187363835,178.0,0.19389978213507625,825.0,0.8986928104575164
153,206,2791,2014,51021,0,0,0,9,1,0,10,7,0,0,0,0,0,0,0,4,4,3,609710,HARLAN HS,51021,,1350.0,609710,323,609710,John M Harlan Community Academy High School,760.0,1.0,0.0013,149.0,0.1961,714.0,0.9395
154,209,706,2010,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,609734,TAFT HS,51071,,1580.0,1580,53,1580,Taft HS,2810.0,206.0,0.07330960854092526,408.0,0.14519572953736656,1596.0,0.5679715302491103
155,210,706,2010,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,609740,WELLS HS,51071,,1640.0,1640,59,1640,Wells HS,642.0,58.0,0.09034267912772584,130.0,0.20249221183800625,568.0,0.8847352024922118
156,211,1214,2011,51071,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,51071,,1580.0,609734,663,609734,William Howard Taft High School,2921.0,182.0,0.0623,413.0,0.1414,1818.0,0.6224
157,212,1214,2011,51071,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,51071,,1640.0,609740,638,609740,Wells Community Academy High School,630.0,56.0,0.0889,129.0,0.2048,614.0,0.9746
158,213,1764,2012,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,51071,,1580.0,609734,661,609734,William Howard Taft High School,3098.0,173.0,0.0558,394.0,0.1272,1929.0,0.6227
159,214,1764,2012,51071,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,51071,,1640.0,609740,636,609740,Wells Community Academy High School,611.0,61.0,0.0998,122.0,0.1997,599.0,0.9804
160,215,2286,2013,51071,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,51071,,1580.0,609734,632,609734,William Howard Taft High School,3195.0,193.0,0.06040688575899844,388.0,0.12143974960876368,1930.0,0.6040688575899843
161,216,2286,2013,51071,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,51071,,1640.0,609740,609,609740,Wells Community Academy High School,596.0,56.0,0.09395973154362416,134.0,0.22483221476510068,560.0,0.9395973154362416
162,217,2792,2014,51071,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,1,1,1,609734,TAFT HS,51071,,1580.0,609734,641,609734,William Howard Taft High School,3233.0,194.0,0.06,392.0,0.1212,1979.0,0.6121
163,218,2792,2014,51071,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,1,1,1,609740,WELLS HS,51071,,1640.0,609740,619,609740,Wells Community Academy High School,546.0,56.0,0.1026,140.0,0.2564,520.0,0.9524
164,221,707,2010,51091,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,610401,CLEMENTE AA HS,51091,,7980.0,7980,641,7980,Clemente AA HS,227.0,2.0,0.00881057268722467,14.0,0.06167400881057269,183.0,0.8061674008810573
165,222,707,2010,51091,0,0,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,609759,CLEMENTE HS,51091,,1840.0,1840,74,1840,Clemente HS,1283.0,106.0,0.08261886204208885,279.0,0.21745908028059235,1025.0,0.798908807482463
166,223,1215,2011,51091,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,610401,CLEMENTE AA HS,51091,,7980.0,610401,129,610401,Clemente Achievement Academy High School,184.0,7.0,0.038,17.0,0.0924,183.0,0.9946
167,224,1215,2011,51091,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,4,4,4,609759,CLEMENTE HS,51091,,1840.0,609759,550,609759,Roberto Clemente Community Academy High School,1007.0,77.0,0.0765,208.0,0.2066,985.0,0.9782
168,226,1765,2012,51091,0,0,0,4,6,0,10,8,0,0,0,0,0,0,0,3,3,3,609759,CLEMENTE HS,51091,,1840.0,609759,549,609759,Roberto Clemente Community Academy High School,891.0,66.0,0.0741,178.0,0.1998,871.0,0.9776
169,228,2287,2013,51091,0,0,0,5,4,0,9,9,0,0,0,0,0,0,0,2,2,2,609759,CLEMENTE HS,51091,,1840.0,609759,523,609759,Roberto Clemente Community Academy High School,701.0,75.0,0.10699001426533523,151.0,0.21540656205420827,680.0,0.970042796005706
170,230,2793,2014,51091,0,0,0,5,3,0,8,7,0,0,0,0,0,0,0,4,4,3,609759,CLEMENTE HS,51091,,1840.0,609759,534,609759,Roberto Clemente Community Academy High School,733.0,78.0,0.1064,166.0,0.2265,706.0,0.9632
171,232,708,2010,52011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610392,WORLD LANGUAGE HS,52011,,4460.0,4460,334,4460,World Language HS,379.0,62.0,0.16358839050131924,56.0,0.14775725593667546,372.0,0.9815303430079156
172,233,1216,2011,52011,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,52011,,4460.0,610392,680,610392,World Language Academy High School,379.0,60.0,0.1583,53.0,0.1398,375.0,0.9894
173,234,2288,2013,52011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,52011,,4460.0,610392,647,610392,World Language Academy High School,353.0,64.0,0.1813031161473088,47.0,0.13314447592067988,342.0,0.9688385269121812
174,235,2794,2014,52011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,610392,WORLD LANGUAGE HS,52011,,4460.0,610392,656,610392,World Language Academy High School,341.0,65.0,0.1906,45.0,0.132,340.0,0.9971
175,239,709,2010,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,0,1,1,609674,CHICAGO VOCATIONAL HS,53011,,1010.0,1010,0,1010,Chicago Voc HS,1106.0,5.0,0.004520795660036167,230.0,0.20795660036166366,1070.0,0.9674502712477396
176,240,1217,2011,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,3,4,3,609675,CHICAGO AA HS,53011,,,609675,122,609675,Chicago Vocational Achievement Academy HS,177.0,0.0,0.0,14.0,0.0791,175.0,0.9887
177,241,1217,2011,53011,0,0,0,13,0,0,13,13,0,0,0,1,0,0,0,3,4,3,609674,CHICAGO VOCATIONAL HS,53011,,1010.0,609674,123,609674,Chicago Vocational Career Academy High School,827.0,5.0,0.006,195.0,0.2358,822.0,0.9940000000000001
178,243,1766,2012,53011,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,609674,CHICAGO VOCATIONAL HS,53011,,1010.0,609674,127,609674,Chicago Vocational Career Academy High School,965.0,7.0,0.0073,211.0,0.2187,935.0,0.9689
179,245,2289,2013,53011,0,0,0,6,4,0,10,10,0,0,0,1,0,0,0,3,4,3,609674,CHICAGO VOCATIONAL HS,53011,,1010.0,609674,119,609674,Chicago Vocational Career Academy High School,990.0,12.0,0.01212121212121212,233.0,0.2353535353535353,968.0,0.9777777777777776
180,247,2796,2014,53011,0,0,0,7,5,0,12,11,0,0,0,1,0,0,0,2,3,3,609674,CHICAGO VOCATIONAL HS,53011,,1010.0,609674,117,609674,Chicago Vocational Career Academy High School,953.0,10.0,0.0105,257.0,0.2697,910.0,0.9549
181,249,710,2010,53021,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,609676,DUNBAR HS,53021,,1030.0,1030,2,1030,Dunbar Voc HS,1507.0,4.0,0.0026542800265428003,165.0,0.10948905109489053,1400.0,0.92899800928998
182,250,1218,2011,53021,0,0,0,14,0,0,14,11,0,0,0,0,0,0,0,4,4,4,609676,DUNBAR HS,53021,,1030.0,609676,503,609676,Paul Laurence Dunbar Career Academy High School,1462.0,5.0,0.0034,177.0,0.1211,1431.0,0.9788
183,251,1767,2012,53021,0,0,0,12,2,0,14,14,0,0,0,2,0,0,0,5,7,7,609676,DUNBAR HS,53021,,1030.0,609676,504,609676,Paul Laurence Dunbar Career Academy High School,1328.0,5.0,0.0038,183.0,0.1378,1304.0,0.9819
184,252,2290,2013,53021,0,0,0,8,3,0,11,11,0,0,0,2,0,0,0,4,6,6,609676,DUNBAR HS,53021,,1030.0,609676,480,609676,Paul Laurence Dunbar Career Academy High School,1188.0,4.0,0.0033670033670033673,194.0,0.1632996632996633,1160.0,0.9764309764309764
185,253,2797,2014,53021,0,0,0,8,3,0,11,10,0,0,0,2,0,0,0,4,6,6,609676,DUNBAR HS,53021,,1030.0,609676,491,609676,Paul Laurence Dunbar Career Academy High School,1034.0,5.0,0.0048,195.0,0.1886,1019.0,0.9855
186,255,711,2010,53041,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,2,609679,PROSSER HS,53041,,1070.0,1070,7,1070,Prosser HS,1412.0,59.0,0.041784702549575066,167.0,0.11827195467422096,1219.0,0.863314447592068
187,256,1219,2011,53041,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,4,5,5,609679,PROSSER HS,53041,,1070.0,609679,83,609679,Charles Allen Prosser Career Academy High School,1416.0,48.0,0.0339,142.0,0.1003,1332.0,0.9407
188,257,1768,2012,53041,0,0,0,3,8,0,11,10,0,0,0,2,0,0,0,4,6,6,609679,PROSSER HS,53041,,1070.0,609679,87,609679,Charles Allen Prosser Career Academy High School,1475.0,42.0,0.0285,137.0,0.0929,1384.0,0.9383
189,258,2291,2013,53041,0,0,0,2,2,0,4,4,0,0,0,3,0,0,0,5,8,8,609679,PROSSER HS,53041,,1070.0,609679,78,609679,Charles Allen Prosser Career Academy High School,1514.0,63.0,0.0416116248348745,159.0,0.10501981505944516,1411.0,0.9319682959048876
190,259,2798,2014,53041,0,0,0,2,2,0,4,4,0,0,0,3,0,0,0,5,8,8,609679,PROSSER HS,53041,,1070.0,609679,77,609679,Charles Allen Prosser Career Academy High School,1476.0,59.0,0.04,148.0,0.1003,1404.0,0.9512
191,261,712,2010,53051,0,0,1,2,0,0,3,3,0,0,0,2,0,0,0,0,2,2,609682,RICHARDS HS,53051,,1110.0,1110,12,1110,Richards HS,547.0,76.0,0.13893967093235832,98.0,0.17915904936014626,477.0,0.8720292504570384
192,262,1220,2011,53051,0,0,1,2,0,0,3,3,0,0,0,2,0,0,0,2,4,3,609682,RICHARDS HS,53051,,1110.0,609682,182,609682,Ellen H Richards Career Academy High School,473.0,51.0,0.1078,89.0,0.1882,466.0,0.9852
193,263,1769,2012,53051,0,0,1,2,1,0,4,4,0,0,0,2,0,0,0,2,4,4,609682,RICHARDS HS,53051,,1110.0,609682,184,609682,Ellen H Richards Career Academy High School,477.0,65.0,0.1363,83.0,0.174,473.0,0.9916
194,264,2292,2013,53051,0,0,1,2,1,0,4,4,0,0,0,2,0,0,0,3,5,5,609682,RICHARDS HS,53051,,1110.0,609682,173,609682,Ellen H Richards Career Academy High School,385.0,57.0,0.14805194805194805,90.0,0.23376623376623376,379.0,0.9844155844155844
195,265,2293,2013,53051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609682,RICHARDS HS,53051,,1110.0,609682,173,609682,Ellen H Richards Career Academy High School,385.0,57.0,0.14805194805194805,90.0,0.23376623376623376,379.0,0.9844155844155844
196,266,2799,2014,53051,0,0,1,3,1,0,5,5,0,0,0,2,0,0,0,3,5,3,609682,RICHARDS HS,53051,,1110.0,609682,172,609682,Ellen H Richards Career Academy High School,354.0,45.0,0.1271,96.0,0.2712,348.0,0.9831
197,268,713,2010,53061,0,0,0,5,0,0,5,5,0,0,0,2,0,0,0,0,2,2,609692,SIMEON HS,53061,,1150.0,1150,20,1150,Simeon HS,1546.0,2.0,0.00129366106080207,149.0,0.0963777490297542,1177.0,0.7613195342820182
198,269,1221,2011,53061,0,0,0,5,0,0,5,4,0,0,0,1,0,0,0,6,7,6,609692,SIMEON HS,53061,,1150.0,609692,459,609692,Neal F Simeon Career Academy High School,1533.0,1.0,0.0007,142.0,0.0926,1419.0,0.9256
199,270,1770,2012,53061,0,0,0,4,7,0,11,10,0,0,0,1,0,0,0,5,6,6,609692,SIMEON HS,53061,,1150.0,609692,460,609692,Neal F Simeon Career Academy High School,1529.0,1.0,0.0007,136.0,0.0889,1418.0,0.9274
200,271,2294,2013,53061,0,0,0,2,4,0,6,6,0,0,0,0,0,0,0,1,1,1,609692,SIMEON HS,53061,,1150.0,609692,433,609692,Neal F Simeon Career Academy High School,1467.0,2.0,0.00136332651670075,133.0,0.09066121336059986,1357.0,0.9250170415814588
201,272,2800,2014,53061,0,0,0,2,4,0,6,6,0,0,0,0,0,0,0,1,1,1,609692,SIMEON HS,53061,,1150.0,609692,439,609692,Neal F Simeon Career Academy High School,1402.0,0.0,0.0,116.0,0.0827,1296.0,0.9244
202,274,715,2010,53091,0,0,0,13,0,0,13,12,0,0,0,2,0,0,0,0,2,2,609704,FARRAGUT HS,53091,,1300.0,1300,28,1300,Farragut HS,1598.0,246.0,0.1539424280350438,279.0,0.17459324155193992,1572.0,0.983729662077597
