,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School_x,Total_x,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P,School Name_x,Status as of 2014,Status as of 2019,Attendance,5YR Grad Rate,School_y,Total_y,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pacific Islander No,Asian/Pacific Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian/Pacific Islander No,Hawaiian/Pacific Islander Pct,Not Available No,Not Available Pct,School Name_y,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
328,328,431,2750,2015,46261,0,0,0,7,1,0,8,7,0,0,0,0,0,0,0,4,4,4,609727,PHILLIPS HS,46261,,1510.0,609727,621,609727,Wendell Phillips Academy High School,614.0,4.0,0.0065,114.0,0.1857,595.0,0.9691,PHILLIPS HS,,,75.6,45.9,PHILLIPS HS,614.0,1.0,0.2,601.0,97.9,2.0,0.3,0.0,0.0,5.0,0.8,3.0,0.5,2.0,0.3,0.0,0.0,0.0,0.0,PHILLIPS HS,2015.0,2766.0,502.0,1960.0,304.0,2080.0,75.2,1062.0,38.4,195.87,400.0,73.8,1.57,1018.0,36.8,187.76,367.0,67.7,2.53,16.0,0.6,2.95,16.0,3.0,1.0,0.18
329,329,432,665,2011,46281,0,0,0,4,0,0,4,4,0,0,0,2,0,0,0,0,2,2,609729,SCHURZ HS,46281,,1530.0,1530,49,1530,Schurz HS,2235.0,264.0,0.11812080536912753,396.0,0.17718120805369128,2023.0,0.905145413870246,SCHURZ HS,,,81.3,59.1,Schurz HS,2235.0,156.0,7.0,188.0,8.4,10.0,0.4,2.0,0.1,1814.0,81.2,18.0,0.8,31.0,1.4,5.0,0.2,11.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,330,433,1176,2012,46281,0,0,0,5,0,0,5,4,0,0,0,2,0,0,0,7,9,8,609729,SCHURZ HS,46281,,1530.0,609729,75,609729,Carl Schurz High School,2364.0,305.0,0.129,388.0,0.1641,2245.0,0.9497,SCHURZ HS,,,82.0,60.2,Schurz HS,2364.0,152.0,6.4,215.0,9.1,11.0,0.5,4.0,0.2,1906.0,80.6,10.0,0.4,28.0,1.2,5.0,0.2,33.0,1.4,SCHURZ HS,2012.0,1461.0,985.0,339.0,137.0,1459.0,99.9,19.0,1.3,0.85,15.0,0.7,1.32,1440.0,98.6,64.58,686.0,30.8,1.7,174.0,11.9,7.8,147.0,6.6,2.0,0.09
331,331,434,1721,2013,46281,0,0,0,5,8,0,13,11,0,0,0,1,0,0,0,8,9,9,609729,SCHURZ HS,46281,,1530.0,609729,78,609729,Carl Schurz High School,2395.0,308.0,0.1286,403.0,0.1683,2267.0,0.9466,SCHURZ HS,,,82.0,62.9,Schurz HS,2395.0,139.0,5.8,205.0,8.6,14.0,0.6,1.0,0.0,1948.0,81.3,14.0,0.6,26.0,1.1,4.0,0.2,44.0,1.8,SCHURZ HS,2013.0,1077.0,319.0,550.0,208.0,1078.0,100.1,296.0,27.5,12.84,225.0,9.8,1.33,782.0,72.6,33.92,418.0,18.1,2.29,204.0,18.9,8.85,159.0,6.9,2.0,0.09
332,332,435,2241,2014,46281,0,0,0,5,5,0,10,10,0,0,0,0,0,0,0,7,7,7,609729,SCHURZ HS,46281,,1530.0,609729,69,609729,Carl Schurz High School,2379.0,318.0,0.13366960907944514,410.0,0.1723413198823035,2269.0,0.953762084909626,SCHURZ HS,,,85.0,64.6,,2379.0,134.0,5.6,219.0,9.2,15.0,0.6,0.0,0.0,1930.0,81.1,15.0,0.6,24.0,1.0,2.0,0.1,40.0,1.7,SCHURZ HS,2014.0,1082.0,436.0,475.0,171.0,1072.0,99.1,359.0,33.2,15.78,275.0,12.1,1.03,713.0,65.9,31.34,355.0,15.6,1.97,104.0,9.6,4.57,97.0,4.3,2.0,0.09
333,333,436,2242,2014,46281,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609729,SCHURZ HS,46281,,1530.0,609729,69,609729,Carl Schurz High School,2379.0,318.0,0.13366960907944514,410.0,0.1723413198823035,2269.0,0.953762084909626,SCHURZ HS,,,85.0,64.6,,2379.0,134.0,5.6,219.0,9.2,15.0,0.6,0.0,0.0,1930.0,81.1,15.0,0.6,24.0,1.0,2.0,0.1,40.0,1.7,SCHURZ HS,2014.0,1082.0,436.0,475.0,171.0,1072.0,99.1,359.0,33.2,15.78,275.0,12.1,1.03,713.0,65.9,31.34,355.0,15.6,1.97,104.0,9.6,4.57,97.0,4.3,2.0,0.09
334,334,437,2752,2015,46281,0,0,0,6,5,0,11,10,0,0,0,0,0,0,0,7,7,6,609729,SCHURZ HS,46281,,1530.0,609729,68,609729,Carl Schurz High School,2302.0,398.0,0.1729,408.0,0.1772,2156.0,0.9366,SCHURZ HS,,,86.4,62.6,SCHURZ HS,2302.0,121.0,5.3,214.0,9.3,13.0,0.6,0.0,0.0,1864.0,81.0,19.0,0.8,33.0,1.4,3.0,0.1,35.0,1.5,SCHURZ HS,2015.0,735.0,245.0,300.0,190.0,426.0,58.0,78.0,10.6,3.56,57.0,2.6,1.05,348.0,47.3,15.86,221.0,10.1,1.63,212.0,28.8,9.66,158.0,7.2,2.0,0.09
335,335,438,669,2011,46321,0,0,0,8,0,0,8,8,0,0,0,1,0,0,0,0,1,1,609738,LINCOLN PARK HS,46321,,1620.0,1620,57,1620,Lincoln Park HS,2228.0,31.0,0.013913824057450628,141.0,0.06328545780969479,1149.0,0.5157091561938959,LINCOLN PARK HS,,,84.7,77.2,Lincoln Park HS,2228.0,591.0,26.5,610.0,27.4,11.0,0.5,0.0,0.0,662.0,29.7,80.0,3.6,269.0,12.1,5.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,439,1180,2012,46321,0,0,0,8,0,0,8,8,0,0,0,1,0,0,0,4,5,5,609738,LINCOLN PARK HS,46321,,1620.0,609738,393,609738,Lincoln Park High School,2342.0,39.0,0.0167,140.0,0.0598,1344.0,0.5739,LINCOLN PARK HS,,,86.3,72.6,Lincoln Park HS,2342.0,619.0,26.4,613.0,26.2,7.0,0.3,1.0,0.0,739.0,31.6,79.0,3.4,254.0,10.8,5.0,0.2,25.0,1.1,LINCOLN PARK HS,2012.0,1138.0,765.0,252.0,121.0,993.0,87.3,498.0,43.8,21.7,324.0,14.1,1.11,495.0,43.5,21.57,314.0,13.7,3.34,99.0,8.7,4.31,77.0,3.4,1.0,0.04
337,337,440,1725,2013,46321,0,0,0,10,0,0,10,9,0,0,0,1,0,0,0,4,5,4,609738,LINCOLN PARK HS,46321,,1620.0,609738,395,609738,Lincoln Park High School,2233.0,34.0,0.0152,155.0,0.0694,1256.0,0.5625,LINCOLN PARK HS,,,87.3,81.6,Lincoln Park HS,2233.0,615.0,27.5,574.0,25.7,9.0,0.4,0.0,0.0,693.0,31.0,80.0,3.6,241.0,10.8,3.0,0.1,18.0,0.8,LINCOLN PARK HS,2013.0,1025.0,522.0,373.0,130.0,888.0,86.6,395.0,38.5,18.0,279.0,12.7,1.4,493.0,48.1,22.47,282.0,12.9,3.17,137.0,13.4,6.24,118.0,5.4,6.0,0.27
338,338,441,2247,2014,46321,0,0,0,9,1,0,10,10,0,0,0,1,0,0,0,7,8,8,609738,LINCOLN PARK HS,46321,,1620.0,609738,375,609738,Lincoln Park High School,2230.0,19.0,0.008520179372197309,165.0,0.07399103139013452,1199.0,0.5376681614349775,LINCOLN PARK HS,,,87.8,81.2,,2230.0,629.0,28.2,535.0,24.0,7.0,0.3,0.0,0.0,728.0,32.6,94.0,4.2,232.0,10.4,1.0,0.0,4.0,0.2,LINCOLN PARK HS,2014.0,508.0,296.0,118.0,94.0,412.0,81.1,284.0,55.9,12.97,189.0,8.6,1.43,128.0,25.2,5.85,100.0,4.6,3.8,47.0,9.3,2.15,43.0,2.0,1.0,0.05
339,339,442,2756,2015,46321,0,0,0,9,1,0,10,9,0,0,0,1,0,0,0,7,8,7,609738,LINCOLN PARK HS,46321,,1620.0,609738,379,609738,Lincoln Park High School,2267.0,53.0,0.0234,163.0,0.0719,1321.0,0.5827,LINCOLN PARK HS,,,90.1,83.6,LINCOLN PARK HS,2267.0,633.0,27.9,504.0,22.2,5.0,0.2,0.0,0.0,807.0,35.6,94.0,4.2,222.0,9.8,1.0,0.0,1.0,0.0,LINCOLN PARK HS,2015.0,186.0,46.0,61.0,79.0,90.0,48.4,17.0,9.1,0.76,17.0,0.8,1.47,73.0,39.2,3.28,63.0,2.8,3.4,58.0,31.2,2.61,48.0,2.2,1.0,0.04
340,340,443,672,2011,46361,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,609746,KENWOOD HS,46361,,1710.0,1710,63,1710,Kenwood HS,1815.0,21.0,0.011570247933884295,173.0,0.09531680440771348,1410.0,0.7768595041322314,KENWOOD HS,,,88.4,68.3,Kenwood HS,1815.0,31.0,1.7,1531.0,84.4,5.0,0.3,2.0,0.1,81.0,4.5,105.0,5.8,51.0,2.8,9.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,444,1183,2012,46361,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,7,7,7,609746,KENWOOD HS,46361,,1710.0,609746,373,609746,Kenwood Academy High School,1851.0,17.0,0.0092,190.0,0.1026,1460.0,0.7888,KENWOOD HS,,,87.8,73.9,Kenwood HS,1851.0,29.0,1.6,1548.0,83.6,5.0,0.3,2.0,0.1,86.0,4.6,88.0,4.8,56.0,3.0,5.0,0.3,32.0,1.7,KENWOOD HS,2012.0,495.0,287.0,170.0,38.0,491.0,99.2,4.0,0.8,0.22,4.0,0.2,2.25,487.0,98.4,26.88,305.0,16.8,3.33,28.0,5.7,1.55,28.0,1.5,6.0,0.33
342,342,445,1728,2013,46361,0,0,0,6,5,0,11,11,0,0,0,0,0,0,0,8,8,7,609746,KENWOOD HS,46361,,1710.0,609746,374,609746,Kenwood Academy High School,1839.0,16.0,0.0087,183.0,0.0995,1391.0,0.7564,KENWOOD HS,,,89.0,77.3,Kenwood HS,1839.0,24.0,1.3,1570.0,85.4,5.0,0.3,0.0,0.0,82.0,4.5,60.0,3.3,57.0,3.1,4.0,0.2,37.0,2.0,KENWOOD HS,2013.0,1422.0,618.0,686.0,118.0,1364.0,95.9,431.0,30.3,24.48,279.0,15.8,1.11,933.0,65.6,52.99,446.0,25.3,2.49,8.0,0.6,0.45,8.0,0.5,1.0,0.06
343,343,446,2250,2014,46361,0,0,0,5,3,0,8,8,0,0,0,1,0,0,0,4,5,5,609746,KENWOOD HS,46361,,1710.0,609746,350,609746,Kenwood Academy High School,1814.0,16.0,0.008820286659316428,151.0,0.08324145534729879,1313.0,0.7238147739801544,KENWOOD HS,,,91.7,80.1,,1814.0,27.0,1.5,1551.0,85.5,2.0,0.1,1.0,0.1,74.0,4.1,45.0,2.5,55.0,3.0,1.0,0.1,58.0,3.2,KENWOOD HS,2014.0,1441.0,804.0,481.0,156.0,1351.0,93.8,734.0,50.9,41.76,410.0,23.3,1.06,617.0,42.8,35.11,340.0,19.3,3.31,2.0,0.1,0.11,2.0,0.1,0.0,0.0
344,344,447,2759,2015,46361,0,0,0,5,3,0,8,8,0,0,0,1,0,0,0,4,5,5,609746,KENWOOD HS,46361,,1710.0,609746,353,609746,Kenwood Academy High School,1757.0,16.0,0.0091,132.0,0.0751,1268.0,0.7217,KENWOOD HS,,,91.7,79.7,KENWOOD HS,1757.0,40.0,2.3,1507.0,85.8,3.0,0.2,0.0,0.0,72.0,4.1,42.0,2.4,57.0,3.2,1.0,0.1,35.0,2.0,KENWOOD HS,2015.0,3200.0,2616.0,414.0,170.0,1193.0,37.3,830.0,25.9,48.07,470.0,27.2,1.09,363.0,11.3,21.02,215.0,12.5,2.89,6.0,0.2,0.35,6.0,0.3,0.0,0.0
345,345,448,673,2011,46371,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,609751,KING HS,46371,,1760.0,1760,67,1760,King CPHS,936.0,3.0,0.003205128205128205,90.0,0.09615384615384616,621.0,0.6634615384615384,KING HS,,,93.0,75.1,King CPHS,936.0,7.0,0.7,879.0,93.9,0.0,0.0,0.0,0.0,36.0,3.8,2.0,0.2,12.0,1.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,346,449,1184,2012,46371,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,3,4,4,609751,KING HS,46371,,1760.0,609751,153,609751,Dr  Martin Luther King  Jr  College Prep HS,919.0,5.0,0.0054,87.0,0.0947,714.0,0.7769,KING HS,,,92.6,85.0,King CPHS,919.0,7.0,0.8,852.0,92.7,0.0,0.0,0.0,0.0,41.0,4.5,6.0,0.7,10.0,1.1,0.0,0.0,3.0,0.3,KING HS,2012.0,160.0,67.0,71.0,22.0,159.0,99.4,85.0,53.1,9.62,69.0,7.8,1.0,74.0,46.3,8.38,62.0,7.0,3.6,50.0,31.3,5.66,43.0,4.9,0.0,0.0
347,347,450,1729,2013,46371,0,0,0,2,3,0,5,5,0,0,0,0,0,0,0,3,3,3,609751,KING HS,46371,,1760.0,609751,155,609751,Dr  Martin Luther King  Jr  College Prep HS,879.0,6.0,0.0068,75.0,0.0853,695.0,0.7907,KING HS,,,89.0,85.2,King CPHS,879.0,9.0,1.0,809.0,92.0,1.0,0.1,0.0,0.0,37.0,4.2,8.0,0.9,13.0,1.5,0.0,0.0,2.0,0.2,KING HS,2013.0,96.0,29.0,52.0,15.0,87.0,90.6,7.0,7.3,0.81,7.0,0.8,1.14,80.0,83.3,9.25,58.0,6.7,3.19,27.0,28.1,3.12,24.0,2.8,0.0,0.0
348,348,451,2251,2014,46371,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,2,2,2,609751,KING HS,46371,,1760.0,609751,149,609751,Dr  Martin Luther King  Jr  College Prep HS,804.0,10.0,0.012437810945273629,76.0,0.0945273631840796,615.0,0.7649253731343284,KING HS,,,91.8,85.5,,804.0,8.0,1.0,737.0,91.7,0.0,0.0,0.0,0.0,41.0,5.1,6.0,0.7,12.0,1.5,0.0,0.0,0.0,0.0,KING HS,2014.0,84.0,32.0,35.0,17.0,62.0,73.8,17.0,20.2,2.17,17.0,2.2,1.47,45.0,53.6,5.74,37.0,4.7,3.22,24.0,28.6,3.06,23.0,2.9,0.0,0.0
349,349,452,2760,2015,46371,0,0,0,3,3,0,6,5,0,0,0,0,0,0,0,2,2,2,609751,KING HS,46371,,1760.0,609751,147,609751,Dr  Martin Luther King  Jr  College Prep HS,739.0,7.0,0.0095,62.0,0.0839,596.0,0.8065,KING HS,,,92.8,88.2,KING HS,739.0,5.0,0.7,688.0,93.1,0.0,0.0,0.0,0.0,26.0,3.5,8.0,1.1,12.0,1.6,0.0,0.0,0.0,0.0,KING HS,2015.0,98.0,30.0,45.0,23.0,66.0,67.3,34.0,34.7,4.69,30.0,4.1,1.47,32.0,32.7,4.42,30.0,4.1,2.59,10.0,10.2,1.38,10.0,1.4,1.0,0.14
350,350,453,674,2011,46381,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,609760,CARVER MILITARY HS,46381,,1850.0,1850,75,1850,Carver Mil Acad HS,550.0,18.0,0.03272727272727273,34.0,0.06181818181818183,531.0,0.9654545454545456,CARVER MILITARY HS,,,91.7,74.6,Carver Mil Acad HS,550.0,8.0,1.5,280.0,50.9,0.0,0.0,0.0,0.0,259.0,47.1,1.0,0.2,2.0,0.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,454,1185,2012,46381,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,46381,,1850.0,609760,242,609760,George Washington Carver Military Academy HS,532.0,17.0,0.032,43.0,0.0808,518.0,0.9737,CARVER MILITARY HS,,,91.4,79.1,Carver Mil Acad HS,532.0,7.0,1.3,268.0,50.4,0.0,0.0,0.0,0.0,254.0,47.7,1.0,0.2,2.0,0.4,0.0,0.0,0.0,0.0,CARVER MILITARY,2012.0,29.0,1.0,19.0,9.0,29.0,100.0,3.0,10.3,0.57,3.0,0.6,1.0,26.0,89.7,4.95,24.0,4.6,4.85,10.0,34.5,1.9,9.0,1.7,2.0,0.38
352,352,455,1730,2013,46381,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,46381,,1850.0,609760,242,609760,George Washington Carver Military Academy HS,531.0,12.0,0.0226,50.0,0.0942,518.0,0.9755,CARVER MILITARY HS,,,92.2,79.2,Carver Mil Acad HS,531.0,6.0,1.1,267.0,50.3,0.0,0.0,0.0,0.0,255.0,48.0,1.0,0.2,1.0,0.2,0.0,0.0,1.0,0.2,CARVER MILITARY,2013.0,315.0,151.0,153.0,11.0,152.0,48.3,35.0,11.1,6.65,32.0,6.1,1.33,117.0,37.1,22.23,75.0,14.3,2.67,1.0,0.3,0.19,1.0,0.2,0.0,0.0
353,353,456,2252,2014,46381,0,0,0,3,1,0,4,4,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,46381,,1850.0,609760,227,609760,George Washington Carver Military Academy HS,529.0,13.0,0.02457466918714556,46.0,0.08695652173913042,506.0,0.9565217391304348,CARVER MILITARY HS,,,94.1,90.2,,529.0,2.0,0.4,254.0,48.0,1.0,0.2,0.0,0.0,270.0,51.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CARVER MILITARY,2014.0,178.0,64.0,105.0,9.0,132.0,74.2,64.0,36.0,12.27,55.0,10.5,1.28,68.0,38.2,13.03,51.0,9.8,2.69,1.0,0.6,0.19,1.0,0.2,0.0,0.0
354,354,457,2761,2015,46381,0,0,0,3,1,0,4,3,0,0,0,0,0,0,0,2,2,2,609760,CARVER MILITARY HS,46381,,1850.0,609760,228,609760,George Washington Carver Military Academy HS,504.0,10.0,0.0198,40.0,0.0794,477.0,0.9464,CARVER MILITARY HS,,,94.2,89.3,CARVER MILITARY,504.0,2.0,0.4,229.0,45.4,1.0,0.2,0.0,0.0,270.0,53.6,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,CARVER MILITARY,2015.0,78.0,42.0,32.0,4.0,77.0,98.7,55.0,70.5,11.07,42.0,8.5,1.16,22.0,28.2,4.43,20.0,4.0,2.59,1.0,1.3,0.2,1.0,0.2,0.0,0.0
355,355,459,676,2011,46401,0,0,0,9,0,0,9,9,0,0,0,3,0,0,0,0,3,3,609762,JULIAN HS,46401,,1870.0,1870,77,1870,Julian HS,1224.0,,,153.0,0.125,1094.0,0.8937908496732027,JULIAN HS,,,74.7,60.0,Julian HS,1224.0,0.0,0.0,1219.0,99.6,0.0,0.0,0.0,0.0,3.0,0.2,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,461,1187,2012,46401,0,0,0,7,0,0,7,7,0,0,0,4,0,0,0,4,8,8,609762,JULIAN HS,46401,,1870.0,609762,507,609762,Percy L Julian High School,1224.0,0.0,0.0,170.0,0.1389,1180.0,0.9641,JULIAN HS,,,75.9,54.0,Julian HS,1224.0,0.0,0.0,1216.0,99.3,0.0,0.0,0.0,0.0,5.0,0.4,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,JULIAN HS,2012.0,2681.0,1340.0,1235.0,106.0,1942.0,72.4,1087.0,40.5,90.5,553.0,46.0,1.31,855.0,31.9,71.18,442.0,36.8,4.09,142.0,5.3,11.82,116.0,9.7,9.0,0.75
357,357,463,1732,2013,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,5,5,4,609762,JULIAN HS,46401,,1870.0,609762,508,609762,Percy L Julian High School,1167.0,0.0,0.0,178.0,0.1525,1122.0,0.9614,JULIAN HS,,,80.7,58.4,Julian HS,1167.0,1.0,0.1,1156.0,99.1,1.0,0.1,0.0,0.0,4.0,0.3,3.0,0.3,0.0,0.0,0.0,0.0,2.0,0.2,JULIAN HS,2013.0,2441.0,1281.0,979.0,181.0,2325.0,95.2,1284.0,52.6,121.02,496.0,46.7,1.26,1041.0,42.6,98.12,477.0,45.0,2.9,104.0,4.3,9.8,91.0,8.6,6.0,0.57
358,358,465,2254,2014,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,4,4,4,609762,JULIAN HS,46401,,1870.0,609762,484,609762,Percy L Julian High School,1057.0,1.0,0.0009460737937559133,181.0,0.17123935666982024,1014.0,0.9593188268684958,JULIAN HS,,,76.2,61.1,,1057.0,1.0,0.1,1040.0,98.4,1.0,0.1,0.0,0.0,10.0,0.9,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,JULIAN HS,2014.0,2625.0,1644.0,760.0,221.0,2543.0,96.9,1469.0,56.0,147.02,531.0,53.1,1.09,1074.0,40.9,107.49,488.0,48.8,3.61,217.0,8.3,21.72,163.0,16.3,6.0,0.6
359,359,467,2763,2015,46401,0,0,0,7,1,0,8,8,0,0,0,0,0,0,0,4,4,3,609762,JULIAN HS,46401,,1870.0,609762,495,609762,Percy L Julian High School,871.0,1.0,0.0011,169.0,0.194,823.0,0.9449,JULIAN HS,,,79.2,71.3,JULIAN HS,871.0,0.0,0.0,864.0,99.2,0.0,0.0,0.0,0.0,4.0,0.5,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,JULIAN HS,2015.0,892.0,240.0,435.0,217.0,616.0,69.1,198.0,22.2,24.34,141.0,17.3,1.19,418.0,46.9,51.39,270.0,33.2,3.31,82.0,9.2,10.08,72.0,8.9,0.0,0.0
360,360,468,677,2011,46421,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,609764,JUAREZ HS,46421,,1890.0,1890,78,1890,Juarez HS,1630.0,210.0,0.12883435582822084,215.0,0.13190184049079753,1550.0,0.950920245398773,JUAREZ HS,,,83.8,55.6,Juarez HS,1630.0,23.0,1.4,35.0,2.1,3.0,0.2,0.0,0.0,1540.0,94.5,3.0,0.2,21.0,1.3,0.0,0.0,5.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,361,469,1188,2012,46421,0,0,0,10,0,0,10,9,0,0,0,0,0,0,0,5,5,4,609764,JUAREZ HS,46421,,1890.0,609764,57,609764,Benito Juarez Community Academy High School,1683.0,227.0,0.1349,215.0,0.1277,1644.0,0.9768,JUAREZ HS,,,87.2,68.0,Juarez HS,1683.0,18.0,1.1,39.0,2.3,4.0,0.2,0.0,0.0,1592.0,94.6,3.0,0.2,23.0,1.4,0.0,0.0,4.0,0.2,JUAREZ HS,2012.0,532.0,109.0,290.0,133.0,526.0,98.9,158.0,29.7,9.86,128.0,8.0,1.39,368.0,69.2,22.97,205.0,12.8,4.13,0.0,0.0,0.0,0.0,0.0,4.0,0.25
362,362,470,1733,2013,46421,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,5,5,4,609764,JUAREZ HS,46421,,1890.0,609764,59,609764,Benito Juarez Community Academy High School,1790.0,246.0,0.1374,238.0,0.133,1742.0,0.9732,JUAREZ HS,,,89.2,67.7,Juarez HS,1790.0,24.0,1.3,39.0,2.2,9.0,0.5,0.0,0.0,1675.0,93.6,5.0,0.3,26.0,1.5,1.0,0.1,11.0,0.6,JUAREZ HS,2013.0,400.0,20.0,276.0,104.0,392.0,98.0,4.0,1.0,0.23,4.0,0.2,1.75,388.0,97.0,22.68,240.0,14.0,3.0,3.0,0.8,0.18,3.0,0.2,2.0,0.12
363,363,471,2255,2014,46421,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,6,6,6,609764,JUAREZ HS,46421,,1890.0,609764,50,609764,Benito Juarez Community Academy High School,1684.0,222.0,0.1318289786223278,235.0,0.13954869358669833,1625.0,0.9649643705463185,JUAREZ HS,,,90.2,74.0,,1684.0,18.0,1.1,41.0,2.4,9.0,0.5,0.0,0.0,1583.0,94.0,10.0,0.6,22.0,1.3,1.0,0.1,0.0,0.0,JUAREZ HS,2014.0,298.0,8.0,228.0,62.0,291.0,97.7,0.0,0.0,0.0,0.0,0.0,0.0,291.0,97.7,17.75,170.0,10.4,2.41,0.0,0.0,0.0,0.0,0.0,1.0,0.06
364,364,472,2764,2015,46421,0,0,0,5,1,0,6,5,0,0,0,0,0,0,0,6,6,6,609764,JUAREZ HS,46421,,1890.0,609764,49,609764,Benito Juarez Community Academy High School,1676.0,238.0,0.142,247.0,0.1474,1619.0,0.966,JUAREZ HS,,,89.4,80.8,JUAREZ HS,1676.0,15.0,0.9,42.0,2.5,10.0,0.6,0.0,0.0,1586.0,94.6,8.0,0.5,14.0,0.8,1.0,0.1,0.0,0.0,JUAREZ HS,2015.0,455.0,169.0,177.0,109.0,249.0,54.7,1.0,0.2,0.06,1.0,0.1,1.0,248.0,54.5,15.27,167.0,10.3,2.58,2.0,0.4,0.12,2.0,0.1,1.0,0.06
365,365,473,678,2011,46431,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609691,NORTH-GRAND HS,46431,,1140.0,1140,18,1140,North-Grand HS,875.0,103.0,0.11771428571428573,141.0,0.16114285714285714,799.0,0.9131428571428571,NORTH-GRAND HS,,,88.6,69.3,North-Grand HS,875.0,11.0,1.3,41.0,4.7,0.0,0.0,0.0,0.0,819.0,93.6,2.0,0.2,2.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,366,474,1189,2012,46431,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,2,2,2,609691,NORTH-GRAND HS,46431,,1140.0,609691,481,609691,North-Grand High School,883.0,132.0,0.1495,127.0,0.1438,844.0,0.9558,NORTH-GRAND HS,,,85.7,65.6,North-Grand HS,883.0,8.0,0.9,48.0,5.4,0.0,0.0,0.0,0.0,824.0,93.3,1.0,0.1,2.0,0.2,0.0,0.0,0.0,0.0,NORTH-GRAND HS,2012.0,299.0,3.0,246.0,50.0,299.0,100.0,93.0,31.1,10.69,93.0,10.7,1.34,206.0,68.9,23.69,137.0,15.8,3.9,51.0,17.1,5.86,45.0,5.2,0.0,0.0
